observation_id	original_f_id	root_id	relation	observation_severity	normalized_severity	workstream	category	owner	source_evidence	finding
F-1361#01	F-1361	RD-0021	derived-from	P1	P2	diagnostics/homecare	financial truth/settlement	Backend	`src/scripts/verify-production.ts:46–49`	Error output logs only `error.message`, losing check-level evidence, error classification and structured redacted diagnostics.
F-1618#01	F-1618	RD-0021	unverified-runtime	P2	P2	diagnostics/homecare	financial truth/settlement	Backend	`src/modules/home-care/schemas/medical-supply-request.schema.ts:14–27`	Inline schema definition and free-form/string fields create weak OpenAPI/runtime parity for a safety- and financially-relevant request.
F-2698#01	F-2698	RD-0021	blocked-by-decision	P1	P2	diagnostics/homecare	financial truth/settlement	Backend	`src/schemas/callmetric.schema.ts:7–15`	No duplicate sample key, idempotency, aggregation window or concurrency policy is visible.
F-3819#01	F-3819	RD-0021	derived-from	P0	P2	diagnostics/homecare	financial truth/settlement	Backend	`src/schemas/radiology.schema.ts:119–141`	No schema-level atomic recalculation or payment/insurance state invariant protects against client/server total divergence.
F-566#01	F-566	RD-0022	derived-from	P1	P1	diagnostics/homecare	input/schema validation	Backend	`src/modules/care/schemas/encounter-referrals.schema.ts:15–31`	Referral schema stores free-form home-care notes and raw result file URLs with no visible URL allowlist, attachment lifecycle, size/count bound or result versioning.
F-724#01	F-724	RD-0022	derived-from	P1	P1	diagnostics/homecare	input/schema validation	Backend	`src/modules/home-care-compat/home-care-compat.module.ts:162–167`	GPS update checks numeric type but not latitude/longitude ranges, timestamp freshness, accuracy or rate, enabling invalid location and storage abuse.
F-769#01	F-769	RD-0022	blocked-by-decision	P1	P1	diagnostics/homecare	input/schema validation	Provider	`src/modules/workflow-engine/workflow-engine.module.ts:449–458`	Provider ranking accepts location coordinates without range validation and gives unknown distance a positive default score, potentially ranking non-local/invalid-location providers above truthful results.
F-922#01	F-922	RD-0022	blocked-by-decision	P1	P1	diagnostics/homecare	input/schema validation	Backend	`src/modules/business-rules/business-rules.module.ts:29–39,142–163`	Rule result exposes warnings/meta without schema constraints, allowing internal decision metadata or caller-influenced details to reach clients.
F-1576#01	F-1576	RD-0022	derived-from	P1	P1	diagnostics/homecare	input/schema validation	Backend	`src/modules/home-care/home-care.seed.ts:4,11,15,22,26,33,37,44,50,57,61,68,72,79,83,90,96,103,107,114,118,125,129,136`	Icon names and category strings are free-form presentation contracts with no allowlist or fallback verification, risking broken/incorrect UI.
F-1609#01	F-1609	RD-0022	derived-from	P1	P1	diagnostics/homecare	input/schema validation	Backend	`src/modules/home-care/schemas/medical-supply-request.schema.ts:15–20`	Item quantities are required but have no positive/maximum bounds, decimal/unit compatibility or aggregate limit validation.
F-1703#01	F-1703	RD-0022	derived-from	P1	P1	diagnostics/homecare	input/schema validation	Backend	`src/modules/home-care/repositories/careplan.repository.ts:8–13`	No optimistic versioning or conflict handling prevents concurrent clinician/nurse edits from losing care instructions.
F-1866#01	F-1866	RD-0022	derived-from	P1	P1	diagnostics/homecare	input/schema validation	Operations	`scripts/seed-insurance-companies.ts:12–14`	The deprecation file fails with a generic top-level throw rather than a structured CLI deprecation result, making automation handling ambiguous.
F-2193#01	F-2193	RD-0022	blocked-by-decision	P1	P1	diagnostics/homecare	input/schema validation	Backend	`jest.boot.config.js:5–6`	ts-jest has no diagnostics, compiler-config, module-format or Node-version parity policy.
F-2597#01	F-2597	RD-0022	derived-from	P1	P1	diagnostics/homecare	input/schema validation	Backend	`src/schemas/emergency.schema.ts:22–26`	Patient-safe unit/paramedic labels are not validated or bound to a current assignment, allowing stale/misleading display.
F-3012#01	F-3012	RD-0022	blocked-by-decision	P0	P1	diagnostics/homecare	input/schema validation	Backend	`src/schemas/feature-flag.schema.ts:12–16`	No dependency/constraint prevents enabling a flag whose backend contract, migration, license or prerequisite is unavailable.
F-3029#01	F-3029	RD-0022	derived-from	P0	P1	diagnostics/homecare	input/schema validation	Backend	`src/modules/events/events.controllers.ts:12–24`	List endpoint has no cursor pagination, stable sort, maximum result cap or timeout contract.
F-3259#01	F-3259	RD-0022	derived-from	P0	P1	diagnostics/homecare	input/schema validation	Backend	`src/schemas/approval-request.schema.ts:16`	Creation-vs-modification `entity_id` nullability/integrity is comment-only.
F-3697#01	F-3697	RD-0022	derived-from	P0	P1	diagnostics/homecare	input/schema validation	Provider	`src/modules/home-care/home-care.contract.spec.ts:17–43`	No notification, event, cache invalidation, patient acknowledgement or provider dispatch consistency is asserted.
F-3726#01	F-3726	RD-0022	derived-from	P0	P1	diagnostics/homecare	input/schema validation	Backend	`src/modules/home-care/home-care.controller.spec.ts:14–17,34–74`	No notification, dispatch event, cache invalidation or patient acknowledgement consistency is asserted.
F-3740#01	F-3740	RD-0022	derived-from	P0	P1	diagnostics/homecare	input/schema validation	Backend	`src/modules/home-care/controllers/home-care-tracking.controller.spec.ts:9–42`	No event, dispatch, notification, cache invalidation or patient acknowledgement consistency is asserted.
F-3905#01	F-3905	RD-0022	derived-from	P0	P1	diagnostics/homecare	input/schema validation	Backend	`src/schemas/ambulance-vehicle.schema.ts:14–20,26`	Plate/model/year/equipment/paramedic_count/base_city lack normalization, jurisdiction, range, capability and uniqueness validation.
F-3935#01	F-3935	RD-0022	derived-from	P0	P1	diagnostics/homecare	input/schema validation	Backend	`src/schemas/lab-result.schema.ts:30–31`	Attachments are raw any/base64 values without MIME, size, content/malware, storage ACL/signed access or retention controls.
F-4075#01	F-4075	RD-0022	derived-from	P1	P1	diagnostics/homecare	input/schema validation	QA	`e2e/README.md:22–46`	The README claims a 65/0/0 reference result but this read did not execute or independently reproduce it.
F-4086#01	F-4086	RD-0022	blocked-by-decision	P1	P1	diagnostics/homecare	input/schema validation	QA	`e2e/boot.js:37–52`	No boot failure artifact captures dependency versions, effective environment policy or process exit diagnostics in a structured reproducible format.
F-1324#01	F-1324	RD-0023	derived-from	P1	P0	diagnostics/homecare	observability/lifecycle	Backend	`src/health.controller.ts:37–44`	Empty catches suppress diagnostic context for Mongo/Redis failures, weakening alerting and incident evidence.
F-1601#01	F-1601	RD-0023	blocked-by-decision	P1	P0	diagnostics/homecare	observability/lifecycle	Backend	`src/modules/home-care/schemas/home-care-nurse.schema.ts:4–17`	No credential expiry, suspension, deletion/anonymization or legal-hold lifecycle exists for home-care nurse profiles.
F-1661#01	F-1661	RD-0023	blocked-by-decision	P1	P0	diagnostics/homecare	observability/lifecycle	Backend	`src/modules/home-care/repositories/medicalsupplyrequest.repository.ts:8–13`	No retention, deletion, anonymization or legal-hold lifecycle is defined for supply requests and fulfillment history.
F-1774#01	F-1774	RD-0023	derived-from	P1	P0	diagnostics/homecare	observability/lifecycle	Backend	`scripts/seed-loyalty.ts:113–138`	Mongo disconnect is only on success; error handling logs and exits without guaranteed cleanup or structured operational result.
F-1804#01	F-1804	RD-0023	derived-from	P1	P0	diagnostics/homecare	observability/lifecycle	Backend	`scripts/seed-articles.ts:47–61`	Mongo disconnect occurs only on success; catch logs and exits without guaranteed cleanup or structured operational result.
F-3915#01	F-3915	RD-0023	blocked-by-decision	P0	P0	diagnostics/homecare	observability/lifecycle	Backend	`src/schemas/ambulance-vehicle.schema.ts:23–28`	Location and document fields can expose operational/security-sensitive data without projection, access, retention or deletion/legal-hold lifecycle.
F-4060#01	F-4060	RD-0023	blocked-by-decision	P0	P0	diagnostics/homecare	observability/lifecycle	Backend	`src/schemas/patient-crm-tag.schema.ts:16–32`	No moderation, abuse/rate-limit, stigmatizing-label, retention/deletion/DSAR or legal-hold lifecycle is represented.
F-994#01	F-994	RD-0024	derived-from	P0	P0	diagnostics/homecare	privacy/authorization	Provider	`src/modules/compat/admin-spa.module.ts:1301–1315`	Nursing admin requests/assignment routes deliberately return 503, confirming an explicit blocked production surface rather than a functioning workflow.
F-1246#01	F-1246	RD-0024	blocked-by-decision	P0	P0	diagnostics/homecare	privacy/authorization	Backend	`src/modules/seed/seed.data.ts:1–3,10–40,74–279`	The dataset is labeled “Real Saudi-localized data” but provides no provenance, consent, synthetic marker, freshness or production-safety proof for names, phones, facilities, licenses and health-adjacent profiles.
F-1639#01	F-1639	RD-0024	derived-from	P1	P0	diagnostics/homecare	privacy/authorization	Backend	`src/modules/home-care/repositories/nursingvisitreport.repository.ts:8–13`	No report-to-visit, nurse credential or patient-consent invariant is enforced in this repository.
F-1701#01	F-1701	RD-0024	blocked-by-decision	P0	P0	diagnostics/homecare	privacy/authorization	Backend	`src/modules/home-care/repositories/careplan.repository.ts:8–13`	No consent, clinician approval, patient acknowledgement or purpose limitation is enforced at the repository boundary.
F-1705#01	F-1705	RD-0024	derived-from	P0	P0	diagnostics/homecare	privacy/authorization	Backend	`src/modules/home-care/repositories/careplan.repository.ts:8–13`	No minimum-necessary projection or redaction is enforced for diagnoses, medications, goals, instructions and patient identifiers.
F-1708#01	F-1708	RD-0024	derived-from	P1	P0	diagnostics/homecare	privacy/authorization	Backend	`src/modules/home-care/repositories/careplan.repository.ts:8–13`	No patient consent withdrawal, caregiver sharing or emergency-access boundary is represented.
F-2616#01	F-2616	RD-0024	derived-from	P0	P0	diagnostics/homecare	privacy/authorization	Provider	`src/modules/compat/admin-nursing-containment.spec.ts:7–10`	No test proves nursing request addresses are redacted or unavailable in actual responses.
F-3360#01	F-3360	RD-0024	blocked-by-decision	P0	P0	diagnostics/homecare	privacy/authorization	Backend	`src/schemas/ad-placement.schema.ts:12–25`	No user consent, opt-out, ad disclosure/label, age/health-sensitive audience or policy enforcement is represented.
F-3852#01	F-3852	RD-0024	derived-from	P0	P0	diagnostics/homecare	privacy/authorization	Backend	`src/schemas/family.schemas.ts:36–50`	Calendar date/time, labels and display fields have no timezone, normalization, range or privacy constraints.
F-3943#01	F-3943	RD-0024	derived-from	P0	P0	diagnostics/homecare	privacy/authorization	Backend	`src/schemas/lab-result.schema.ts:33–44`	Free-form notes/findings/impression/recommendations have no content, clinical sign-off or privacy classification controls.
F-4057#01	F-4057	RD-0024	derived-from	P0	P0	diagnostics/homecare	privacy/authorization	Backend	`src/schemas/patient-crm-tag.schema.ts:28–29`	custom_tags are unbounded free-form strings with no taxonomy, size/content validation or sensitive-label controls.
F-2258#01	F-2258	RD-0025	derived-from	P1	P2	diagnostics/homecare	runtime/deployment evidence	Backend	`NABDAH_PROJECT_REFERENCE.md:184–200`	The scenario matrix is normative but not an execution result; every acceptance row requires current baseline/live evidence.
F-2447#01	F-2447	RD-0025	derived-from	P1	P2	diagnostics/homecare	runtime/deployment evidence	Backend	`src/config/openapi.config.ts:36–44`	Path normalization strips prefixes but does not verify every resulting path resolves against the declared production base URL.
F-2614#01	F-2614	RD-0025	derived-from	P1	P2	diagnostics/homecare	runtime/deployment evidence	Provider	`src/modules/compat/admin-nursing-containment.spec.ts:7–10`	Substring matching is brittle and can pass with dead/unreachable code or formatting changes while behavior is wrong.
F-2618#01	F-2618	RD-0025	derived-from	P1	P2	diagnostics/homecare	runtime/deployment evidence	Backend	`src/modules/compat/admin-nursing-containment.spec.ts:4–10`	No route, DTO, status-code, feature-flag or compiled artifact parity is exercised.
F-2621#01	F-2621	RD-0025	derived-from	P1	P2	diagnostics/homecare	runtime/deployment evidence	Backend	`src/modules/compat/admin-nursing-containment.spec.ts:1–11`	No live/deployed backend or client acceptance proves the containment remains active.
F-3717#01	F-3717	RD-0025	derived-from	P0	P2	diagnostics/homecare	runtime/deployment evidence	Backend	`src/modules/home-care/home-care.controller.spec.ts:5–18,20–74`	NursingController tests use mocked dependencies and direct calls, so HTTP guards, verified identities and live persistence are unproven.
F-018#01	F-018	RD-0026	derived-from	P1	P1	diagnostics/homecare	state/concurrency/idempotency	Backend	`nabdah-backend/src/modules/home-care-compat/home-care-compat.module.ts:116–138,274–308`; `nabd_plus_patient_app/app/(tabs)/nursing.tsx:80–103`	Home-care compatibility transitions emit state events with swallowed emitter failures, while chat aliases expose send endpoints without idempotency/attachment/moderation evidence in the controller; Mobile nursing filters/actions are not mapped to these contracts.
F-127#01	F-127	RD-0026	blocked-by-decision	P2	P1	diagnostics/homecare	state/concurrency/idempotency	Backend	`src/modules/admin-web-core/controllers/admin-governance.controller.ts:21–31`; `src/modules/admin-web-core/controllers/admin-governance.controller.spec.ts:4–10`; corresponding semantic evidence files	Emergency maintenance is intentionally fail-closed because Redis dispatch, immutable attribution, two-person approval and recovery verification are not implemented; the available endpoint cannot execute the operational action and has only a narrow unavailable-infrastructure unit test.
F-451#01	F-451	RD-0026	derived-from	P1	P1	diagnostics/homecare	state/concurrency/idempotency	Backend	`src/modules/emergency/ambulance-fleet.controller.ts:20–22,42,57,71–80,125–142; src/modules/emergency/emergency.controller.ts:53–81`	Fleet/admin operations return broad vehicle documents and raw admin notes; admin emergency record/mutation routes are intentionally unavailable, leaving an operational control-plane gap that must remain explicitly blocked.
F-462#01	F-462	RD-0026	derived-from	P1	P1	diagnostics/homecare	state/concurrency/idempotency	Backend	`src/modules/mail/mail.module.ts:43–92`	Resend/SES transport has no visible timeout, bounded retry/backoff, circuit breaker or delivery-status reconciliation, while `send` swallows exceptions into a boolean result.
F-519#01	F-519	RD-0026	derived-from	P1	P1	diagnostics/homecare	state/concurrency/idempotency	Backend	`src/modules/home-care/controllers/home-care-tracking.controller.ts:99–105`	Tracking supplies route returns a success message that says shipping is being prepared immediately, but no visible fulfillment workflow/dispatch state is created or verified.
F-567#01	F-567	RD-0026	derived-from	P1	P1	diagnostics/homecare	state/concurrency/idempotency	Backend	`src/modules/care/schemas/encounter-referrals.schema.ts:24–28`	Diagnostic completion is represented by a boolean plus append-only URL array, without visible idempotent callback key, source attribution, ordered lifecycle or duplicate protection.
F-702#01	F-702	RD-0026	derived-from	P1	P1	diagnostics/homecare	state/concurrency/idempotency	Backend	`src/modules/consistency/consistency.module.ts:111–120`	Stuck detection covers only orders and home-care with broad regexes and creation time, omitting other domains, scheduled time, SLA context and terminal repair path.
F-722#01	F-722	RD-0026	derived-from	P0	P1	diagnostics/homecare	state/concurrency/idempotency	Provider	`src/modules/home-care-compat/home-care-compat.module.ts:116–148`	Nursing state transitions use read-then-save and accept raw metadata/fields without idempotency/version checks, allowing invalid concurrent transitions or duplicated side effects.
F-729#01	F-729	RD-0026	derived-from	P1	P1	diagnostics/homecare	state/concurrency/idempotency	Patient Mobile	`src/modules/home-care-compat/home-care-compat.module.ts:274–308`	Chat aliases expose multiple conventions and accept several body fields, increasing contract drift; alias mutations have no visible idempotency or unified error semantics.
F-806#01	F-806	RD-0026	derived-from	P0	P1	diagnostics/homecare	state/concurrency/idempotency	Platform	`src/modules/operations-safety/operations-safety.module.ts:83–100`	Escalation returns `re-broadcast-requested` results but does not visibly enqueue, mutate or invoke a rebroadcast, creating false operational success.
F-883#01	F-883	RD-0026	derived-from	P0	P1	diagnostics/homecare	state/concurrency/idempotency	Provider	`src/modules/provider-ops/provider-ops.module.ts:307–327`	Ambulance handover/completion update emergency records by raw ID without visible driver assignment/state checks; completion report accepts arbitrary vitals and body data.
F-1018#01	F-1018	RD-0026	derived-from	P1	P1	diagnostics/homecare	state/concurrency/idempotency	Backend	`src/modules/admin-command-center/admin-command-center.module.ts:62–66,125–143`	Failed-transaction and snapshot reads return raw event/history material with no redaction, correlation validation, timeout, partial-result status or consistency boundary.
F-1602#01	F-1602	RD-0026	blocked-by-decision	P1	P1	diagnostics/homecare	state/concurrency/idempotency	Backend	`src/modules/home-care/schemas/home-care-nurse.schema.ts:4–17`	No optimistic versioning or idempotency policy is represented for nurse capability/location/profile updates.
F-1610#01	F-1610	RD-0026	derived-from	P1	P1	diagnostics/homecare	state/concurrency/idempotency	Backend	`src/modules/home-care/schemas/medical-supply-request.schema.ts:15–20`	Item status supports only pending, approved, dispatched and delivered; it omits rejected, cancelled, backordered, failed, returned and expired states.
F-1611#01	F-1611	RD-0026	blocked-by-decision	P1	P1	diagnostics/homecare	state/concurrency/idempotency	Backend	`src/modules/home-care/schemas/medical-supply-request.schema.ts:14–24`	No atomic item/request transition or optimistic version prevents concurrent approval, dispatch and delivery updates from conflicting.
F-1612#01	F-1612	RD-0026	derived-from	P0	P1	diagnostics/homecare	state/concurrency/idempotency	Backend	`src/modules/home-care/schemas/medical-supply-request.schema.ts:6–27`	No request ID, deterministic item/request key or Idempotency-Key contract is represented, so repeated supply submissions can duplicate fulfillment.
F-1635#01	F-1635	RD-0026	derived-from	P1	P1	diagnostics/homecare	state/concurrency/idempotency	Backend	`src/modules/home-care/repositories/nursingvisitreport.repository.ts:8–13`	No idempotency or deterministic visit/report key is defined for repeated visit submissions or offline retries.
F-1656#01	F-1656	RD-0026	derived-from	P1	P1	diagnostics/homecare	state/concurrency/idempotency	Backend	`src/modules/home-care/repositories/medicalsupplyrequest.repository.ts:8–13`	No item/request status transition, cancellation, rejection, backorder, return or expiry lifecycle is represented in this repository.
F-1704#01	F-1704	RD-0026	derived-from	P1	P1	diagnostics/homecare	state/concurrency/idempotency	Backend	`src/modules/home-care/repositories/careplan.repository.ts:8–13`	No idempotency or deterministic plan/task key is defined for repeated creation, assignment, update or offline sync.
F-1825#01	F-1825	RD-0026	derived-from	P0	P1	diagnostics/homecare	state/concurrency/idempotency	Backend	`scripts/publish-insurance-logo-assets.ts:43–46`	S3 object upload and Mongo logo-link update are not atomic; partial failure can create orphan objects or DB links to unavailable assets.
F-1826#01	F-1826	RD-0026	derived-from	P0	P1	diagnostics/homecare	state/concurrency/idempotency	Backend	`scripts/publish-insurance-logo-assets.ts:42–46`	Mongo `updateOne` by company code does not assert unique insurer existence, expected current state or matched/modified result.
F-2118#01	F-2118	RD-0026	blocked-by-decision	P1	P1	diagnostics/homecare	state/concurrency/idempotency	Platform	`docker-compose.yml:3–18`	No image labels, commit provenance, SBOM, vulnerability/license scan or admission/signing gate is represented.
F-2247#01	F-2247	RD-0026	derived-from	P1	P1	diagnostics/homecare	state/concurrency/idempotency	Backend	`ocr_worker.py:23–28,51–60`	Missing-key and parse failure semantics are not connected to a clinical unavailable/review state; downstream caller could misclassify output.
F-2632#01	F-2632	RD-0026	derived-from	P1	P1	diagnostics/homecare	state/concurrency/idempotency	Backend	`src/modules/home-care-compat/home-care-compat.controller.spec.ts:5–11,28–33`	Mock objects are incomplete and cast to `any`, weakening compile-time and schema fidelity.
F-2697#01	F-2697	RD-0026	blocked-by-decision	P1	P1	diagnostics/homecare	state/concurrency/idempotency	Backend	`src/schemas/callmetric.schema.ts:5–15`	No sample timestamp/freshness/clock field beyond generic schema timestamps is defined.
F-3690#01	F-3690	RD-0026	derived-from	P0	P1	diagnostics/homecare	state/concurrency/idempotency	Backend	`src/modules/home-care/home-care.contract.spec.ts:7–15,24–30`	Only IN_TRANSIT is covered; confirmed, pending, assigned, en-route, completed, cancelled, failed and emergency transitions/timeline invariants are absent.
F-3696#01	F-3696	RD-0026	derived-from	P0	P1	diagnostics/homecare	state/concurrency/idempotency	Backend	`src/modules/home-care/home-care.contract.spec.ts:17–43`	No idempotency/replay, transaction/CAS, stale timeline or concurrent state transition behavior is tested.
F-3700#01	F-3700	RD-0026	derived-from	P1	P1	diagnostics/homecare	state/concurrency/idempotency	Backend	`src/modules/home-care/home-care.contract.spec.ts:24–30`	The bounded DTO has no explicit provenance/version/last-updated or server-clock contract for timeline truthfulness.
F-3719#01	F-3719	RD-0026	derived-from	P0	P1	diagnostics/homecare	state/concurrency/idempotency	Backend	`src/modules/home-care/home-care.controller.spec.ts:34–45`	Provider acceptance covers one NEW_REQUEST accept path; reject, already-assigned, expired/cancelled, race and capability/schedule conflict paths are absent.
F-3720#01	F-3720	RD-0026	derived-from	P0	P1	diagnostics/homecare	state/concurrency/idempotency	Backend	`src/modules/home-care/home-care.controller.spec.ts:47–74`	Provider transit/start-care lifecycle lacks GPS/geofence/arrival proof, time-window, stale-state and completion/emergency validation.
F-3723#01	F-3723	RD-0026	derived-from	P0	P1	diagnostics/homecare	state/concurrency/idempotency	Backend	`src/modules/home-care/home-care.controller.spec.ts:14–17,34–45`	Workflow engine is mocked as direct mutate execution; CAS, rollback, transaction and multi-write atomicity are unproven.
F-3724#01	F-3724	RD-0026	derived-from	P0	P1	diagnostics/homecare	state/concurrency/idempotency	Backend	`src/modules/home-care/home-care.controller.spec.ts:34–74`	No duplicate/replay/idempotency or concurrent acceptance/transit/start-care behavior is tested.
F-3730#01	F-3730	RD-0026	derived-from	P1	P1	diagnostics/homecare	state/concurrency/idempotency	Backend	`src/modules/home-care/home-care.controller.spec.ts:34–45,69–74`	Event/timer clock source and state-history provenance are not deterministic or reconciled with server time.
F-3734#01	F-3734	RD-0026	blocked-by-decision	P0	P1	diagnostics/homecare	state/concurrency/idempotency	Backend	`src/modules/home-care/controllers/home-care-tracking.controller.spec.ts:21–32`	Geofence tests use one distant coordinate pair but do not prove range/precision, threshold algorithm, GPS accuracy/altitude, spoofing, timestamp or clock-skew policy.
F-3738#01	F-3738	RD-0026	derived-from	P0	P1	diagnostics/homecare	state/concurrency/idempotency	Backend	`src/modules/home-care/controllers/home-care-tracking.controller.spec.ts:21–42`	Duplicate/replay/idempotency, concurrent attendance/supply requests, CAS and transaction/rollback behavior are untested.
F-3822#01	F-3822	RD-0026	blocked-by-decision	P0	P1	diagnostics/homecare	state/concurrency/idempotency	Backend	`src/schemas/radiology.schema.ts:132–134,167–169`	State history/reports/approval fields are mutable arrays/fields without immutable actor/reason/source, ordering, CAS or append-only guarantees.
F-3916#01	F-3916	RD-0026	derived-from	P0	P1	diagnostics/homecare	state/concurrency/idempotency	Backend	`src/schemas/ambulance-vehicle.schema.ts:23–34`	No notification, admin-review delivery, document-expiry alert, location heartbeat or dispatch acknowledgement/retry state exists.
F-3938#01	F-3938	RD-0026	derived-from	P0	P1	diagnostics/homecare	state/concurrency/idempotency	Backend	`src/schemas/lab-result.schema.ts:27–44`	`critical` has no abnormal-value linkage, clinician review, notification, acknowledgement, escalation or emergency guidance state.
F-4177#01	F-4177	RD-0026	derived-from	P0	P1	diagnostics/homecare	state/concurrency/idempotency	QA	`e2e/matrix.js:33–40,155–166,262–341,400–417`	Missing routes are converted to SKIP and many cases accept any non-5xx/status response, allowing green results despite unavailable contracts.
F-685#01	F-685	RD-0027	blocked-by-decision	P0	P2	diagnostics/homecare	ux/parity/completeness	Backend	`src/modules/api-security/api-security.module.ts:72–100`	Blacklist and rate-limit protection fail open when Redis is unavailable: `isBlacklisted` returns false and `checkRate` allows the request.
F-174#01	F-174	RD-0028	derived-from	P1	P1	insurance/payment	catalog/provenance/publication	Backend	`src/modules/users/users.insurance.controller.ts:34–80`; `src/modules/users/user.insurance.controller.ts:13–46`	`/users/me/insurance` and deprecated `/user/insurance` expose incompatible canonical `insurance` and legacy `insurance_policies[]` shapes, while `/insurance/active` is a third projection; migration/precedence and consistency are not enforced.
F-959#01	F-959	RD-0028	derived-from	P1	P1	insurance/payment	catalog/provenance/publication	Platform	`src/modules/compat/compat.module.ts:2–8,477–532,1111–1139`	Compat module comments claim real DB-backed implementations and exact app contracts, but no contract version/provenance/freshness is returned and aliases can diverge from canonical modules.
F-1330#01	F-1330	RD-0028	blocked-by-decision	P1	P1	insurance/payment	catalog/provenance/publication	Operations	`src/scripts/seed-insurance-companies.ts:8–19`	Ten insurer names/codes are hardcoded without regulator/source provenance, license status, freshness, locale version or approval metadata.
F-1331#01	F-1331	RD-0028	blocked-by-decision	P1	P1	insurance/payment	catalog/provenance/publication	Operations	`src/scripts/seed-insurance-companies.ts:31`	Inserts always set `is_active:true` with no verification or effective-date policy, allowing stale/unsupported insurers to appear active.
F-1332#01	F-1332	RD-0028	derived-from	P1	P1	insurance/payment	catalog/provenance/publication	Operations	`src/scripts/seed-insurance-companies.ts:5–6,28–32`	Random UUID IDs are generated on each insertion and no deterministic source key/version/reconciliation metadata is persisted.
F-1827#01	F-1827	RD-0028	blocked-by-decision	P1	P1	insurance/payment	catalog/provenance/publication	Operations	`scripts/publish-insurance-logo-assets.ts:43–49`	Logo link update lacks operator/source-review/version/approval provenance and does not preserve an immutable asset history.
F-1869#01	F-1869	RD-0028	blocked-by-decision	P2	P1	insurance/payment	catalog/provenance/publication	Operations	`scripts/seed-insurance-companies.ts:4–13`	The deprecated file provides no direct link to the replacement's contract, dry-run artifact, approval requirement or operator documentation beyond a free-form message.
F-2144#01	F-2144	RD-0028	unverified-runtime	P0	P1	insurance/payment	catalog/provenance/publication	QA	`ENVIRONMENT.md:1–5`	ENVIRONMENT.md claims filling variables is the only remaining production step without machine-verifiable completeness or runtime evidence.
F-2219#01	F-2219	RD-0028	blocked-by-decision	P1	P1	insurance/payment	catalog/provenance/publication	QA	`todo.md:1063–1104`	Insurance logos/categories retain provenance, reviewer and DevOps dependencies; generated/legacy categories are not proof of official product coverage.
F-2841#01	F-2841	RD-0028	blocked-by-decision	P0	P1	insurance/payment	catalog/provenance/publication	Backend	`src/contracts/insurance-openapi.contract.spec.ts:69–86`	No claim submission, approval/rejection, active-policy, eligibility, insurer/provider or expiry lifecycle behavior is tested.
F-2850#01	F-2850	RD-0028	derived-from	P1	P1	insurance/payment	catalog/provenance/publication	Backend	`src/schemas/insurance.schema.ts:8–16,23–26,49–53`	Network/company/contract identifiers and bilingual names lack normalization, length, uniqueness-per-parent and locale validation beyond company code uniqueness.
F-2851#01	F-2851	RD-0028	derived-from	P1	P1	insurance/payment	catalog/provenance/publication	Backend	`src/schemas/insurance.schema.ts:27–39,55–61`	Logo/regulatory source metadata has no visible approved-origin, URL, hash format, evidence freshness or immutability enforcement.
F-2898#01	F-2898	RD-0028	derived-from	P0	P1	insurance/payment	catalog/provenance/publication	Operations	`src/modules/insurance/insurance.module.ts:111–125,427–448`	Public network/rule routes accept raw IDs and `listRules` lacks company, active, verified, effective-date or projection filtering.
F-796#01	F-796	RD-0029	derived-from	P1	P1	insurance/payment	clinical/safety validation	Provider	`src/modules/patient-ux/patient-ux.module.ts:131–138`	Rebook removes only selected fields and may carry forward stale address, provider, clinical, insurance or arbitrary internal data from the original document.
F-1872#01	F-1872	RD-0029	unverified-runtime	P2	P1	insurance/payment	clinical/safety validation	Backend	`scripts/seed-insurance-companies.ts:12–14`	The script's safety depends on runtime failure rather than repository/tooling-level prevention, leaving operator UX and automation safety fragile.
F-1950#01	F-1950	RD-0029	derived-from	P0	P1	insurance/payment	clinical/safety validation	Backend	`infra/fastapi/server.py:1327–1364`	AI triage keyword fallback returns successful routine medical guidance when the LLM key is absent, with no emergency red-flag escalation or disclaimer.
F-2190#01	F-2190	RD-0029	blocked-by-decision	P0	P1	insurance/payment	clinical/safety validation	Platform	`docker-compose.prod.yml:12–17; ENVIRONMENT.md:9–170`	The production composition does not prove complete environment coverage for the documented integrations; missing values may silently disable or misconfigure critical features.
F-2197#01	F-2197	RD-0029	blocked-by-decision	P1	P1	insurance/payment	clinical/safety validation	QA	`jest.boot.config.js:1–8`	No coverage threshold or changed-surface assurance is defined for the boot suite.
F-3359#01	F-3359	RD-0029	derived-from	P0	P1	insurance/payment	clinical/safety validation	Backend	`src/schemas/ad-placement.schema.ts:12–25`	No creative, destination URL, category, medical claim review, content moderation or malware/link safety is represented.
F-367#01	F-367	RD-0030	derived-from	P1	P0	insurance/payment	financial truth/settlement	Backend	`src/modules/admin-web-core/controllers/admin-extended-operations.controller.ts:40–42`	The endpoint returns a message claiming invoice handoff and payment readiness although the code only updates one procurement document and does not prove invoice creation, notification or payment handoff.
F-634#01	F-634	RD-0030	derived-from	P0	P0	insurance/payment	financial truth/settlement	Operations	`src/modules/insurance-engine/insurance-engine.module.ts:266–289`	Insurance request duplicate protection is a read-before-create query without visible unique command key/current-state atomicity, allowing duplicate requests under concurrent retries.
