file	line	text
app/[locale]/consultations/doctors/page.tsx	13	const t = await getTranslations("Doctors"); const response = await getPublicDoctors({ search: sp.q, specialty: sp.specialty, sort: ["rating", "price", "wait"].includes(sp.sort ?? "") ? sp.sort : undefined });
app/[locale]/consultations/doctors/doctors-ssr.test.ts	2	const state=vi.hoisted(()=>({get:vi.fn()})); vi.mock("next-intl/server",()=>({getTranslations:async()=> (k:string)=>k,setRequestLocale:vi.fn()})); vi.mock("@/lib/i18n",()=>({isLocale:()=>true})); vi.mock("@/lib/api/doctors-server",()=>({getPublicDoctors:state.get})); vi.mock("next/navigation",()=>({notFound:vi.fn()})); import DoctorsPage from "./page";
app/[locale]/consultations/doctors/[doctorId]/page.tsx	5	import { extractDoctor, extractDoctorSlots } from "@/lib/api/doctors";
app/[locale]/consultations/doctors/[doctorId]/page.tsx	6	import { getPublicDoctor, getPublicDoctorSlots } from "@/lib/api/doctors-server";
app/[locale]/consultations/doctors/[doctorId]/page.tsx	17	const t = await getTranslations("Doctors"); const response = await getPublicDoctor(doctorId); if (!response || response.status === 404) notFound();
app/[locale]/consultations/doctors/[doctorId]/page.tsx	20	const slotsResponse = await getPublicDoctorSlots({ id: doctor.id, date, serviceType }); const slots = slotsResponse?.ok ? extractDoctorSlots(await slotsResponse.json().catch(() => null)) : null; const rtl = locale === "ar" || locale === "ur"; const Arrow = rtl ? ArrowLeft : ArrowRight;
app/api/auth/login/route.ts	4	import { callPatientApi } from "@/lib/api/upstream";
app/api/auth/login/route.ts	11	const upstream = await callPatientApi("/auth/login", { method: "POST", headers: { "content-type": "application/json" }, body: JSON.stringify(input.data) });
app/api/auth/logout/route.ts	4	import { callPatientApi } from "@/lib/api/upstream";
app/api/auth/logout/route.ts	5	export async function POST() { const token = (await cookies()).get(authCookieNames.access)?.value; if (token) await callPatientApi("/auth/logout", { method: "POST" }, token).catch(() => undefined); const response = NextResponse.json({ success: true }); clearSessionCookies(response); return response; }
app/api/auth/session/route.ts	4	import { callPatientApi } from "@/lib/api/upstream";
app/api/auth/session/route.ts	5	export async function GET() { const token = (await cookies()).get(authCookieNames.access)?.value; if (!token) return NextResponse.json({ authenticated: false }, { status: 401 }); const upstream = await callPatientApi("/auth/me", { method: "GET" }, token); if (!upstream.ok) return NextResponse.json({ authenticated: false }, { status: upstream.status }); return NextResponse.json({ authenticated: true, user: await upstream.json() }, { headers: { "cache-control": "no-store" } }); }
app/api/auth/verify-2fa/route.ts	4	import { callPatientApi } from "@/lib/api/upstream";
app/api/auth/verify-2fa/route.ts	11	const upstream = await callPatientApi("/auth/login/verify-2fa", { method: "POST", headers: { "content-type": "application/json" }, body: JSON.stringify(input.data) });
app/api/auth/otp/otp-routes.test.ts	3	const state = vi.hoisted(() => ({ callPatientApi: vi.fn() }));
app/api/auth/otp/otp-routes.test.ts	4	vi.mock("@/lib/api/upstream", () => ({ callPatientApi: state.callPatientApi }));
app/api/auth/otp/otp-routes.test.ts	14	state.callPatientApi.mockResolvedValueOnce(new Response(JSON.stringify({ ok: true, expires_in: 300 }), { status: 201 }));
app/api/auth/otp/otp-routes.test.ts	15	const response = await requestOtp(jsonRequest("/api/auth/otp/request", { identifier: "patient@example.com" }));
app/api/auth/otp/otp-routes.test.ts	16	expect(response.status).toBe(201); expect(state.callPatientApi).toHaveBeenCalledWith("/auth/otp/request", expect.objectContaining({ method: "POST" }));
app/api/auth/otp/otp-routes.test.ts	17	expect((await requestOtp(jsonRequest("/api/auth/otp/request", { identifier: "x" }))).status).toBe(400);
app/api/auth/otp/otp-routes.test.ts	20	state.callPatientApi.mockResolvedValueOnce(new Response(JSON.stringify({ ok: true, expires_in: 60, exchangeToken: "must-not-leak" }), { status: 201, headers: { "set-cookie": "nabd_otp_exchange=secret; Path=/api/v1/auth/session/exchange; HttpOnly; Secure; SameSite=Strict" } }));
app/api/auth/otp/otp-routes.test.ts	21	const response = await verifyOtp(jsonRequest("/api/auth/otp/verify", { identifier: "patient@example.com", code: "123456" }));
app/api/auth/otp/otp-routes.test.ts	23	expect(response.headers.get("set-cookie")).toContain("Path=/api/auth/session/exchange");
app/api/auth/otp/otp-routes.test.ts	27	state.callPatientApi.mockResolvedValueOnce(new Response(JSON.stringify({ authenticated: true, token: "must-not-leak" }), { status: 201, headers: { "set-cookie": "nabd_admin_token=secret; Path=/api/v1; HttpOnly; Secure" } }));
app/api/auth/otp/otp-routes.test.ts	28	const response = await exchangeSession(new Request("https://web.test/api/auth/session/exchange", { method: "POST", headers: { cookie: "nabd_otp_exchange=secret; unrelated=drop", "x-nabd-device-id": "device-test" } }));
app/api/auth/otp/otp-routes.test.ts	30	expect(state.callPatientApi).toHaveBeenCalledWith("/auth/session/exchange", expect.objectContaining({ headers: expect.objectContaining({ cookie: "nabd_otp_exchange=secret", "x-device-id": "device-test" }) }));
app/api/auth/otp/otp-routes.test.ts	34	expect((await exchangeSession(new Request("https://web.test/api/auth/session/exchange", { method: "POST" }))).status).toBe(400);
app/api/auth/session/exchange/route.ts	3	import { callPatientApi } from "@/lib/api/upstream";
app/api/auth/session/exchange/route.ts	12	const upstream = await callPatientApi("/auth/session/exchange", { method: "POST", headers: { cookie, "x-device-id": request.headers.get("x-nabd-device-id") || crypto.randomUUID() } });
app/api/auth/session/exchange/route.ts	20	.replace(/Path=\/api\/v1\/auth\/session\/exchange/gi, "Path=/api/auth/session/exchange")
app/api/auth/otp/request/route.ts	3	import { callPatientApi } from "@/lib/api/upstream";
app/api/auth/otp/request/route.ts	10	const upstream = await callPatientApi("/auth/otp/request", { method: "POST", headers: { "content-type": "application/json" }, body: JSON.stringify(input.data) });
app/api/auth/otp/verify/route.ts	3	import { callPatientApi } from "@/lib/api/upstream";
app/api/auth/otp/verify/route.ts	10	const upstream = await callPatientApi("/auth/otp/verify", { method: "POST", headers: { "content-type": "application/json" }, body: JSON.stringify(input.data) });
app/api/auth/otp/verify/route.ts	17	if (setCookie) response.headers.set("set-cookie", setCookie.replace(/Path=\/api\/v1\/auth\/session\/exchange/gi, "Path=/api/auth/session/exchange"));
app/api/patient/[...path]/route.test.ts	5	callPatientApi: vi.fn(),
app/api/patient/[...path]/route.test.ts	23	vi.mock("@/lib/api/upstream", () => ({ callPatientApi: state.callPatientApi }));
app/api/patient/[...path]/route.test.ts	24	vi.mock("@/lib/api/response", () => ({
app/api/patient/[...path]/route.test.ts	34	nextUrl: new URL("https://web.nabd.plus/api/patient/orders/mine"),
app/api/patient/[...path]/route.test.ts	49	state.callPatientApi.mockReset();
app/api/patient/[...path]/route.test.ts	55	state.callPatientApi
app/api/patient/[...path]/route.test.ts	63	expect(state.callPatientApi).toHaveBeenCalledTimes(3);
app/api/patient/[...path]/route.test.ts	64	expect(state.callPatientApi).toHaveBeenNthCalledWith(1, "/orders/mine", expect.any(Object), "expired-access");
app/api/patient/[...path]/route.test.ts	65	expect(state.callPatientApi).toHaveBeenNthCalledWith(2, "/auth/refresh", expect.objectContaining({ body: JSON.stringify({ refresh_token: "valid-refresh" }) }));
app/api/patient/[...path]/route.test.ts	66	expect(state.callPatientApi).toHaveBeenNthCalledWith(3, "/orders/mine", expect.any(Object), "new-access");
app/api/patient/[...path]/route.test.ts	73	state.callPatientApi.mockResolvedValueOnce(new Response(null, { status: 401 }));
app/api/patient/[...path]/route.test.ts	78	expect(state.callPatientApi).toHaveBeenCalledTimes(1);
app/api/patient/[...path]/route.test.ts	84	state.callPatientApi
app/api/patient/[...path]/route.test.ts	91	expect(state.callPatientApi).toHaveBeenCalledTimes(2);
app/api/patient/[...path]/route.test.ts	100	expect(state.callPatientApi).not.toHaveBeenCalled();
app/api/patient/[...path]/route.ts	5	import { isAllowedPatientApiRequest } from "@/lib/api/patient-allowlist";
app/api/patient/[...path]/route.ts	6	import { forwardApiResponse } from "@/lib/api/response";
app/api/patient/[...path]/route.ts	7	import { callPatientApi } from "@/lib/api/upstream";
app/api/patient/[...path]/route.ts	9	async function refreshSession() { const store = await cookies(); const refreshToken = store.get(authCookieNames.refresh)?.value; const deviceId = store.get(authCookieNames.device)?.value; if (!refreshToken || !deviceId) return null; const response = await callPatientApi("/auth/refresh", { method: "POST", headers: { "content-type": "application/json", "x-device-id": deviceId }, body: refreshRequestBody(refreshToken) }); if (!response.ok) return null; const tokens = parseRefreshedTokens(await response.json().catch(() => null)); if (!tokens) return null; return { tokens, deviceId }; }
app/api/patient/[...path]/route.ts	10	async function proxy(request: NextRequest, context: Context) { const { path: parts } = await context.params; const path = `/${parts.map(encodeURIComponent).join("/")}`; if (!isAllowedPatientApiRequest(path, request.method)) return NextResponse.json({ message: "resource_not_found" }, { status: 404 }); const store = await cookies(); let token = store.get(authCookieNames.access)?.value; if (!token) return NextResponse.json({ message: "authentication_required" }, { status: 401 }); const headers = new Headers(); const target = `${path}${request.nextUrl.search}`; let upstream = await callPatientApi(target, { method: request.method, headers }, token); let rotated: Awaited<ReturnType<typeof refreshSession>> = null; if (upstream.status === 401) { rotated = await refreshSession(); if (rotated) { token = rotated.tokens.accessToken; upstream = await callPatientApi(target, { method: request.method, headers }, token); } } const response = await forwardApiResponse(upstream); if (rotated) setSessionCookies(response, rotated.tokens, rotated.deviceId); if (upstream.status === 401 && !rotated) clearSessionCookies(response); return response; }
app/api/appointments/book/route.ts	5	import { callPatientApi } from "@/lib/api/upstream";
app/api/appointments/book/route.ts	24	const upstream = await callPatientApi("/unified-bookings", { method: "POST", headers: { "content-type": "application/json", "idempotency-key": idempotencyKey, ...(deviceId ? { "x-device-id": deviceId } : {}) }, body: JSON.stringify(input.data) }, accessToken);
app/api/appointments/book/route.test.ts	3	const state = vi.hoisted(() => ({ callPatientApi: vi.fn(), cookieStore: { get: vi.fn() } }));
app/api/appointments/book/route.test.ts	4	vi.mock("@/lib/api/upstream", () => ({ callPatientApi: state.callPatientApi }));
app/api/appointments/book/route.test.ts	9	function request(body: unknown, headers: HeadersInit = {}) { return new Request("https://web.test/api/appointments/book", { method: "POST", headers: { "content-type": "application/json", "idempotency-key": "idempotency-test-123456", ...headers }, body: JSON.stringify(body) }); }
app/api/appointments/book/route.test.ts	13	beforeEach(() => { state.callPatientApi.mockReset(); state.cookieStore.get.mockImplementation((name: string) => name === "nabd_access" ? { value: "server-access" } : name === "nabd_device" ? { value: "device-1" } : undefined); });
app/api/appointments/book/route.test.ts	21	expect(state.callPatientApi).not.toHaveBeenCalled();
app/api/appointments/book/route.test.ts	24	state.callPatientApi.mockResolvedValue(new Response(JSON.stringify({ booking_id: "22222222-2222-4222-8222-222222222222", status: "pending_payment", patient_id: "must-not-leak" }), { status: 201 }));
app/api/appointments/book/route.test.ts	27	expect(state.callPatientApi).toHaveBeenCalledWith("/unified-bookings", expect.objectContaining({ headers: expect.objectContaining({ "idempotency-key": "idempotency-test-123456", "x-device-id": "device-1" }) }), "server-access");
app/api/appointments/book/route.test.ts	30	state.callPatientApi.mockResolvedValue(new Response(JSON.stringify({ message: "slot_taken" }), { status: 409 }));
app/api/appointments/[appointmentId]/payment-intent/route.ts	5	import { createPatientPaymentIntent } from "@/lib/api/payments-server";
app/api/appointments/[appointmentId]/payment-intent/route.ts	6	import { parsePaymentIntent } from "@/lib/api/payments";
app/api/appointments/[appointmentId]/payment-intent/route.test.ts	2	const state = vi.hoisted(() => ({ callPatientApi: vi.fn(), cookieStore: { get: vi.fn() } }));
app/api/appointments/[appointmentId]/payment-intent/route.test.ts	3	vi.mock("@/lib/api/upstream", () => ({ callPatientApi: state.callPatientApi }));
app/api/appointments/[appointmentId]/payment-intent/route.test.ts	8	function req(headers: HeadersInit = {}) { return new Request(`https://web.test/api/appointments/${id}/payment-intent`, { method: "POST", headers: { "idempotency-key": "payment-key-123456", ...headers } }); }
app/api/appointments/[appointmentId]/payment-intent/route.test.ts	10	beforeEach(() => { state.callPatientApi.mockReset(); state.cookieStore.get.mockImplementation((name: string) => name === "nabd_access" ? { value: "server-access" } : undefined); });
app/api/appointments/[appointmentId]/payment-intent/route.test.ts	15	expect(state.callPatientApi).not.toHaveBeenCalled();
app/api/appointments/[appointmentId]/payment-intent/route.test.ts	18	state.callPatientApi.mockResolvedValue(new Response(JSON.stringify({ id: "33333333-3333-4333-8333-333333333333", status: "pending", amount: 120, currency: "SAR", client_secret: "secret", patient_id: "private" }), { status: 201 }));
app/api/appointments/[appointmentId]/payment-intent/route.test.ts	21	expect(state.callPatientApi).toHaveBeenCalledWith("/payments/intent/consultation/22222222-2222-4222-8222-222222222222", expect.objectContaining({ method: "POST", headers: { "idempotency-key": "payment-key-123456" } }), "server-access");
app/api/appointments/[appointmentId]/payment-intent/route.test.ts	24	state.callPatientApi.mockResolvedValue(new Response(JSON.stringify({ message: "not_authorized" }), { status: 400 }));
app/api/appointments/[appointmentId]/cancel/route.ts	5	import { callPatientApi } from "@/lib/api/upstream";
app/api/appointments/[appointmentId]/cancel/route.ts	20	const upstream = await callPatientApi(`/unified-bookings/consultation/${appointmentId}/cancel`, { method: "POST", headers: { "content-type": "application/json", "idempotency-key": key }, body: JSON.stringify(input.data) }, token);
app/api/appointments/[appointmentId]/cancel/route.test.ts	3	vi.mock("@/lib/api/upstream",()=>({callPatientApi:state.call})); vi.mock("next/headers",()=>({cookies:async()=>state.cookies}));
app/api/appointments/[appointmentId]/cancel/route.test.ts	6	function req(headers:HeadersInit={},body:unknown={}){return new Request(`https://web.test/api/appointments/${id}/cancel`,{method:"POST",headers:{"content-type":"application/json","idempotency-key":"cancel-key-123456",...headers},body:JSON.stringify(body)})}
app/api/appointments/[appointmentId]/reschedule/route.ts	5	import { callPatientApi } from "@/lib/api/upstream";
app/api/appointments/[appointmentId]/reschedule/route.ts	20	const upstream = await callPatientApi(`/unified-bookings/consultation/${appointmentId}/reschedule`, { method: "POST", headers: { "content-type": "application/json", "idempotency-key": key }, body: JSON.stringify(parsed.data) }, token);
app/api/appointments/[appointmentId]/reschedule/route.test.ts	3	vi.mock("@/lib/api/upstream",()=>({callPatientApi:state.call})); vi.mock("next/headers",()=>({cookies:async()=>state.cookies}));
app/api/appointments/[appointmentId]/reschedule/route.test.ts	6	function req(headers:HeadersInit={},body:unknown={scheduled_at:"2030-01-01T10:00:00.000Z"}){return new Request(`https://web.test/api/appointments/${id}/reschedule`,{method:"POST",headers:{"content-type":"application/json","idempotency-key":"reschedule-key-123456",...headers},body:JSON.stringify(body)})}
app/api/appointments/[appointmentId]/call-token/route.ts	5	import { callPatientApi } from "@/lib/api/upstream";
app/api/appointments/[appointmentId]/call-token/route.ts	16	const upstream = await callPatientApi(`/unified-bookings/${appointmentId}/call-token`, { method: "GET" }, token);
app/api/appointments/[appointmentId]/call-token/route.test.ts	3	vi.mock("@/lib/api/upstream",()=>({callPatientApi:state.call})); vi.mock("next/headers",()=>({cookies:async()=>state.cookies}));
components-next/login-form.tsx	21	const response = await fetch("/api/auth/otp/request", { method: "POST", headers: { "content-type": "application/json" }, body: JSON.stringify({ identifier }) });
components-next/login-form.tsx	25	const verify = await fetch("/api/auth/otp/verify", { method: "POST", headers: { "content-type": "application/json" }, body: JSON.stringify({ identifier, code }) });
components-next/login-form.tsx	27	const exchange = await fetch("/api/auth/session/exchange", { method: "POST", headers: { "x-nabd-device-id": crypto.randomUUID() } });
components-next/login-form.tsx	31	const endpoint = twoFactor ? "/api/auth/verify-2fa" : "/api/auth/login";
components-next/session-actions.tsx	16	try { await fetch("/api/auth/logout", { method: "POST" }); }
components-next/appointment-booking-form.tsx	20	const response = await fetch("/api/appointments/book", { method: "POST", headers: { "content-type": "application/json", "idempotency-key": idempotency.current || crypto.randomUUID() }, body: JSON.stringify({ doctor_id: doctorId, type: serviceType, slot_id: selected, ...(notes.trim() ? { notes: notes.trim() } : {}) }) });
components-next/appointment-actions.tsx	12	async function cancel() { if (busy) return; setBusy(true); setError(null); try { const response = await fetch(`/api/appointments/${appointmentId}/cancel`, { method: "POST", headers: { "content-type": "application/json", "idempotency-key": key.current || crypto.randomUUID() }, body: JSON.stringify(reason.trim() ? { reason: reason.trim() } : {}) }); if (!response.ok) { setError(response.status === 409 ? t("cancelConflict") : t("cancelFailed")); return; } setOpen(false); router.refresh(); } catch { setError(t("cancelUnavailable")); } finally { setBusy(false); } }
components-next/appointment-reschedule-form.tsx	13	async function submit(){ if(busy)return; if(!scheduledAt){setError(labels.invalid);return;} setBusy(true);setError(null);try{const response=await fetch(`/api/appointments/${appointmentId}/reschedule`,{method:"POST",headers:{"content-type":"application/json","idempotency-key":key.current||crypto.randomUUID()},body:JSON.stringify({scheduled_at:new Date(scheduledAt).toISOString(),...(reason.trim()?{reason:reason.trim()}: {})})});if(!response.ok){setError(response.status===409?labels.conflict:labels.failed);return;}setOpen(false);router.refresh();}catch{setError(labels.unavailable)}finally{setBusy(false)}}
components-next/call-token-launcher.tsx	11	async function requestToken(){ if(state==="loading")return; setState("loading");setError(null);try{const response=await fetch(`/api/appointments/${appointmentId}/call-token`,{method:"GET",cache:"no-store",credentials:"same-origin"});const data=await response.json().catch(()=>null);if(!response.ok||!data?.token||data.provider!=="livekit"||!data.room){setState("error");setError(response.status===409?labels.notReady:labels.unavailable);return;}setCredential({provider:"livekit",token:data.token,room:data.room});setState("ready");}catch{setState("error");setError(labels.unavailable)}}
lib/api/appointments-server.test.ts	3	const callPatientApi = vi.hoisted(() => vi.fn());
lib/api/appointments-server.test.ts	4	vi.mock("@/lib/api/upstream", () => ({ callPatientApi }));
lib/api/appointments-server.test.ts	9	beforeEach(() => callPatientApi.mockReset());
lib/api/appointments-server.test.ts	13	callPatientApi.mockResolvedValue(response);
lib/api/appointments-server.test.ts	19	expect(callPatientApi).toHaveBeenNthCalledWith(1, "/care/appointments", {}, "server-access-token");
lib/api/appointments-server.test.ts	20	expect(callPatientApi).toHaveBeenNthCalledWith(2, "/care/appointments/91047ef2-ad36-422a-a184-629693e7c729", {}, "server-access-token");
lib/api/appointments-server.test.ts	21	expect(callPatientApi).toHaveBeenNthCalledWith(3, "/unified-bookings/consultation/91047ef2-ad36-422a-a184-629693e7c729", {}, "server-access-token");
lib/api/appointments-server.ts	1	import { callPatientApi } from "@/lib/api/upstream";
lib/api/appointments-server.ts	5	return callPatientApi("/care/appointments", {}, accessToken);
lib/api/appointments-server.ts	9	return callPatientApi(`/care/appointments/${appointmentId}`, {}, accessToken);
lib/api/appointments-server.ts	13	return callPatientApi(`/unified-bookings/consultation/${appointmentId}`, {}, accessToken);
lib/api/articles-server.ts	1	import { articleQuery, articleSlug } from "@/lib/api/articles";
lib/api/articles-server.ts	2	import { callPatientApi, patientApiUrl } from "@/lib/api/upstream";
lib/api/articles-server.ts	8	export async function getPublicArticles(query: { q?: string; category?: string; page?: number } = {}) {
lib/api/articles-server.ts	9	try { return await fetch(patientApiUrl(articleQuery(query)), { headers: { Accept: "application/json" }, cache: "force-cache" }); } catch { return null; }
lib/api/articles-server.ts	11	export async function getPublicArticleCategories() {
lib/api/articles-server.ts	12	try { return await fetch(patientApiUrl("/articles/categories"), { headers: { Accept: "application/json" }, cache: "force-cache" }); } catch { return null; }
lib/api/articles-server.ts	14	export async function getPublicArticle(slug: string) {
lib/api/articles-server.ts	16	try { return await fetch(patientApiUrl(publicArticlePath(`/articles/${slug}`)), { headers: { Accept: "application/json" }, cache: "force-cache" }); } catch { return null; }
lib/api/articles-server.ts	18	export function getPatientArticleBookmarks(accessToken: string) { return callPatientApi("/articles/bookmarks/mine", {}, accessToken); }
lib/api/breathing-server.ts	1	import { callPatientApi } from "@/lib/api/upstream";
lib/api/breathing-server.ts	2	export function getPatientBreathingHistory(accessToken:string){return callPatientApi("/mental-health/breathing",{},accessToken);}
lib/api/chat-server.test.ts	3	const callPatientApi = vi.hoisted(() => vi.fn());
lib/api/chat-server.test.ts	4	vi.mock("@/lib/api/upstream", () => ({ callPatientApi }));
lib/api/chat-server.test.ts	8	beforeEach(() => callPatientApi.mockReset());
lib/api/chat-server.test.ts	11	callPatientApi.mockResolvedValue(response);
lib/api/chat-server.test.ts	13	expect(callPatientApi).toHaveBeenCalledWith("/chat/threads", {}, "server-token");
lib/api/chat-server.ts	1	import { callPatientApi } from "@/lib/api/upstream";
lib/api/chat-server.ts	5	return callPatientApi("/chat/threads", {}, accessToken);
lib/api/chat-server.ts	9	return callPatientApi(`/chat/threads/${threadId}`, {}, accessToken);
lib/api/chat-server.ts	13	return callPatientApi(`/chat/threads/${threadId}/messages?limit=50`, {}, accessToken);
lib/api/chronic-meds-server.ts	1	import { callPatientApi } from "@/lib/api/upstream";
lib/api/chronic-meds-server.ts	2	export function getPatientChronicMedications(accessToken:string){return callPatientApi("/health/chronic-meds",{},accessToken);}
lib/api/chronic-server.ts	1	import { callPatientApi } from "@/lib/api/upstream";
lib/api/chronic-server.ts	2	export function getPatientChronicDiseases(accessToken:string){return callPatientApi("/health/chronic-diseases",{},accessToken);}
lib/api/claims-server.ts	1	import { callPatientApi } from "@/lib/api/upstream";
lib/api/claims-server.ts	4	return callPatientApi("/insurance/claims", {}, accessToken);
lib/api/crisis-contacts-server.ts	1	import { callPatientApi } from "@/lib/api/upstream";
lib/api/crisis-contacts-server.ts	2	export function getPatientCrisisContacts(accessToken:string){return callPatientApi("/mental-health/crisis-contacts",{},accessToken);}
lib/api/dashboard-server.ts	1	import { callPatientApi } from "@/lib/api/upstream";
lib/api/dashboard-server.ts	5	return callPatientApi("/users/me/profile", {}, accessToken);
lib/api/dashboard-server.ts	9	return callPatientApi("/home/upcoming-appointment", {}, accessToken);
lib/api/diagnostics-server.test.ts	3	const callPatientApi = vi.hoisted(() => vi.fn());
lib/api/diagnostics-server.test.ts	4	vi.mock("@/lib/api/upstream", () => ({ callPatientApi }));
lib/api/diagnostics-server.test.ts	9	beforeEach(() => callPatientApi.mockReset());
lib/api/diagnostics-server.test.ts	13	callPatientApi.mockResolvedValue(response);
lib/api/diagnostics-server.test.ts	16	expect(callPatientApi).toHaveBeenNthCalledWith(1, "/labs/bookings/mine", {}, "server-token");
lib/api/diagnostics-server.test.ts	17	expect(callPatientApi).toHaveBeenNthCalledWith(2, "/radiology/bookings/91047ef2-ad36-422a-a184-629693e7c729", {}, "server-token");
lib/api/diagnostics-server.ts	1	import type { DiagnosticDomain } from "@/lib/api/diagnostics";
lib/api/diagnostics-server.ts	2	import { callPatientApi } from "@/lib/api/upstream";
lib/api/diagnostics-server.ts	6	return callPatientApi(`/${domain}/bookings/mine`, {}, accessToken);
lib/api/diagnostics-server.ts	10	return callPatientApi(`/${domain}/bookings/${bookingId}`, {}, accessToken);
lib/api/emergency-contacts-server.ts	1	import { callPatientApi } from "@/lib/api/upstream";
lib/api/emergency-contacts-server.ts	2	export function getPatientEmergencyContacts(accessToken:string){return callPatientApi("/health/emergency-contacts",{},accessToken);}
lib/api/family-group-server.ts	1	import { callPatientApi } from "@/lib/api/upstream";
lib/api/family-group-server.ts	2	export function getPatientFamilyGroup(accessToken:string){return callPatientApi("/family/my-group",{},accessToken);}
lib/api/family-server.test.ts	3	const callPatientApi = vi.hoisted(() => vi.fn());
lib/api/family-server.test.ts	4	vi.mock("@/lib/api/upstream", () => ({ callPatientApi }));
lib/api/family-server.test.ts	8	beforeEach(() => callPatientApi.mockReset());
lib/api/family-server.test.ts	11	callPatientApi.mockResolvedValue(response);
lib/api/family-server.test.ts	13	expect(callPatientApi).toHaveBeenCalledWith("/family/members", {}, "server-token");
lib/api/family-server.ts	1	import { callPatientApi } from "@/lib/api/upstream";
lib/api/family-server.ts	5	return callPatientApi("/family/members", {}, accessToken);
lib/api/home-care-server.test.ts	3	const callPatientApi = vi.hoisted(() => vi.fn());
lib/api/home-care-server.test.ts	4	vi.mock("@/lib/api/upstream", () => ({ callPatientApi }));
lib/api/home-care-server.test.ts	9	beforeEach(() => callPatientApi.mockReset());
lib/api/home-care-server.test.ts	12	callPatientApi.mockResolvedValue(response);
lib/api/home-care-server.test.ts	14	expect(callPatientApi).toHaveBeenCalledWith("/home-care/bookings/my", {}, "server-token");
lib/api/home-care-server.ts	1	import { callPatientApi } from "@/lib/api/upstream";
lib/api/home-care-server.ts	5	return callPatientApi("/home-care/bookings/my", {}, accessToken);
lib/api/insurance-server.ts	1	import { callPatientApi } from "@/lib/api/upstream";
lib/api/insurance-server.ts	2	export function getPatientInsurancePolicy(accessToken: string) { return callPatientApi("/insurance/my-policy", {}, accessToken); }
lib/api/insurance-server.ts	3	export function getPatientInsuranceBenefits(accessToken: string) { return callPatientApi("/insurance/benefits-summary", {}, accessToken); }
lib/api/medicines-server.test.ts	3	const callPatientApi = vi.hoisted(() => vi.fn());
lib/api/medicines-server.test.ts	4	vi.mock("@/lib/api/upstream", () => ({ callPatientApi }));
lib/api/medicines-server.test.ts	9	beforeEach(() => callPatientApi.mockReset());
lib/api/medicines-server.test.ts	13	callPatientApi.mockResolvedValue(response);
lib/api/medicines-server.test.ts	18	expect(callPatientApi).toHaveBeenNthCalledWith(1, "/medicines?limit=24&page=1&q=query", {}, "server-token");
lib/api/medicines-server.test.ts	19	expect(callPatientApi).toHaveBeenNthCalledWith(2, "/medicines/91047ef2-ad36-422a-a184-629693e7c729/details", {}, "server-token");
lib/api/medicines-server.ts	1	import { medicineQuery } from "@/lib/api/medicines";
lib/api/medicines-server.ts	2	import { callPatientApi } from "@/lib/api/upstream";
lib/api/medicines-server.ts	6	return callPatientApi(medicineQuery(search), {}, accessToken);
lib/api/medicines-server.ts	10	return callPatientApi(`/medicines/${medicineId}/details`, {}, accessToken);
lib/api/meditation-server.ts	1	import { callPatientApi } from "@/lib/api/upstream";
lib/api/meditation-server.ts	2	export function getPatientMeditationHistory(accessToken:string){return callPatientApi("/mental-health/meditation",{},accessToken);}
lib/api/mental-health-server.ts	1	import { callPatientApi } from "@/lib/api/upstream";
lib/api/mental-health-server.ts	2	export function getPatientWellbeingDashboard(accessToken: string) { return callPatientApi("/mental-health/dashboard", {}, accessToken); }
lib/api/mood-server.ts	1	import { callPatientApi } from "@/lib/api/upstream";
lib/api/mood-server.ts	2	export function getPatientMoodHistory(accessToken:string){return callPatientApi("/mental-health/mood?days=30",{},accessToken);}
lib/api/notification-settings-server.ts	1	import { callPatientApi } from "@/lib/api/upstream";
lib/api/notification-settings-server.ts	5	return callPatientApi("/users/me/notification-settings", {}, accessToken);
lib/api/notifications-server.test.ts	3	const callPatientApi = vi.hoisted(() => vi.fn());
lib/api/notifications-server.test.ts	4	vi.mock("@/lib/api/upstream", () => ({ callPatientApi }));
lib/api/notifications-server.test.ts	8	beforeEach(() => callPatientApi.mockReset());
lib/api/notifications-server.test.ts	11	callPatientApi.mockResolvedValue(response);
lib/api/notifications-server.test.ts	13	expect(callPatientApi).toHaveBeenCalledWith("/notifications", {}, "server-token");
lib/api/notifications-server.ts	1	import { callPatientApi } from "@/lib/api/upstream";
lib/api/notifications-server.ts	5	return callPatientApi("/notifications", {}, accessToken);
lib/api/prescriptions-server.test.ts	3	const callPatientApi = vi.hoisted(() => vi.fn());
lib/api/prescriptions-server.test.ts	4	vi.mock("@/lib/api/upstream", () => ({ callPatientApi }));
lib/api/prescriptions-server.test.ts	8	beforeEach(() => callPatientApi.mockReset());
lib/api/prescriptions-server.test.ts	11	callPatientApi.mockResolvedValue(response);
lib/api/prescriptions-server.test.ts	13	expect(callPatientApi).toHaveBeenCalledWith("/prescriptions/mine", {}, "server-token");
lib/api/prescriptions-server.ts	1	import { callPatientApi } from "@/lib/api/upstream";
lib/api/prescriptions-server.ts	5	return callPatientApi("/prescriptions/mine", {}, accessToken);
lib/api/public-medicines-server.test.ts	2	import { getPublicMedicines } from "./public-medicines-server";
lib/api/public-medicines-server.test.ts	9	await expect(getPublicMedicines({ page: 1 })).resolves.toBeNull();
lib/api/public-medicines-server.ts	1	import { medicineQuery, parseMedicineId } from "@/lib/api/medicines";
