screen_id	mobile_route	domain	source_path	sha256	line_count	action_signal_lines	state_signal_lines	screen_review_status	cta_inventory_status	scenario_matrix_status	web_equivalent_status	contract_status	data_source_status	mock_placeholder_disposition	gap_disposition
PM-042	consultations/clinic-confirm	consultations	app/consultations/clinic-confirm.tsx	f12f8de2650cd84d925e48e7f66de91cc596548a3fa8e93f324468ac824e2acd	200	74,90,94,103,145,149,153,187	29,31,53,54,55,94,165,176,178,179	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-043	consultations/clinic-location	consultations	app/consultations/clinic-location.tsx	2c01120da741f0e7d9ee9941f92c3f3132acf7f545036422d7ac9d8cca889df4	110	55,94	19,44	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-044	consultations/clinic/[id]	consultations	app/consultations/clinic/[id].tsx	f9297f4d7a5e73637c42ad8747ff6ce9cf5fc9ac1a86a2ebfea80ac4029425d8	112	60,95	20,33	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-045	consultations/doctor-profile	consultations	app/consultations/doctor-profile.tsx	733368cdc728552c33ceb88ccd57ebec9279c407b6b451c07e502e0f4aa5dd7f	39	20,22	NONE	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-046	consultations/doctor-search	consultations	app/consultations/doctor-search.tsx	7306994dbce3ae1443f7fd9d3cba515436b05fc9b8695abdf3fdfe8905378d77	247	106,136,178,179,185	36,45,64,142	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-047	consultations/doctor/[id]	consultations	app/consultations/doctor/[id].tsx	3cca7a66d0e3bde604349b28a100f85587660867f9b0fe9668f7349d626b23dd	568	26,178,221,239,275,289,292,317,338,368,507,527,530,550	46,118,119,156,173,185,349,359,524	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-048	consultations/follow-up	consultations	app/consultations/follow-up.tsx	b70c204551cc70c4b0c8c5603252815c9db1bd09be581f93707a2982a9b72b77	209	74,86,87,147,184,192	33,77	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-049	consultations/home-visit-tracking	consultations	app/consultations/home-visit-tracking.tsx	ff6376027519af5abed1e210859a3f44a66489964f9d35702fa21913ee56220c	130	37,50,104,107	18,32,43	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-050	consultations/incoming-call	consultations	app/consultations/incoming-call.tsx	886853a264f20abe032edda938b7f636680c6246c2111e083e2a7c1284a0795e	162	54,95,100	47,53,61	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-051	consultations/offer/[id]	consultations	app/consultations/offer/[id].tsx	c5b964f782a7b227134183a14c9197ebfa1475c3dfe2cd05eeeee13260800673	14	12	2,3,4,5	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-052	consultations/post-call-rating	consultations	app/consultations/post-call-rating.tsx	86e59042c612168ae4784076ddb66c7a956ebd5dacb75a8acc76adb940dbf70c	143	47,59,77,112,124	25,125,127	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-053	consultations/prescription-from-doctor	consultations	app/consultations/prescription-from-doctor.tsx	9856162dc1912802c4804c7c8ace6e34daa574300f8a54d684675b021295ad56	391	63,82,87,147,220,229,230,285,326,335,344	31,63,93,325	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-054	consultations/share-report	consultations	app/consultations/share-report.tsx	267fa4146750d47dcf9b96ca468edba8e6e5e8d30d2f5789f0626ef9098a0a6b	263	111,151,161,227	46,56,137,226	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-055	consultations/specialty-select	consultations	app/consultations/specialty-select.tsx	cf4c31f5c0af14199dcb0b04e55056ad977d3e951780585906f5f502bf9603b8	132	55,75,85,86	NONE	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-056	consultations/summary	consultations	app/consultations/summary.tsx	751ea051db706a26f8b4b78665cfe7a74c0c15f3899901d4a9ce1da61f942df8	182	72,106,141,169	25,27,54,55,59	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-057	consultations/video-call	consultations	app/consultations/video-call.tsx	9be0057af1c131f2217ea22acec8e2159dd15e629d235901267389ba9fae8a3e	251	158,201,207,211	35,125,126,164	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-058	consultations/video/[id]	consultations	app/consultations/video/[id].tsx	bd03b73e7e3ee293f5bf096ec35b33f488fdf4e75d16b76e46caf6f2574faf60	9	7	NONE	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-059	consultations/virtual-waiting-room	consultations	app/consultations/virtual-waiting-room.tsx	05666fdd4d35d42e8f15760158df9e42a2aed36a95ac43dda9616dbeaebc842e	273	83,187,188	25,62	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-060	consultations/waiting-room	consultations	app/consultations/waiting-room.tsx	10526793f7fdf30c2fd0ae1d410d1e6c83ce48187ac2124e05f7d3dc6f8a5335	324	87,244	26,46	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-061	delivery/address-select	delivery	app/delivery/address-select.tsx	dcec21979ba59558dadac7f7e1039c433ada9069d95d3d69364c7cd180f7ec79	181	66,73,96,135,148	30,42,83	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-062	diagnostics/book-sample	diagnostics	app/diagnostics/book-sample.tsx	91b3e24e3f399b743a132571996129ebae210791c7da598d29315b8c97fe59fc	61	22,50	NONE	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-063	diagnostics/booking-confirm	diagnostics	app/diagnostics/booking-confirm.tsx	3d5459f0d8ea8ad79516c632a20a1ec186b1a42011dbfd4a59b5f46a22988ae3	7	5	3	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-064	diagnostics/booking-success	diagnostics	app/diagnostics/booking-success.tsx	1ff1bac23e34ee88aaaf59f644a67412d086866390303bd8af402a7386628c98	111	88,93	NONE	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-065	diagnostics/cart	diagnostics	app/diagnostics/cart.tsx	0c4812e364542484aa98ce0f0f7a323500ba84fa2323eb39da11048761f7c3ed	230	50,58,72,76,89,110,118,143,189,192	32	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-066	diagnostics/checkout	diagnostics	app/diagnostics/checkout.tsx	0442d363b5d78c6ee6bb92148b2909a07e64d71db551e5c78596a577c7986d6d	7	5	3	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-067	diagnostics/insurance-approval	diagnostics	app/diagnostics/insurance-approval.tsx	3317ed2fb333ffcfb1b768f43701c87efd054762a151b06ee14c692f67fa694e	288	122,181,239,240,250,258,259	56,84	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-068	diagnostics/insurance-upload	diagnostics	app/diagnostics/insurance-upload.tsx	fea1029240afa878585e6cd6362341880827c6b80df633c38bdeedfc3d558a2a	427	160,175,187,213,258,273,281,298,305,320,344,363,382,387,392	55,60,73,138,345,364,368	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-069	diagnostics/lab-comparison	diagnostics	app/diagnostics/lab-comparison.tsx	be6969d1332218956a3c235675a57a4a3e45b14afee04e991b3263e9a299699f	273	55,56,59,82,91,185	27,42,55,119,197	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-070	diagnostics/lab/[id]	diagnostics	app/diagnostics/lab/[id].tsx	74e9c7dcb803136279a4ef8f944de8afbe7fe0a033939d75d543312f5b919adb	187	55,69,105,136,154	22,34,35,43	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-071	diagnostics/my-results	diagnostics	app/diagnostics/my-results.tsx	83e331a3961dc9ffaf03da4f219516f9fa92ef83f43d648e71dacb2260bbbaf2	203	59,140	21,34,62,110,140	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-072	diagnostics/order/[id]	diagnostics	app/diagnostics/order/[id].tsx	72d16403e4e370024f2460b78f2007cade087a961e351a8736d3501724c30e98	311	57,78,98,138,191,206,216,266	21,22,56,61,62,76,84,92,105,106,107,180,187,188,190,191,212,216,224,250,258,273	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-073	diagnostics/orders	diagnostics	app/diagnostics/orders.tsx	5af2776c75b457e5175c7bb1089dbf64de21f89234725c0cd7489ef686029271	364	113,148,167,212,213	24,181,199,201,213,224,229,234,239,254,261,272,293	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-074	diagnostics/package-detail	diagnostics	app/diagnostics/package-detail.tsx	11aa30c1c77fd422fb393e0814faf1131fc2d1c6995e885175d6242ebeee0390	164	45,59,138	24,29,33	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
