screen_or_member	domain	role	static_actions_api_state_signals	backend/payment/journey_status	gap_or_required_test
src/pages/admin/sos-monitor.tsx	pharmacy/orders	ui/screen	"27: RESOLVED: 'تمت المعالجة', CANCELLED: 'ملغى', || 30: export default function SosMonitorPage() { || 77: const activeCount = cases.filter((c) => !['RESOLVED', 'CANCELLED'].includes(c.status || c.state || '')).length; || 90: <button onClick={() => load(true)} className=""px-4 py-2 bg-teal-600 hover:bg-teal-700 text-white rounded-lg text-sm font-medium"">تحديث الآن </button> || 98: <button onClick={() => load(true)} className=""mt-3 px-4 py-2 bg-red-600 text-white rounded-lg text-sm"">إعادة المحاولة</button> || 110: const isActive = !['RESOLVED', 'CANCELLED'].includes(st); || 138: href={`https://maps.google.com/?q=${lat},${lng}`} || 156: <button onClick={() => assign(c.id)} className=""px-4 py-2 bg-indigo-600 hover:bg-indigo-700 text-white rounded-lg text-sm font-bold""> || 169: <button onClick={() => resolve(c.id)} className=""flex-1 px-4 py-2 bg-green-600 hover:bg-green-700 text-white rounded-lg text-sm font-bold"">تأكيد إنهاء الحالة</button> || 170: <button onClick={() => { setResolvingId(null); setResolveNotes(''); }} className=""px-4 py-2 bg-slate-200 rounded-lg text-sm"">تراجع</button> || 174: <button onClick={() => setResolvingId(c.id)} className=""w-full px-4 py-2 bg-green-50 hover:bg-green-100 text-green-700 border border-green-200 rounded-lg text-sm font-bold transition-colors""> || 42: const data = await apiFetch('/emergency/active'); || 63: await apiFetch(`/emergency/${id}/assign`, { method: 'POST', body: JSON.stringify({ hospital_id }) }); || 70: await apiFetch(`/emergency/${id}/resolve`, { method: 'POST', body: JSON.stringify({ notes: resolveNotes }) }); || 34: const [lastRefresh, setLastRefresh] = useState<Date | null>(null); || 45: setLastRefresh(new Date()); || 88: {lastRefresh && <span className=""text-xs text-slate-400"">آخر تحديث: {lastRefresh.toLocaleTimeString('ar-SA-u-ca-gregory')} (تحديث تلقائي كل 10 ثوانٍ)</span>} || 1: import React, { useEffect, useState, useCallback } from 'react'; || 4: import EmptyIcon from '../../components/EmptyIcon'; || 15: status?: string; || 16: state?: string; || 25: const STATUS_AR: Record<string, string> = { || 27: RESOLVED: 'تمت المعالجة', CANCELLED: 'ملغى', || 31: const [cases, setCases] = useState<SosCase[]>([]);"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/pages/admin/commissions.tsx	pharmacy/orders	ui/screen	"19: export default function CommissionsPage() { || 51: <button onClick={load} className=""px-4 py-2 bg-teal-600 hover:bg-teal-700 text-white rounded-lg text-sm font-medium"">تحديث </button> || 30: apiFetch('/admin/finance/ledger/summary').catch(() => null), || 31: apiFetch('/admin/finance/commissions').catch(() => ({ data: [] })), || 7: * GET /admin/finance/ledger/summary (M3 finance core) · GET /admin/finance/commissions (legacy ledger) || 30: apiFetch('/admin/finance/ledger/summary').catch(() => null), || 31: apiFetch('/admin/finance/commissions').catch(() => ({ data: [] })), || 128: <td className=""p-3 font-mono"">{String(c.providerId || c.provider_id || '').slice(0, 10)}</td> || 1: import React, { useEffect, useState, useCallback } from 'react'; || 20: const [summary, setSummary] = useState<any>(null); || 21: const [legacy, setLegacy] = useState<any[]>([]); || 22: const [loading, setLoading] = useState(true); || 23: const [error, setError] = useState<string | null>(null); || 26: setLoading(true); || 27: setError(null); || 36: setError(e?.message || 'تعذر تحميل بيانات العمولات'); || 38: setLoading(false); || 54: {loading ? ( || 56: ) : error ? ( || 57: <div className=""bg-red-50 border border-red-200 rounded-2xl p-8 text-center text-red-700 font-bold"">{error}</div> || 44: const totalGross = (summary?.by_service || []).reduce((s: number, r: any) => s + (r.gross || 0), 0); || 60: {/* KPI cards */} || 64: <div className=""text-3xl font-black mt-2"">{summary?.total_commission ?? 0} ر.س</div> || 68: <div className=""text-3xl font-black mt-2 text-slate-900"">{Math.round(totalGross * 100) / 100} ر.س</div>"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/pages/admin/analytics.tsx	pharmacy/orders	ui/screen	12: export default function AnalyticsPage() { || 51: {stat('إلغاء الطلبات', overview?.order_cancellation_rate != null ? `${overview.order_cancellation_rate}%` : '—', 'text-red-600')} || 52: {stat('إلغاء المواعيد', overview?.appointment_cancellation_rate != null ? `${overview.appointment_cancellation_rate}%` : '—', 'text-red-600')} || 63: <button key={s.key} onClick={() => setSection(s.key)} || 19: apiFetch('/admin/analytics/overview').then(setOverview).catch(() => null); || 24: apiFetch(`/admin/analytics/${section}?limit=15`) || 19: apiFetch('/admin/analytics/overview').then(setOverview).catch(() => null); || 24: apiFetch(`/admin/analytics/${section}?limit=15`) || 1: import { useState, useEffect } from 'react'; || 7: { key: 'top-doctors', title: 'أكثر الأطباء مواعيداً', cols: ['الطبيب', 'المواعيد', 'المكتملة'], map: (x: any) => [x.doctor, x.appointments, x.completed] }, || 13: const [overview, setOverview] = useState<any>(null); || 14: const [section, setSection] = useState('top-searched'); || 15: const [rows, setRows] = useState<any[]>([]); || 16: const [loading, setLoading] = useState(true); || 23: setLoading(true); || 27: .finally(() => setLoading(false)); || 51: {stat('إلغاء الطلبات', overview?.order_cancellation_rate != null ? `${overview.order_cancellation_rate}%` : '—', 'text-red-600')} || 52: {stat('إلغاء المواعيد', overview?.appointment_cancellation_rate != null ? `${overview.appointment_cancellation_rate}%` : '—', 'text-red-600')} || 72: {loading ? ( || 44: {stat('المستخدمون', overview?.totals?.users)} || 45: {stat('الطلبات', overview?.totals?.orders)} || 46: {stat('المواعيد', overview?.totals?.appointments)} || 47: {stat('السلال', overview?.totals?.carts)} || 16: const [loading, setLoading] = useState(true);	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/pages/admin/pharmacy-procurement.tsx	pharmacy/orders	ui/screen	"7: * Pharmacies submit shortage lists (file/photo/manual basket) from the provider || 18: CANCELLED: { ar: 'ملغي', cls: 'bg-red-100 text-red-700' }, || 22: export default function PharmacyProcurementPage() { || 87: <button onClick={load} className=""px-4 py-2 bg-teal-600 hover:bg-teal-700 text-white rounded-lg font-bold text-sm"">تحديث</button> || 115: {r.uploaded_file_url && ( || 116: <a href={r.uploaded_file_url} target=""_blank"" rel=""noreferrer"" className=""text-teal-700 text-sm font-bold underline"">الملف المرفق</a> || 119: onClick={() => { setSelected(isOpen ? null : r); setItemPrices({}); }} || 166: <button onClick={issueQuote} disabled={busy} className=""bg-emerald-600 hover:bg-emerald-700 text-white font-bold px-6 py-2 rounded-lg disabled:opacity-50""> || 40: const res = await apiFetch('/admin/extended-operations/procurement/pending'); || 63: await apiFetch(`/admin/extended-operations/issue-quote/${selected._id || selected.id}`, { || 8: * app; admin reviews each request here, analyzes items, and issues a price || 11: * Backend: GET  /admin/extended-operations/procurement/pending || 12: *          PATCH /admin/extended-operations/issue-quote/:id || 15: PENDING_ADMIN_REVIEW: { ar: 'بانتظار مراجعة الإدارة', cls: 'bg-amber-100 text-amber-700' }, || 40: const res = await apiFetch('/admin/extended-operations/procurement/pending'); || 63: await apiFetch(`/admin/extended-operations/issue-quote/${selected._id || selected.id}`, { || 161: {r.status === 'PENDING_ADMIN_REVIEW' && ( || 1: import React, { useEffect, useState, useCallback } from 'react'; || 11: * Backend: GET  /admin/extended-operations/procurement/pending || 14: const STATUS_AR: Record<string, { ar: string; cls: string }> = { || 15: PENDING_ADMIN_REVIEW: { ar: 'بانتظار مراجعة الإدارة', cls: 'bg-amber-100 text-amber-700' }, || 17: APPROVED_BY_PHARMACY: { ar: 'قبلت الصيدلية العرض', cls: 'bg-green-100 text-green-700' }, || 18: CANCELLED: { ar: 'ملغي', cls: 'bg-red-100 text-red-700' }, || 19: COMPLETED: { ar: 'مكتمل', cls: 'bg-green-100 text-green-700' },"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/pages/admin/notification-center.tsx	pharmacy/orders	ui/screen	"14: export default function NotificationCenterPage() { || 19: const [page, setPage] = useState(1); || 38: apiFetch(`/admin/notification-center/campaigns?page=${page}&limit=15`).catch(() => ({ data: [] })), || 49: useEffect(() => { load(); }, [page]); || 60: ...(deepLink.trim() ? { deep_link: { route: deepLink.trim() } } : {}), || 85: const cancel = async (id: string) => { || 100: cancelled: 'bg-gray-100 text-gray-600', draft: 'bg-purple-100 text-purple-800', || 102: const labels: any = { sent: 'مُرسلة', scheduled: 'مجدولة', sending: 'جارٍ الإرسال', failed: 'فشلت', cancelled: 'ملغاة', draft: 'مسودة' }; || 175: <button onClick={send} disabled={sending} className=""bg-blue-600 text-white px-6 py-2 rounded font-bold hover:bg-blue-700 disabled:opacity-50""> || 178: <button onClick={runRetarget} className=""bg-amber-500 text-white px-4 py-2 rounded hover:bg-amber-600""> || 189: <button onClick={() => setPage(p => Math.max(1, p - 1))} className=""px-3 py-1 border rounded"">السابق</button> || 190: <span className=""px-2 py-1 text-sm"">{page}</span> || 36: apiFetch('/admin/notification-center/stats/overview').catch(() => null), || 37: apiFetch('/admin/notification-center/segments').catch(() => null), || 38: apiFetch(`/admin/notification-center/campaigns?page=${page}&limit=15`).catch(() => ({ data: [] })), || 64: await apiFetch('/admin/notification-center/campaigns', { method: 'POST', body: JSON.stringify(payload) }); || 67: await apiFetch('/admin/notification-center/broadcasts', { method: 'POST', body: JSON.stringify(payload) }); || 81: await apiFetch(`/admin/notification-center/campaigns/${id}/send`, { method: 'POST' }).catch(() => alert('فشل')); || 87: await apiFetch(`/admin/notification-center/campaigns/${id}`, { method: 'DELETE' }).catch(() => alert('فشل')); || 92: await apiFetch('/admin/notification-center/retarget/run', { method: 'POST' }).catch(() => null); || 161: <input value={deepLink} onChange={e => setDeepLink(e.target.value)} className=""w-full border rounded p-2"" placeholder=""/pharmacy/cart"" dir=""ltr"" /> || 8: { value: 'role:pharmacy', label: 'الصيدليات' }, || 9: { value: 'role:doctor', label: 'الأطباء' }, || 10: { value: 'role:driver', label: 'السائقون' },"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/pages/admin/legal-policies.tsx	pharmacy/orders	ui/screen	"4: export default function LegalPoliciesPage() { || 102: <button onClick={() => openEdit(p.key)} className=""mt-3 w-full bg-blue-600 text-white py-2 rounded-lg text-sm font-bold hover:bg-blue-700""> || 111: <div className=""fixed inset-0 bg-black/60 flex items-center justify-center z-50 p-8"" onClick={() => setEditing(null)}> || 112: <div className=""bg-white rounded-xl p-6 w-full max-w-3xl max-h-[85vh] overflow-auto"" onClick={e => e.stopPropagation()} dir=""rtl""> || 122: <button onClick={save} disabled={saving} className=""bg-teal-600 text-white px-6 py-2 rounded-lg font-bold disabled:opacity-50""> || 125: <button onClick={() => setEditing(null)} className=""bg-gray-100 px-6 py-2 rounded-lg"">إلغاء</button> || 13: apiFetch('/legal/policies').catch(() => []), || 14: apiFetch('/admin/finance/commissions').catch(() => null), || 22: const full = await apiFetch(`/legal/policy/${key}`).catch(() => null); || 29: await apiFetch(`/admin/legal/policy/${editing}`, { || 40: await apiFetch('/admin/finance/commissions', { method: 'PUT', body: JSON.stringify({ service_types: next }) }).catch(() => null); || 45: await apiFetch('/admin/finance/commissions', { method: 'PUT', body: JSON.stringify({ payout_schedule: { ...commissions.payout_schedule, minimum_payout_sar: value } }) }).catch(() => null); || 14: apiFetch('/admin/finance/commissions').catch(() => null), || 29: await apiFetch(`/admin/legal/policy/${editing}`, { || 31: body: JSON.stringify({ content_ar: editContent, change_note: 'admin edit from dashboard' }), || 40: await apiFetch('/admin/finance/commissions', { method: 'PUT', body: JSON.stringify({ service_types: next }) }).catch(() => null); || 45: await apiFetch('/admin/finance/commissions', { method: 'PUT', body: JSON.stringify({ payout_schedule: { ...commissions.payout_schedule, minimum_payout_sar: value } }) }).catch(() => null); || 1: import { useState, useEffect } from 'react'; || 5: const [policies, setPolicies] = useState<any[]>([]); || 6: const [commissions, setCommissions] = useState<any>(null); || 7: const [editing, setEditing] = useState<string | null>(null); || 8: const [editContent, setEditContent] = useState(''); || 9: const [saving, setSaving] = useState(false); || 45: await apiFetch('/admin/finance/commissions', { method: 'PUT', body: JSON.stringify({ payout_schedule: { ...commissions.payout_schedule, minimum_payout_sar: value } }) }).catch(() => null);"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/pages/admin/nursing-portal.tsx	pharmacy/orders	ui/screen	4: export default function NursingPortalPage() { || 61: onClick={() => handleAssignNurse(req.id || req._id)} || 15: const res = await apiFetch('/admin/nursing/requests'); || 29: await apiFetch(`/admin/nursing/requests/${requestId}/assign`, { || 15: const res = await apiFetch('/admin/nursing/requests'); || 29: await apiFetch(`/admin/nursing/requests/${requestId}/assign`, { || 1: import { useState, useEffect } from 'react'; || 5: const [requests, setRequests] = useState<any[]>([]); || 6: const [loading, setLoading] = useState(true); || 13: setLoading(true); || 18: console.error('Failed to fetch nursing requests:', err); || 21: setLoading(false); || 43: {loading ? ( || 55: <span className={`px-3 py-1 text-xs font-bold rounded-full ${req.status === 'ASSIGNED' ? 'bg-blue-100 text-blue-800' : 'bg-yellow-100 text-yellow-800'}`}> || 56: {req.status === 'ASSIGNED' ? 'تم التعيين' : 'في الانتظار'} || 6: const [loading, setLoading] = useState(true); || 13: setLoading(true); || 17: } catch (err) { || 18: console.error('Failed to fetch nursing requests:', err); || 21: setLoading(false); || 35: } catch (err) { || 43: {loading ? (	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/pages/admin/disputes.tsx	pharmacy/orders	ui/screen	12: status: 'PENDING' | 'RESOLVED_REFUND' | 'RESOLVED_REJECTED'; || 16: export default function DisputeResolutionPage() { || 44: const handleResolve = async (id: string, action: 'refund' | 'reject') => { || 48: await fetch(`${API_BASE}/api/v1/admin/authority/orders/${id}/force-cancel`, { || 56: alert(action === 'refund' ? 'تمت الموافقة على الاسترداد المالي وإغلاق النزاع' : 'تم رفض طلب النزاع وتأكيد العملية'); || 76: onClick={fetchDisputes} || 121: onClick={() => handleResolve(item.id, 'refund')} || 127: onClick={() => handleResolve(item.id, 'reject')} || 30: const res = await fetch(`${API_BASE}/api/v1/admin/disputes`, { || 48: await fetch(`${API_BASE}/api/v1/admin/authority/orders/${id}/force-cancel`, { || 29: const token = localStorage.getItem('admin_token'); || 30: const res = await fetch(`${API_BASE}/api/v1/admin/disputes`, { || 31: headers: { Authorization: `Bearer ${token}` } || 47: const token = localStorage.getItem('admin_token'); || 48: await fetch(`${API_BASE}/api/v1/admin/authority/orders/${id}/force-cancel`, { || 52: Authorization: `Bearer ${token}` || 54: body: JSON.stringify({ reason: `Admin dispute resolution: ${action}` }) || 1: import React, { useState, useEffect } from 'react'; || 3: import EmptyIcon from '../../components/EmptyIcon'; || 12: status: 'PENDING' | 'RESOLVED_REFUND' | 'RESOLVED_REJECTED'; || 17: const [disputes, setDisputes] = useState<DisputeItem[]>([]); || 18: const [loading, setLoading] = useState(true); || 19: const [selectedDispute, setSelectedDispute] = useState<DisputeItem | null>(null); || 27: setLoading(true);	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/pages/admin/provider-moderation.tsx	pharmacy/orders	ui/screen	"74: // pipeline the provider app submits to via POST /provider/settings/delta) || 180: <button className={`px-6 py-2 font-bold ${activeTab === 'onboarding' ? 'bg-teal-600 text-white' : 'text-gray-600 hover:bg-gray-50'}`} onClick={() => { setActiveTab('onboarding'); setSelectedDelta(null); }}> || 183: <button className={`px-6 py-2 font-bold ${activeTab === 'deltas' ? 'bg-teal-600 text-white' : 'text-gray-600 hover:bg-gray-50'}`} onClick={() => { setActiveTab('deltas'); setSelectedProvider(null); }}> || 197: <div key={p.id} onClick={() => setSelectedProvider(p)} className={`p-4 border rounded-lg cursor-pointer transition-all ${selectedProvider?.id === p.id ? 'border-teal-500 bg-teal-50 shadow-md' : 'border-gray-200 hover:border-teal-300'}`}> || 203: <div key={d.id} onClick={() => setSelectedDelta(d)} className={`p-4 border rounded-lg cursor-pointer transition-all ${selectedDelta?.id === d.id ? 'border-amber-500 bg-amber-50 shadow-md' : 'border-gray-200 hover:border-amber-300'}`}> || 236: <button onClick={() => handleApprove(selectedProvider.id)} className=""flex-1 bg-teal-600 hover:bg-teal-700 text-white font-bold py-3 rounded-lg shadow transition text-lg""> || 239: <button onClick={() => setIsModalOpen(true)} className=""flex-1 bg-red-100 hover:bg-red-200 text-red-700 font-bold py-3 rounded-lg shadow-sm border border-red-200 transition text-lg""> || 280: <button onClick={() => handleCommitDelta(selectedDelta.id)} className=""flex-1 bg-amber-500 hover:bg-amber-600 text-white font-bold py-3 rounded-lg shadow transition text-lg""> || 283: <button onClick={() => handleRejectDelta(selectedDelta.id)} className=""flex-1 bg-gray-100 hover:bg-gray-200 text-gray-700 font-bold py-3 rounded-lg shadow-sm border border-gray-300 transition text-lg""> || 309: <button onClick={handleSuspend} className=""flex-1 bg-red-600 text-white font-bold py-2 rounded"">تأكيد الإيقاف الحرج</button> || 310: <button onClick={() => setIsModalOpen(false)} className=""flex-1 bg-gray-200 text-gray-800 font-bold py-2 rounded"">تراجع</button> || 44: fetchWithAdminGuard(`${API_BASE}/api/v1/admin/providers/${selectedProvider.id}`) || 59: const providersRes = await fetchWithAdminGuard(`${API_BASE}/api/v1/admin/providers?status=pending&limit=100`); || 75: const deltasRes = await fetchWithAdminGuard(`${API_BASE}/api/v1/providers/provider-deltas`, { method: 'POST' }); || 100: const res = await fetchWithAdminGuard(`${API_BASE}/api/v1/admin/providers/${id}/approve`, { method: 'POST', body: JSON.stringify({}) }); || 118: const res = await fetchWithAdminGuard(`${API_BASE}/api/v1/admin/providers/${selectedProvider?.id}/suspend`, { || 140: const res = await fetchWithAdminGuard(`${API_BASE}/api/v1/providers/provider-deltas/${id}/approve`, { method: 'POST' }); || 157: const res = await fetchWithAdminGuard(`${API_BASE}/api/v1/providers/provider-deltas/${id}/reject`, { method: 'POST' }); || 301: <p className=""text-sm text-gray-600 mb-4"">هذا الإجراء سيقوم بقطع جلسات الـ Socket وإخفاء المزود فوراً من البحث.</p> || 2: import { fetchWithAdminGuard } from '@/utils/api'; || 19: providerId: string; || 44: fetchWithAdminGuard(`${API_BASE}/api/v1/admin/providers/${selectedProvider.id}`) || 59: const providersRes = await fetchWithAdminGuard(`${API_BASE}/api/v1/admin/providers?status=pending&limit=100`); || 66: type: i.provider_type || i.role || '—',"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/pages/admin/ambulance-fleet.tsx	pharmacy/orders	ui/screen	"98: <button key={t} onClick={() => setTab(t)} || 109: <button onClick={load} className=""px-4 py-2 bg-slate-900 text-white rounded-lg text-sm"">إعادة المحاولة</button> || 136: <a key={i} href={d} target=""_blank"" rel=""noreferrer"" className=""text-xs text-sky-600 underline"">مستند {i + 1}</a> || 146: <button onClick={() => approve(v)} disabled={busyId === v.id} || 150: <button onClick={() => { setRejectingId(rejectingId === v.id ? null : v.id); setRejectReason(''); }} || 162: <button onClick={() => reject(v)} disabled={busyId === v.id} || 41: const res = await fetchWithAdminGuard(`${API_BASE}/api/v1/admin/ambulance/fleet?status=${tab}`); || 58: const res = await fetchWithAdminGuard(`${API_BASE}/api/v1/admin/ambulance/fleet/${v.id}/approve`, { method: 'POST' }); || 73: const res = await fetchWithAdminGuard(`${API_BASE}/api/v1/admin/ambulance/fleet/${v.id}/reject`, { || 2: import { fetchWithAdminGuard } from '@/utils/api'; || 16: admin_notes?: string; || 41: const res = await fetchWithAdminGuard(`${API_BASE}/api/v1/admin/ambulance/fleet?status=${tab}`); || 58: const res = await fetchWithAdminGuard(`${API_BASE}/api/v1/admin/ambulance/fleet/${v.id}/approve`, { method: 'POST' }); || 73: const res = await fetchWithAdminGuard(`${API_BASE}/api/v1/admin/ambulance/fleet/${v.id}/reject`, { || 140: {v.status === 'rejected' && v.admin_notes && ( || 141: <p className=""text-xs text-rose-600 mt-2"">سبب الرفض: {v.admin_notes}</p> || 1: import React, { useState, useEffect, useCallback } from 'react'; || 15: status: 'pending' | 'approved' | 'rejected' | 'suspended'; || 21: const STATUS_LABELS: Record<string, { ar: string; cls: string }> = { || 22: pending: { ar: 'بانتظار المراجعة', cls: 'bg-amber-100 text-amber-800' }, || 23: approved: { ar: 'معتمدة', cls: 'bg-emerald-100 text-emerald-800' }, || 24: rejected: { ar: 'مرفوضة', cls: 'bg-rose-100 text-rose-800' }, || 30: const [tab, setTab] = useState<'pending' | 'approved' | 'rejected'>('pending'); || 31: const [vehicles, setVehicles] = useState<Vehicle[]>([]);"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/pages/admin/shortage-reports.tsx	pharmacy/orders	ui/screen	"11: export default function ShortageReportsPage() { || 16: const [page, setPage] = useState(1); || 23: const r = await apiFetch(`/medicines/admin/shortage-reports?status=${tab}&page=${page}&limit=20`); || 34: useEffect(() => { load(); }, [tab, page]); || 76: onClick={() => { setTab(t.key); setPage(1); }} || 120: onClick={() => act(r.id, 'approve')} || 127: onClick={() => act(r.id, 'reject')} || 137: onClick={() => clearBadge(r.medicine_id)} || 152: <button onClick={() => setPage(p => Math.max(1, p - 1))} className=""px-3 py-1 border rounded"">السابق</button> || 153: <span className=""px-2 py-1 text-sm"">{page}</span> || 154: <button onClick={() => setPage(p => p + 1)} className=""px-3 py-1 border rounded"">التالي</button> || 23: const r = await apiFetch(`/medicines/admin/shortage-reports?status=${tab}&page=${page}&limit=20`); || 40: await apiFetch(`/medicines/admin/shortage-reports/${reportId}/${action}`, { || 54: await apiFetch(`/medicines/admin/catalog/${medicineId}/clear-shortage-badge`, { method: 'POST' }).catch(() => alert('فشل')); || 23: const r = await apiFetch(`/medicines/admin/shortage-reports?status=${tab}&page=${page}&limit=20`); || 40: await apiFetch(`/medicines/admin/shortage-reports/${reportId}/${action}`, { || 54: await apiFetch(`/medicines/admin/catalog/${medicineId}/clear-shortage-badge`, { method: 'POST' }).catch(() => alert('فشل')); || 109: <div>{r.reporter_role || 'pharmacy'}</div> || 1: import { useState, useEffect } from 'react'; || 5: { key: 'pending', label: 'قيد الانتظار' }, || 6: { key: 'approved', label: 'معتمدة' }, || 7: { key: 'rejected', label: 'مرفوضة' }, || 12: const [tab, setTab] = useState('pending'); || 13: const [reports, setReports] = useState<any[]>([]);"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/pages/admin/dashboard.tsx	pharmacy/orders	ui/screen	"90: setLiveOrders(Array.isArray(cc?.live_bookings) ? cc.live_bookings : []); || 180: <tr key={`${o.kind}-${o.id || i}`} className=""hover:bg-teal-50 cursor-pointer"" onClick={() => { if (o.kind && o.id) window.location.href = `/admin/order-detail?kind=${encodeURIComponent(o.kind)}&id=${encodeURIComponent(o.id)}`; }}> || 216: <button key={index} onClick={() => setSelectedCluster(cluster)} className=""absolute flex flex-col items-center justify-center transform -translate-x-1/2 -translate-y-1/2 cursor-pointer"" style={{ left: `${cluster.coordinates?.[0] ?? 50}%`, t || 233: <div className=""fixed inset-0 z-50 bg-black/50 flex items-center justify-center p-4"" onClick={() => setSelectedCluster(null)}> || 234: <div className=""bg-white rounded-2xl p-6 max-w-md w-full space-y-4"" onClick={e => e.stopPropagation()}> || 237: <button onClick={() => setSelectedCluster(null)} className=""text-slate-400 hover:text-slate-700 text-xl leading-none"">✕</button> || 245: <button onClick={() => setSelectedCluster(null)} className=""w-full px-4 py-2 bg-teal-600 hover:bg-teal-700 text-white rounded-lg text-sm font-bold"">إغلاق</button> || 34: fetchWithAdminGuard(`${API_BASE}/api/v1/system-health/liveness`), || 35: fetchWithAdminGuard(`${API_BASE}/api/v1/system-health/readiness`) || 59: const heatRes = await fetchWithAdminGuard(`${API_BASE}/api/v1/nabd-extensions/admin/analytics/heatmaps`); || 87: const ccRes = await fetchWithAdminGuard(`${API_BASE}/api/v1/admin/command-center`); || 211: <div className=""text-slate-400"">لا توجد بيانات حرارية حالياً (انتظار اتصال Socket)</div> || 2: import { fetchWithAdminGuard } from '@/utils/api'; || 34: fetchWithAdminGuard(`${API_BASE}/api/v1/system-health/liveness`), || 35: fetchWithAdminGuard(`${API_BASE}/api/v1/system-health/readiness`) || 59: const heatRes = await fetchWithAdminGuard(`${API_BASE}/api/v1/nabd-extensions/admin/analytics/heatmaps`); || 87: const ccRes = await fetchWithAdminGuard(`${API_BASE}/api/v1/admin/command-center`); || 180: <tr key={`${o.kind}-${o.id || i}`} className=""hover:bg-teal-50 cursor-pointer"" onClick={() => { if (o.kind && o.id) window.location.href = `/admin/order-detail?kind=${encodeURIComponent(o.kind)}&id=${encodeURIComponent(o.id)}`; }}> || 1: import React, { useEffect, useState } from 'react'; || 5: status: 'ok' | 'error' | 'maintenance'; || 7: database: { status: 'up' | 'down' }; || 8: redis: { status: 'up' | 'down', memoryUsage: string }; || 9: containers: { status: 'up' | 'down', uptime: string }; || 22: const [healthData, setHealthData] = useState<HealthData | null>(null);"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
