requirement_id,route_or_surface,declared_plan_status,token_evidence_files,static_assessment,assessment_reason,plan_boundary,completion_definition
PM-013,(tabs)/consultations/index,COMPLETE_OR_REPLACE,patient-mobile/src/utils/insurance-catalog-contract.test.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,"Public doctor/slot discovery mounts an idempotent booking form, but price/payment/insurance/provider decision are not evidenced. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/CONSULTATION_BOOKING_DIAGNOSTICS_HOME_CARE_MANUAL_REVIEW_20",CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-015,(tabs)/health,COMPLETE_OR_REPLACE,patient-mobile/app/rn_screens.json;patient-mobile/app/(tabs)/index.tsx;patient-mobile/app/search/index.tsx;patient-mobile/app/profile/index.tsx;patient-mobile/app/services/index.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,"Authenticated vital summary and navigation exist; provenance, edit/import/share and clinical escalation are not evidenced. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/PHI_CONTENT_NOTIFICATIONS_CHAT_MENTAL_HEALTH_MANUAL_REVIEW_2026-0",CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-016,(tabs)/index,COMPLETE_OR_REPLACE,patient-mobile/app/rn_screens.json;patient-mobile/app/family/hub.tsx;patient-mobile/app/emergency/sos-active.tsx;patient-mobile/src/components/BottomNavBar.tsx;patient-mobile/src/hooks/usePushNotifications.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Protected navigation hub exists but does not prove Mobile tab aggregate behavior. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/FINAL_ONBOARDING_DIAGNOSTICS_HEALTH_ROOT_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-017,(tabs)/nursing,BUILD,patient-mobile/app/(tabs)/health.tsx;patient-mobile/app/(tabs)/services.tsx;patient-mobile/app/map/index.tsx;patient-mobile/app/voice/index.tsx;patient-mobile/app/services/index.tsx;patient-mobile/src/constants/index.ts;patient-mobile/src/components/BottomNavBar.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No nursing-specific Web service/profile/tracking workflow was located; home-care catalog does not evidence nursing booking/fulfillment. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/CONSULTATION_BOOKING_DIAGNOSTICS_HOME_CARE_MANUAL_RE,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-018,(tabs)/pharmacy,COMPLETE_OR_REPLACE,patient-mobile/app/rn_screens.json;patient-mobile/app/pharmacy/drug-not-found.tsx;patient-mobile/app/pharmacy/filters.tsx;patient-mobile/app/pharmacy/order-tracking.tsx;patient-mobile/app/pharmacy/reorder.tsx;patient-mobile/app/pharmacy/custom-item.tsx;patient-mobile/app/pharmacy/offers.tsx;patient-mobile/app/pharmacy/waiting-for-pharmacy.tsx;patient-mobile/app/health/actionable-order.tsx;patient-mobile/app/health/prescriptions.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,"Authenticated medicine discovery/search and detail handoff exist, but no pharmacy cart/offer/payment journey CTA is present. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/PHARMACY_CART_OFFERS_PAYMENT_ORDERS_MANUAL_REVIEW_2026-08-26.md",CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-061,delivery/address-select,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/(tabs)/diagnostics.tsx;patient-mobile/app/nursing/nurse-profile.tsx;patient-mobile/app/delivery/address-select.tsx;patient-mobile/app/consultations/book/[id].tsx;patient-mobile/src/config/deepLinks.ts;patient-mobile/src/utils/selectedAddress.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No corresponding localized Web discovery/payment/support surface or CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/GENERAL_DISCOVERY_PAYMENT_SUPPORT_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-014,(tabs)/diagnostics,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/(tabs)/index.tsx;patient-mobile/app/(tabs)/services.tsx;patient-mobile/app/voice/index.tsx;patient-mobile/app/diagnostics/checkout.tsx;patient-mobile/app/diagnostics/booking-confirm.tsx;patient-mobile/app/services/index.tsx;patient-mobile/src/constants/index.ts;patient-mobile/src/components/BottomNavBar.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,"Public labs discovery is static card/filter UI; no booking, payment, insurance, provider or result transition is evidenced. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/CONSULTATION_BOOKING_DIAGNOSTICS_HOME_CARE_MANUAL_REVIEW_2026-08",CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-062,diagnostics/book-sample,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/diagnostics/book-sample.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No Web diagnostic sample-booking creation surface or mutation handler was located in reviewed source. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/CONSULTATION_BOOKING_DIAGNOSTICS_HOME_CARE_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-063,diagnostics/booking-confirm,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/map/index.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No Web diagnostic booking confirmation surface or payment/insurance completion state was located. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/CONSULTATION_BOOKING_DIAGNOSTICS_HOME_CARE_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-064,diagnostics/booking-success,BUILD,,NOT_VERIFIABLE_STATIC,No exact route token found in available static source; absence is not proof of missing implementation.,No Web diagnostic booking success/receipt surface was located. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/CONSULTATION_BOOKING_DIAGNOSTICS_HOME_CARE_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-065,diagnostics/cart,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/(tabs)/diagnostics.tsx;patient-mobile/app/diagnostics/book-sample.tsx;patient-mobile/app/diagnostics/lab-comparison.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No Web diagnostic cart surface or diagnostic-cart mutation flow was located. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/CONSULTATION_BOOKING_DIAGNOSTICS_HOME_CARE_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-066,diagnostics/checkout,BUILD,patient-mobile/app/(tabs)/diagnostics.tsx;patient-mobile/app/diagnostics/cart.tsx;patient-mobile/app/diagnostics/insurance-approval.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No Web diagnostic checkout/payment surface or mutation handler was located. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/CONSULTATION_BOOKING_DIAGNOSTICS_HOME_CARE_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-067,diagnostics/insurance-approval,BUILD,patient-mobile/app/diagnostics/insurance-upload.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No Web diagnostic insurance-approval or co-pay decision surface was located. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/CONSULTATION_BOOKING_DIAGNOSTICS_HOME_CARE_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-068,diagnostics/insurance-upload,BUILD,patient-mobile/app/(tabs)/diagnostics.tsx;patient-mobile/src/utils/insurance-catalog-contract.test.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No Web diagnostic insurance-upload surface or associated mutation was located. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/CONSULTATION_BOOKING_DIAGNOSTICS_HOME_CARE_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-069,diagnostics/lab-comparison,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No diagnostic comparison route/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/FINAL_ONBOARDING_DIAGNOSTICS_HEALTH_ROOT_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-070,diagnostics/lab/[id],BUILD,,NOT_VERIFIABLE_STATIC,No exact route token found in available static source; absence is not proof of missing implementation.,Lab discovery cards are static and no Web lab-detail/booking route was located in reviewed source. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/CONSULTATION_BOOKING_DIAGNOSTICS_HOME_CARE_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-071,diagnostics/my-results,COMPLETE_OR_REPLACE,patient-mobile/app/rn_screens.json;patient-mobile/src/config/deepLinks.ts;patient-mobile/src/components/NotificationHandler.tsx;patient-mobile/src/hooks/usePushNotifications.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Diagnostic booking dashboard exposes state/schedule/report-ready badge only; no result content/download. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/FINAL_ONBOARDING_DIAGNOSTICS_HEALTH_ROOT_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-072,diagnostics/order/[id],COMPLETE_OR_REPLACE,patient-mobile/app/diagnostics/book.tsx;patient-mobile/app/diagnostics/my-results.tsx;patient-mobile/src/hooks/usePushNotifications.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Protected diagnostic booking read exists; no payment/insurance/cancel/result/provider workflow CTA is evidenced. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/CONSULTATION_BOOKING_DIAGNOSTICS_HOME_CARE_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-073,diagnostics/orders,COMPLETE_OR_REPLACE,patient-mobile/app/(tabs)/diagnostics.tsx;patient-mobile/app/diagnostics/sample-tracking.tsx;patient-mobile/app/diagnostics/technician-tracking.tsx;patient-mobile/app/diagnostics/booking-success.tsx;patient-mobile/app/orders/index.tsx;patient-mobile/src/components/NotificationHandler.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Diagnostic booking dashboard exposes read-only states; no order action workflow. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/FINAL_ONBOARDING_DIAGNOSTICS_HEALTH_ROOT_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-074,diagnostics/package-detail,COMPLETE_OR_REPLACE,patient-mobile/app/rn_screens.json;patient-mobile/app/(tabs)/diagnostics.tsx;patient-mobile/app/diagnostics/packages.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Public package detail is catalog-only with no booking/payment/insurance CTA. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/FINAL_ONBOARDING_DIAGNOSTICS_HEALTH_ROOT_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-075,diagnostics/packages,COMPLETE_OR_REPLACE,patient-web/app/[locale]/diagnostics/packages/page.tsx;patient-web/app/[locale]/diagnostics/packages/labs-packages-ssr.test.ts;patient-web/app/[locale]/diagnostics/packages/[packageId]/page.tsx;patient-mobile/app/rn_screens.json;patient-mobile/app/(tabs)/services.tsx;patient-mobile/app/(tabs)/diagnostics.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,"Public lab-package discovery/detail handoff exists but no booking, insurance, payment or confirmation transition is evidenced. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/CONSULTATION_BOOKING_DIAGNOSTICS_HOME_CARE_MANUAL_REVIEW_2026",CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-076,diagnostics/results-history,COMPLETE_OR_REPLACE,patient-mobile/app/rn_screens.json;patient-mobile/src/config/deepLinks.ts;patient-mobile/src/hooks/usePushNotifications.ts;backend/src/modules/notifications/notifications.service.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Diagnostic booking dashboard exposes report-ready badge only; no result-history/content/download. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/FINAL_ONBOARDING_DIAGNOSTICS_HEALTH_ROOT_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-077,diagnostics/sample-tracking,COMPLETE_OR_REPLACE,patient-mobile/app/rn_screens.json;patient-mobile/app/diagnostics/orders.tsx;patient-mobile/src/config/deepLinks.ts;patient-mobile/src/hooks/usePushNotifications.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Diagnostic status/schedule/location read exists; no sample/technician tracking state or communication CTA is evidenced. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/CONSULTATION_BOOKING_DIAGNOSTICS_HOME_CARE_MANUAL_REVIEW_2026-08-26.,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-078,diagnostics/search,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/health/actionable-order.tsx;patient-mobile/app/consultations/prescription-from-doctor.tsx;patient-mobile/app/s/[type]/[slug].tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Lab search/filter display exists but does not transition to diagnostic booking/payment/insurance flow. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/CONSULTATION_BOOKING_DIAGNOSTICS_HOME_CARE_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-079,diagnostics/technician-tracking,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No Web diagnostic technician-tracking surface was located in reviewed source. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/CONSULTATION_BOOKING_DIAGNOSTICS_HOME_CARE_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-080,diagnostics/test-detail,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/(tabs)/diagnostics.tsx;patient-mobile/app/search/index.tsx;patient-mobile/app/diagnostics/search.tsx;patient-mobile/app/diagnostics/lab/[id].tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No Web diagnostic test-detail/booking surface was located; labs cards have no detail link. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/CONSULTATION_BOOKING_DIAGNOSTICS_HOME_CARE_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-081,diagnostics/upload-rx,BUILD,,NOT_VERIFIABLE_STATIC,No exact route token found in available static source; absence is not proof of missing implementation.,No Web diagnostic referral/prescription upload surface or mutation was located. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/CONSULTATION_BOOKING_DIAGNOSTICS_HOME_CARE_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-082,drug-scanner/index,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/drug-scanner/index.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No corresponding localized Web discovery/payment/support surface or CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/GENERAL_DISCOVERY_PAYMENT_SUPPORT_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-083,emergency/index,BUILD,patient-mobile/app/rn_screens.json,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No localized Web emergency feature surface/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/AI_EMERGENCY_WALLET_LOYALTY_RETURNS_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-084,emergency/sos-active,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/emergency/sos-active.tsx;patient-mobile/app/emergency/sos.tsx;patient-mobile/src/components/NotificationHandler.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No localized Web emergency feature surface/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/AI_EMERGENCY_WALLET_LOYALTY_RETURNS_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-085,emergency/sos,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/(tabs)/index.tsx;patient-mobile/app/(tabs)/services.tsx;patient-mobile/app/family/emergency-contacts.tsx;patient-mobile/app/emergency/index.tsx;patient-mobile/app/emergency/sos-active.tsx;patient-mobile/app/emergency/tracking.tsx;patient-mobile/app/emergency/sos.tsx;patient-mobile/app/voice/index.tsx;patient-mobile/app/services/index.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No localized Web emergency feature surface/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/AI_EMERGENCY_WALLET_LOYALTY_RETURNS_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-086,emergency/tracking,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/emergency/tracking.tsx;patient-mobile/app/emergency/sos.tsx;patient-mobile/app/orders/index.tsx;patient-mobile/src/hooks/usePushNotifications.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No localized Web emergency feature surface/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/AI_EMERGENCY_WALLET_LOYALTY_RETURNS_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-087,family/calendar,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/health/family-hub.tsx;patient-mobile/app/family/hub.tsx;patient-mobile/app/family/calendar.tsx;patient-mobile/app/family/shared-calendar.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No family calendar or care-coordination action surface found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/FAMILY_MANAGEMENT_DELEGATION_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-088,family/chat,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/health/family-hub.tsx;patient-mobile/app/health/family-chat.tsx;patient-mobile/app/family/hub.tsx;patient-mobile/app/family/member-health.tsx;patient-mobile/app/family/chat.tsx;patient-mobile/src/config/deepLinks.ts;backend/src/modules/compat/compat.module.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No family-chat route or CTA found; family list is summary-only. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/FAMILY_MANAGEMENT_DELEGATION_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-089,family/emergency-contacts,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/health/family-hub.tsx;patient-mobile/app/family/hub.tsx;patient-mobile/app/family/emergency-contacts.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No family emergency contacts action surface found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/FAMILY_MANAGEMENT_DELEGATION_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-090,family/hub,COMPLETE_OR_REPLACE,patient-mobile/app/rn_screens.json;patient-mobile/app/family/hub.tsx;patient-mobile/src/hooks/usePushNotifications.ts;backend/src/modules/notifications/notifications.service.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,"Family surface is membership summary only, not a family hub workflow. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/FAMILY_MANAGEMENT_DELEGATION_MANUAL_REVIEW_2026-08-26.md",CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-091,family/index,COMPLETE_OR_REPLACE,patient-mobile/app/rn_screens.json,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,"Family surface is membership summary only, not a member-management workflow. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/FAMILY_MANAGEMENT_DELEGATION_MANUAL_REVIEW_2026-08-26.md",CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-092,family/invite,BUILD,patient-web/components-next/family-manage-panel.tsx;patient-web/app/api/family/invite/route.ts;patient-mobile/app/rn_screens.json;patient-mobile/app/health/family-hub.tsx;patient-mobile/app/health/add-family-member.tsx;patient-mobile/app/family/hub.tsx;patient-mobile/app/family/invite.tsx;patient-mobile/app/family/emergency-contacts.tsx;patient-mobile/app/family/scan.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No invite-member form or mutation exists in reviewed family source. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/FAMILY_MANAGEMENT_DELEGATION_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-093,family/join,BUILD,patient-web/components-next/family-manage-panel.tsx;patient-web/app/api/family/join/route.ts;patient-mobile/app/rn_screens.json;patient-mobile/app/health/family-hub.tsx;patient-mobile/app/family/hub.tsx;patient-mobile/app/family/join.tsx;patient-mobile/app/family/scan.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No family join/acceptance route or mutation exists in reviewed family source. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/FAMILY_MANAGEMENT_DELEGATION_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-094,family/member-health,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/health/family-hub.tsx;patient-mobile/app/health/family-member-detail.tsx;patient-mobile/app/family/hub.tsx;patient-mobile/app/search/index.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Family cards are non-linked summaries; no delegated health-detail surface found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/FAMILY_MANAGEMENT_DELEGATION_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-095,family/permission-request,BUILD,patient-mobile/app/rn_screens.json;backend/src/modules/notifications/notifications.service.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No family permission-request route or mutation exists in reviewed family source. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/FAMILY_MANAGEMENT_DELEGATION_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-096,family/permissions,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/health/family-hub.tsx;patient-mobile/app/family/permission-request.tsx;patient-mobile/app/family/hub.tsx;patient-mobile/app/family/permissions.tsx;patient-mobile/app/family/member-health.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No family permission grant/revoke management route exists in reviewed family source. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/FAMILY_MANAGEMENT_DELEGATION_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-097,family/scan,BUILD,patient-mobile/app/family/join.tsx;patient-mobile/app/family/scan.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No family QR/scan route or CTA exists in reviewed family source. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/FAMILY_MANAGEMENT_DELEGATION_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-098,family/shared-calendar,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/health/family-calendar.tsx;patient-mobile/app/family/shared-calendar.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No family shared-calendar action surface found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/FAMILY_MANAGEMENT_DELEGATION_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-099,health/actionable-order,BUILD,,NOT_VERIFIABLE_STATIC,No exact route token found in available static source; absence is not proof of missing implementation.,No health actionable-order surface found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/FINAL_ONBOARDING_DIAGNOSTICS_HEALTH_ROOT_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-100,health/add-family-member,BUILD,patient-mobile/app/rn_screens.json,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No add/invite-member form or mutation exists in reviewed family source. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/FAMILY_MANAGEMENT_DELEGATION_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-101,health/chronic-disease,COMPLETE_OR_REPLACE,patient-web/app/[locale]/health/page.tsx;patient-web/lib/api/chronic-server.ts;patient-web/lib/api/patient-allowlist.ts;patient-mobile/app/rn_screens.json;patient-mobile/app/health/chronic-disease.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Protected condition read exists but no add/edit/remove or clinical-review CTA is evidenced. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/HEALTH_READ_SUMMARIES_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
