commit,short_commit,timestamp,subject,narrative_claim_reference,changed_file_count,change_groups,changed_paths_with_status,static_status,review_boundary
20c6f2bc2334b4cc5bac655cfdecdbb87777d237,20c6f2b,2026-08-26T02:23:06+03:00,"feat(A7): command center v2 SSE controller + scheduled reports runner (cron, real aggregation compute, CSV attachment email via Resend/SES, run history)",YES,15,backend;backend+tests;root_or_other;shared_packages,A	backend/src/modules/admin-enterprise/admin-analytics.controller.ts;A	backend/src/modules/admin-enterprise/admin-cms.controller.ts;A	backend/src/modules/admin-enterprise/admin-coupons.controller.ts;A	backend/src/modules/admin-enterprise/admin-crm.controller.ts;M	backend/src/modules/admin-enterprise/admin-enterprise.module.ts;A	backend/src/modules/admin-enterprise/admin-ops.controller.ts;A	backend/src/modules/admin-enterprise/analytics-suite.service.ts;A	backend/src/modules/admin-enterprise/command-center-v2.controller.ts;A	backend/src/modules/admin-enterprise/scheduled-reports.runner.ts;M	backend/src/modules/mail/mail.module.ts;A	backend/test/a3-analytics.spec.ts;A	backend/test/a5-coupons.spec.ts;M	packages/shared-contracts/src/index.ts;A	packages/shared-contracts/src/provider-contracts.ts;A	provider,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
d537e9acda9849d8be9f71a6f664c69357302486,d537e9a,2026-08-26T02:32:35+03:00,feat(P2): provider contracts for 7 verticals + 9 governed endpoint DTOs + transition guard (7 unit gates green),YES,2,shared_packages;shared_packages+tests,A	packages/shared-contracts/src/__tests__/provider-contracts.spec.ts;M	packages/shared-contracts/src/provider-contracts.ts,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
4278728f3ebf9923de2286266740859bb87e5467,4278728,2026-08-26T10:25:26+03:00,fix(audit round): 5 real defects found on self-review,NO,5,backend,M	backend/src/modules/admin-enterprise/admin-enterprise.module.ts;M	backend/src/modules/admin-enterprise/admin-security.controller.ts;M	backend/src/modules/admin-enterprise/orders-console.service.ts;A	backend/src/modules/admin-enterprise/patient-gdpr.controller.ts;M	backend/src/modules/admin/admin.controller.ts,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
143c98db0661d39564df492ab4b6600fc498b36f,143c98d,2026-08-26T11:08:08+03:00,"feat(P3): 9 governed provider endpoints (insurance-decision, coverage-decision x3, CRM, referrals/mine, technicians roster, claims actions, reports/inbound, availability round-trip) + shifts PATCH/DELETE — e2e gate 13/13 on live server",YES,4,backend,A	backend/e2e/provider-production.js;M	backend/src/app.module.ts;M	backend/src/modules/facility-ops/facility-ops.module.ts;A	backend/src/modules/provider-production/provider-production.module.ts,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
f10ea7fe4dbe580832de7bca3f99ae22531c29f2,f10ea7f,2026-08-26T11:10:23+03:00,fix(J-review): hospital-staff ownership write path (strict-mode strip re-broke access) + review verdict with 5 mandatory follow-ups,YES,21,backend;backend+tests;documentation;patient_web;patient_web+tests,A	REVIEW_VERDICT.md;A	backend/e2e/package-lock.json;M	backend/package-lock.json;M	backend/package.json;M	backend/src/modules/hospital-staff/hospital-staff.module.ts;A	backend/test/a-enterprise.integration.e2e-spec.ts;M	patient-web/app/[locale]/chat/[threadId]/page.tsx;M	patient-web/app/[locale]/community/page.tsx;M	patient-web/app/[locale]/family/family-ssr.test.ts;M	patient-web/app/[locale]/family/page.tsx;M	patient-web/app/[locale]/pharmacy/offers/page.tsx;M	patient-web/app/api/ai/route.ts;M	patient-web/app/api/auth/session/route.ts;M	patient-web/app/api/drug-scanner/route.ts;A	patient-web/app/api/family/members/route.ts;M	patient-web/app/api/settings/route.ts;M	patient-web/components-next/family-manage-panel.tsx;A	patient-web/components-next/offer-select-button.tsx;M	patient-web/components-next/push-enable.tsx;M	patient-web/lib/api/chat.ts;M	patient-web/pnpm-lock.yaml,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
703053558a8c9464d4c9d6ff90ce0045f498bd18,7030535,2026-08-26T12:47:26+03:00,"test(enterprise): REAL integration gate 18/18 — boots AdminEnterpriseModule on in-memory Mongo, probes A1→A7 over HTTP",YES,12,backend;backend+tests;patient_web+tests,M	backend/src/common/permissions.ts;M	backend/src/common/rbac.ts;M	backend/src/modules/admin-enterprise/admin-security.controller.ts;M	backend/src/modules/auth/auth.service.spec.ts;M	backend/src/modules/auth/patient-web-auth.contract.spec.ts;M	backend/src/modules/insurance-engine/tests/insurance-flow.spec.ts;M	backend/src/modules/labs/labs.service.spec.ts;M	backend/src/modules/pharmacy/schemas/pharmacy.schema.ts;M	backend/src/modules/pharmacy/services/pharmacy-allocation.service.ts;M	backend/src/modules/pharmacy/services/pharmacy-orders-provider.service.ts;M	backend/test/a-enterprise.integration.e2e-spec.ts;D	patient-web/tests/express5-compatibility.test.ts,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
265a133d89c3b084151d801ac10e8cf77cc3d02e,265a133,2026-08-26T13:03:17+03:00,"feat(segments): dynamic audiences (plan E) — pure DSL→Mongo compiler with privacy fence, preview/count/members endpoints, audit; 6/6 unit tests",YES,5,backend;backend+tests,M	backend/src/modules/admin-enterprise/admin-enterprise.module.ts;A	backend/src/modules/admin-enterprise/admin-segments.controller.ts;A	backend/src/modules/admin-enterprise/segments.engine.ts;M	backend/src/modules/pharmacy/schemas/pharmacy.schema.ts;A	backend/test/a4-segments.spec.ts,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
5ab5beec72672834b6064e47e522e4e6a379c027,5ab5bee,2026-08-26T13:15:11+03:00,fix(web-security): bookings BFF idempotency + compare route CSRF gate,YES,3,patient_web,M	patient-web/app/api/bookings/[kind]/route.ts;M	patient-web/app/api/medicines/compare/route.ts;M	patient-web/components-next/service-booking-form.tsx,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
91cf09a316686988e4e4cceebcec1150263b3348,91cf09a,2026-08-26T13:16:17+03:00,test(web): align suites with fail-closed CSRF and I-wave1 indexing policy,YES,8,patient_web+tests,M	patient-web/app/[locale]/medicine-catalog/medicine-catalog-ssr.test.ts;M	patient-web/app/api/appointments/[appointmentId]/cancel/route.test.ts;M	patient-web/app/api/appointments/[appointmentId]/payment-intent/route.test.ts;M	patient-web/app/api/appointments/[appointmentId]/reschedule/route.test.ts;M	patient-web/app/api/appointments/book/route.test.ts;M	patient-web/app/api/auth/otp/otp-routes.test.ts;M	patient-web/app/seo.test.ts;M	patient-web/tests/proxy.test.ts,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
3b5218f4818072ecb9538944bd471e6c8e7cd518,3b5218f,2026-08-26T13:20:50+03:00,"docs: quality+security gate results — tsc/tests green both apps, audit fixes, explicit remaining decisions",YES,1,documentation,M	HANDOFF.md,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
c92a03bbc298b5266f832b97f1a215c3bf31b877,c92a03b,2026-08-26T13:25:08+03:00,"docs: admin session review verdict — approved, 4 GO-gate items remain",YES,7,backend;documentation;patient_web,A	REVIEW_VERDICT_ADMIN.md;A	backend/e2e/pharmacy-scenarios.js;M	backend/src/modules/pharmacy/services/pharmacy-allocation.service.ts;M	backend/src/modules/pharmacy/services/pharmacy-broadcast.service.ts;M	backend/src/modules/pharmacy_ops/pharmacy_ops.controller.ts;M	backend/src/modules/pharmacy_ops/pharmacy_ops.module.ts;M	patient-web/app/api/appointments/book/route.ts,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
c977233ed9c49d20e1765f640c7b08714d0be3dc,c977233,2026-08-26T13:58:42+03:00,feat(go-gate#3): wire seo_controls into robots()/sitemap() — blocked entity types vanish from sitemap and get explicit Disallow lines,YES,8,backend;backend+tests;documentation,M	REVIEW_VERDICT_ADMIN.md;M	backend/src/modules/admin-enterprise/admin-enterprise.module.ts;M	backend/src/modules/admin-enterprise/admin-ops.controller.ts;A	backend/src/modules/seo/seo-controls.util.ts;M	backend/src/modules/seo/seo.controller.ts;M	backend/src/modules/seo/seo.service.ts;M	backend/test/a-enterprise.integration.e2e-spec.ts;A	backend/test/go3-seo-controls.spec.ts,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
9502dd5ecfd65a95488e6c5fc5bfd52388815257,9502dd5,2026-08-26T14:11:38+03:00,feat(H+20): REST chat fanout to WS room + monthly health report endpoint,YES,3,backend,M	backend/src/modules/chat/chat.gateway.ts;M	backend/src/modules/health/health.controller.ts;M	backend/src/modules/health/health.service.ts,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
d53092e11e1c480f646201ff307ab0872773a34d,d53092e,2026-08-26T14:12:04+03:00,feat(H-web): chat realtime via socket.io + attachments end-to-end (parity #13 complete),YES,10,patient_web;patient_web+delivery_ops,M	patient-web/app/[locale]/chat/[threadId]/page.tsx;A	patient-web/app/api/chat/threads/[threadId]/media/route.ts;M	patient-web/app/api/chat/threads/[threadId]/messages/route.ts;A	patient-web/app/api/chat/threads/[threadId]/rt-token/route.ts;A	patient-web/app/api/media/[mediaId]/url/route.ts;M	patient-web/components-next/chat-composer.tsx;A	patient-web/components-next/chat-realtime.tsx;M	patient-web/package.json;M	patient-web/pnpm-lock.yaml;M	patient-web/proxy.ts,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
2af681b328ea0f867d0be17df045ebf4edc0baed,2af681b,2026-08-26T14:12:28+03:00,feat(F-web): security re-auth — password rotation + 2FA toggles (parity #28 complete),NO,3,patient_web,A	patient-web/app/[locale]/settings/security/page.tsx;A	patient-web/app/api/settings/security/route.ts;A	patient-web/components-next/security-forms.tsx,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
65cb86e64ad66525aaaa323f9990e4645cccc685,65cb86e,2026-08-26T14:13:18+03:00,feat(I-web): monthly report page + trends sparklines (parity #20/I completion),NO,3,patient_web,A	patient-web/app/[locale]/health/monthly-report/page.tsx;M	patient-web/app/[locale]/health/page.tsx;M	patient-web/app/[locale]/health/trends/page.tsx,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
7ba7501657cd7a5c8a4a83fa90b9fc3e148a391e,7ba7501,2026-08-26T14:14:31+03:00,"feat(P5-P7): vertical lifecycle gate 9/9 — lab sample chain→REPORTED+TAT, radiology coverage/report-phases with enum-valid mirror + secure storage, nursing geofence visit chain, ambulance dispatch→ledger; fixes radiology partial-approval mirror enum",YES,2,backend,A	backend/e2e/provider-verticals.js;M	backend/src/modules/provider-production/provider-production.module.ts,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
c1c14cbd20edfd1b4aa28d590dd5ed7afa31e14e,c1c14cb,2026-08-26T14:17:17+03:00,feat(G-web): server loyalty redeem-quote on pharmacy pay (G completion),YES,1,patient_web,M	patient-web/app/[locale]/pharmacy/pay/page.tsx,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
a56321cc3753e80fcc287c05a68a75ee97afde01,a56321c,2026-08-26T14:18:15+03:00,docs: completion batch recorded — parity #13/#28/#20/G fully closed; remaining = owner decision + gate J,YES,1,documentation,M	HANDOFF.md,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
0c97a2affe00caa5ba7535ae66336c46ad2d5c4b,0c97a2a,2026-08-26T14:25:20+03:00,"feat(P9): master gate runner — GO verdict across contracts(7), ZERO-MOCK+app-contracts(14), e2e P3(13)/P4(8)/P5-P7(9)",NO,1,backend,A	backend/e2e/run-all-gates.js,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
109fd89393ba99b8599760f5c7974364df5bfaff,109fd89,2026-08-26T14:26:34+03:00,"docs: PROVIDER_PRODUCTION_PLAN P1-P9 execution record — all gates green, structural fixes, run instructions",YES,1,documentation,M	HANDOFF.md,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
51a84c76a690f30baac8b4bb3df6ab575aad4520,51a84c7,2026-08-26T16:45:12+03:00,feat(go-gate#2): mail smoke tool — one command proves key+domain+CSV attachment over the production Resend→SES path,YES,2,backend;documentation,M	REVIEW_VERDICT_ADMIN.md;A	backend/scripts/mail-smoke.js,CHANGE_OBSERVED_NOT_RUNTIME_VERIFIED,"A commit and file diff exist; this does not prove wiring, authorization, tests, integration, or production behaviour."
