planning_id	evidence_class	allowed_for_build	workstream	severity	owner	status	source	summary	required_gate
RD-0026	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	diagnostics/homecare	P1	Backend	BLOCKED_BY_DECISION	docker-compose.yml:3–18;e2e/matrix.js:33–40,155–166,262–341,400–417;nabd_plus_patient_app/app/(tabs)/nursing.tsx:80–103;nabdah-backend/src/modules/home-care-compat/home-care-compat.module.ts:116–138,274–308;ocr_worker.py:23–28,51–60;scripts/publish-insurance-logo-assets.ts:42–46;scripts/publish-insurance-logo-assets.ts:43–46;src/modules/admin-command-center/admin-command-center.module.ts:62–66,125–143;src/modules/admin-web-core/controllers/admin-governance.controller.spec.ts:4–10;src/modules/admin-web-core/controllers/admin-governance.controller.ts:21–31;src/modules/care/schemas/encounter-referrals.schema.ts:24–28;src/modules/consistency/consistency.module.ts:111–120;src/modules/emergency/ambulance-fleet.controller.ts:20–22,42,57,71–80,125–142; src/modules/emergency/emergency.controller.ts:53–81;src/modules/home-care-compat/home-care-compat.controller.spec.ts:5–11,28–33;src/modules/home-care-compat/home-care-compat.module.ts:116–148;src/modules/home-care-compat/home-care-compat.module.ts:274–308;src/modules/home-care/controllers/home-care-tracking.controller.spec.ts:21–32;src/modules/home-care/controllers/home-care-tracking.controller.spec.ts:21–42;src/modules/home-care/controllers/home-care-tracking.controller.ts:99–105;src/modules/home-care/home-care.contract.spec.ts:17–43	Cross-cutting state/concurrency/idempotency control is inconsistent or not evidenced across the diagnostics/homecare surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0027	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	diagnostics/homecare	P2	Backend	BLOCKED_BY_DECISION	src/modules/api-security/api-security.module.ts:72–100	Cross-cutting ux/parity/completeness control is inconsistent or not evidenced across the diagnostics/homecare surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0028	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	insurance/payment	P1	Backend	BLOCKED_BY_DECISION	ENVIRONMENT.md:1–5;scripts/publish-insurance-logo-assets.ts:43–49;scripts/seed-insurance-companies.ts:4–13;src/contracts/insurance-openapi.contract.spec.ts:69–86;src/modules/compat/compat.module.ts:2–8,477–532,1111–1139;src/modules/insurance/insurance.module.ts:111–125,427–448;src/modules/users/user.insurance.controller.ts:13–46;src/modules/users/users.insurance.controller.ts:34–80;src/schemas/insurance.schema.ts:27–39,55–61;src/schemas/insurance.schema.ts:8–16,23–26,49–53;src/scripts/seed-insurance-companies.ts:31;src/scripts/seed-insurance-companies.ts:5–6,28–32;src/scripts/seed-insurance-companies.ts:8–19;todo.md:1063–1104	Cross-cutting catalog/provenance/publication control is inconsistent or not evidenced across the insurance/payment surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0029	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	insurance/payment	P1	Provider	BLOCKED_BY_DECISION	docker-compose.prod.yml:12–17; ENVIRONMENT.md:9–170;infra/fastapi/server.py:1327–1364;jest.boot.config.js:1–8;scripts/seed-insurance-companies.ts:12–14;src/modules/patient-ux/patient-ux.module.ts:131–138;src/schemas/ad-placement.schema.ts:12–25	Cross-cutting clinical/safety validation control is inconsistent or not evidenced across the insurance/payment surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0030	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	insurance/payment	P0	Backend	BLOCKED_BY_DECISION	ENVIRONMENT.md:29–90,143–170;NABDAH_PROJECT_REFERENCE.md:73–100,184–205,218–229;infra/fastapi/server.py:1191–1217;scripts/seed-loyalty.ts:1;src/config/openapi.config.ts:53–86;src/contracts/phase6-contracts.ts:62–83;src/health.controller.ts:33–56;src/modules/admin-web-core/admin-web-core.module.ts:22–39;src/modules/admin-web-core/admin-web-core.module.ts:24–49;src/modules/admin-web-core/controllers/admin-extended-operations.controller.ts:40–42;src/modules/approval-workflow/approval-workflow.module.ts:107–114;src/modules/billing/tests/billing-zatca.spec.ts:20–33;src/modules/billing/tests/billing-zatca.spec.ts:27–53;src/modules/billing/tests/billing-zatca.spec.ts:57–69;src/modules/business-rules/business-rules.module.ts:2–7,142–163;src/modules/drivers/repositories/order.repository.ts:8–13;src/modules/insurance-engine/insurance-engine.module.ts:266–289;src/modules/insurance-engine/insurance-engine.module.ts:365–421;src/modules/insurance-engine/insurance-engine.module.ts:495–517;src/modules/insurance/insurance.module.ts:175–210	Cross-cutting financial truth/settlement control is inconsistent or not evidenced across the insurance/payment surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0031	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	insurance/payment	P1	Provider	BLOCKED_BY_DECISION	docs/PATIENT_WEB_PUBLIC_DISCOVERY_HANDOFF.md:30–32;e2e/package.json:1;infra/fastapi/setup_server.sh:3–4,17–21;jest.boot.config.js:2–4;scripts/publish-insurance-logo-assets.ts:39–46;scripts/publish-insurance-logo-assets.ts:43–46;scripts/seed-insurance-companies.ts:12–14;scripts/seed-insurance-companies.ts:1–11;src/contracts/insurance-openapi.contract.spec.ts:15–40,42–91;src/modules/business-rules/business-rules.module.ts:59–61,72–80,136–138;src/modules/insurance/insurance.module.ts:16–17,227–251,499–510;src/modules/insurance/insurance.module.ts:182–190,212–224;src/modules/ops/metrics.interceptor.ts:5–10,24–25;src/modules/storage/storage.module.spec.ts:1–31;src/schemas/insurance.schema.ts:87–89;src/schemas/insurance.schema.ts:89–90;src/scripts/seed-insurance-companies.ts:24–31;src/scripts/verify-production.ts:12–22	Cross-cutting input/schema validation control is inconsistent or not evidenced across the insurance/payment surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0032	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	insurance/payment	P1	Backend	BLOCKED_BY_DECISION	src/modules/insurance-engine/insurance-engine.module.ts:33–67,280–287;src/modules/insurance/insurance.module.ts:363–365,493–496;src/modules/ops/ops.controller.ts:161–173;src/schemas/insurance.schema.ts:23–41,83–110;src/schemas/leave-request.schema.ts:12–19;src/scripts/seed-insurance-companies.ts:21–24,36–38	Cross-cutting observability/lifecycle control is inconsistent or not evidenced across the insurance/payment surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0033	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	insurance/payment	P1	Patient Mobile	BLOCKED_BY_DECISION	nabd_plus_patient_app/app/insurance/benefits-summary.tsx:19–29,56–65,61–121;nabd_plus_patient_app/app/insurance/policy-detail.tsx:23–39,66–120;semantic-evidence-mobile-insurance-benefits-summary.md;semantic-evidence-mobile-insurance-policy-detail.md;src/contracts/phase6-contracts.ts:37–50;src/modules/drivers/repositories/order.repository.ts:8–13;src/modules/insurance/insurance.module.ts:227–251;src/modules/legal/legal.module.ts:156–211;src/schemas/ad-placement.schema.ts:21–22;todo.md:1–36	Cross-cutting privacy/authorization control is inconsistent or not evidenced across the insurance/payment surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0034	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	insurance/payment	P0	Operations	BLOCKED_BY_DECISION	infra/fastapi/tests/conftest.py:9–13,23–28;scripts/publish-insurance-logo-assets.ts:39–51;scripts/seed-insurance-companies.ts:1–14;scripts/seed-insurance-companies.ts:4–10;src/config/websocket-cors.ts:1–15;src/modules/notifications/processors/mail.processor.ts:15–16;src/modules/workflow-engine/workflow-engine.module.ts:366–391,432–440;src/schemas/insurance.schema.ts:8,11,49–50,69–72;src/scripts/seed-insurance-companies.ts:21–25	Cross-cutting runtime/deployment evidence control is inconsistent or not evidenced across the insurance/payment surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0035	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	insurance/payment	P1	Patient Mobile	BLOCKED_BY_DECISION	NABDAH_PROJECT_REFERENCE.md:11–18;about.tsx;feedback.tsx;help.tsx;language.tsx;nabd_plus_patient_app/app/settings/data.tsx;nabd_plus_patient_app/app/settings/data.tsx:18–63,84–150;scripts/publish-insurance-logo-assets.ts:18,43–49;scripts/test-flow.js:67–68;semantic-evidence-mobile-data-management.md;src/app.module.ts:127,251;src/app.module.ts:262–264;src/contracts/insurance-openapi.contract.spec.ts:42–86;src/contracts/insurance-openapi.contract.spec.ts:69–85;src/contracts/insurance-openapi.contract.spec.ts:88–91;src/modules/admin-notification-center/admin-notification-center.module.ts:184–191;src/modules/admin-notification-center/admin-notification-center.module.ts:231–242;src/modules/billing/tests/billing-zatca.spec.ts:6–17;src/modules/event-reliability/event-reliability.module.ts:99–118;src/modules/insurance-engine/insurance-engine.module.ts:292–329	Cross-cutting state/concurrency/idempotency control is inconsistent or not evidenced across the insurance/payment surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0036	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	insurance/payment	P2	Backend	BLOCKED_BY_DECISION	src/contracts/insurance-openapi.contract.spec.ts:56–67;src/modules/billing/tests/billing-zatca.spec.ts:19–55	Cross-cutting ux/parity/completeness control is inconsistent or not evidenced across the insurance/payment surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0037	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	patient web/mobile parity	P2	Backend	BLOCKED_BY_DECISION	infra/fastapi/nestjs_proxy.py:40–47;src/main.ts:70–81;src/modules/nutrition/repositories/nutritionprofile.repository.ts:8–13;src/schemas/delivery.schema.ts:18	Cross-cutting catalog/provenance/publication control is inconsistent or not evidenced across the patient web/mobile parity surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0038	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	patient web/mobile parity	P1	Backend	BLOCKED_BY_EVIDENCE	infra/fastapi/ai_routes.py:53–57,118–154;scripts/seed-articles.ts:35–39;scripts/seed-loyalty.ts:20–62,68–109;src/modules/chat/chat.contract.spec.ts:1–102;src/modules/family/repositories/sharedcalendarevent.repository.ts:8–13;src/modules/mental-health/repositories/crisiscontact.repository.ts:8–13	Cross-cutting clinical/safety validation control is inconsistent or not evidenced across the patient web/mobile parity surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0039	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	patient web/mobile parity	P2	Provider	BLOCKED_BY_DECISION	src/modules/notifications/processors/mail.processor.ts:13–17	Cross-cutting financial truth/settlement control is inconsistent or not evidenced across the patient web/mobile parity surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0040	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	patient web/mobile parity	P0	Backend	READY_FOR_BUILD	infra/fastapi/ai_routes.py:161–180;infra/fastapi/server.py:93–113,134–145,169–186,582–640,1157–1188;src/modules/chat/chat.gateway.followup.spec.ts:14,28,39;src/modules/chat/chat.gateway.followup.spec.ts:1–45;src/modules/compat/compat-family-chat.spec.ts:19–33;src/modules/compat/compat-family-chat.spec.ts:35–38	Cross-cutting input/schema validation control is inconsistent or not evidenced across the patient web/mobile parity surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0041	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	patient web/mobile parity	P2	Backend	BLOCKED_BY_DECISION	infra/fastapi/server.py:768–805;src/modules/compat/compat-family-chat.spec.ts:25–38;src/schemas/hospital-operations.schema.ts:7–89;src/schemas/sla-log.schema.ts:7–25	Cross-cutting observability/lifecycle control is inconsistent or not evidenced across the patient web/mobile parity surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0042	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	patient web/mobile parity	P1	Backend	BLOCKED_BY_DECISION	ENVIRONMENT.md:107–118;app/[locale]/chat/[threadId]/page.tsx:11–12;app/[locale]/family/page.tsx:15–44;e2e/matrix.js:359–370;src/contracts/phase6-contracts.ts:3–8,21–83;src/modules/drivers/repositories/drivershift.repository.ts:8–13;src/modules/legal/legal.module.ts:174–178	Cross-cutting privacy/authorization control is inconsistent or not evidenced across the patient web/mobile parity surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0043	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	patient web/mobile parity	P2	Operations	BLOCKED_BY_DECISION	package.json:6–14;src/modules/chat/chat.gateway.followup.spec.ts:7–11,21–25,34–35;src/modules/drivers/repositories/delivery.repository.ts:8–13;src/modules/notifications/processors/mail.processor.ts:9–13	Cross-cutting runtime/deployment evidence control is inconsistent or not evidenced across the patient web/mobile parity surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0044	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	patient web/mobile parity	P0	Operations	BLOCKED_BY_DECISION	NABDAH_PROJECT_REFERENCE.md:15,49,257–283;app/[locale]/notifications/settings/page.tsx:18–31;docs/PATIENT_WEB_PUBLIC_DISCOVERY_HANDOFF.md:38–41;infra/fastapi/import_etl_products.py:188–198;src/common/validators/password.validator.ts:3–27;src/config/openapi.config.ts:36–45,53–86;src/modules/chat/chat.contract.spec.ts:17–24,39–49;src/modules/chat/chat.contract.spec.ts:70–85;src/modules/chat/chat.contract.spec.ts:99–101;src/modules/chat/chat.contract.spec.ts:9–29;src/modules/chat/chat.gateway.followup.spec.ts:5–44;src/modules/compat/compat-family-chat.spec.ts:25–38;src/modules/compat/compat-family-chat.spec.ts:35–38;src/modules/health/health.controller.ts:50–93, 111–123;src/modules/media/media.schema.ts:8–23;src/modules/socket/socket.gateway.ts:6–45;src/schemas/nutrition.schema.ts:31–79;src/schemas/patient-crm-tag.schema.ts:22–26;src/schemas/treatment-program.schema.ts:21–25;todo.md:621–632,657–672	Cross-cutting state/concurrency/idempotency control is inconsistent or not evidenced across the patient web/mobile parity surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0045	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	patient web/mobile parity	P1	Backend	BLOCKED_BY_DECISION	NABDAH_PROJECT_REFERENCE.md:59–69,285–1800;NABDAH_PROJECT_REFERENCE.md:67–71,154–156;app/api/patient/[...path]/route.ts;infra/fastapi/ai_routes.py:179–184;lib/api/patient-allowlist.ts:46–48;src/common/redis-cache.interceptor.ts:10–35;src/contracts/phase6-contracts.spec.ts:17–21;src/contracts/phase6-contracts.ts:74–83;src/modules/legal/legal.module.ts:48–61;test/app.boot.e2e-spec.ts:31–34;todo.md:1026–1029	Cross-cutting ux/parity/completeness control is inconsistent or not evidenced across the patient web/mobile parity surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0046	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	pharmacy offers+settlement	P1	Backend	BLOCKED_BY_DECISION	scripts/seed-loyalty.ts:124–129;src/modules/cart/cart.module.ts:183–195;src/modules/payouts/provider-payouts.controller.spec.ts:16,25–49;src/modules/provider-ops/provider-ops.module.ts:381–400;src/schemas/inventory.schema.ts:8–19;src/schemas/pharmacy-chat.schema.ts:16–25;src/schemas/pharmacy-inventory.schema.ts:8–9,18	Cross-cutting catalog/provenance/publication control is inconsistent or not evidenced across the pharmacy offers+settlement surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0047	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	pharmacy offers+settlement	P0	Backend	BLOCKED_BY_DECISION	app/[locale]/prescriptions/page.tsx:13–43;ocr_worker.py:31–45;src/contracts/mongoose-indexes.contract.spec.ts:1–2,9–20;src/modules/home-care/home-care.seed.ts:25–45,49–91,128–138;src/modules/home-care/schemas/medical-supply-request.schema.ts:14–24;src/schemas/drug-rejection-log.schema.ts:9–16;src/schemas/inventory.schema.ts:14–15;src/schemas/lab.schema.ts:107,116,120–123;src/schemas/pharmacy-inventory.schema.ts:13	Cross-cutting clinical/safety validation control is inconsistent or not evidenced across the pharmacy offers+settlement surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0048	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	pharmacy offers+settlement	P0	Patient Mobile	BLOCKED_BY_DECISION	e2e/matrix.js:437–455;e2e/matrix.js:49–465;e2e/matrix2.js:31–102,190–199,280–290,423–426;infra/fastapi/server.py:428–466,536–579;infra/fastapi/server.py:703–739;infra/fastapi/server.py:948–963;nabd_plus_patient_app/app/wallet/cards.tsx:31–117,327–376;scripts/seed-loyalty.ts:66–110;scripts/test-extensions.ts:161–207,279–285;semantic-evidence-mobile-wallet-cards.md;semantic-evidence-mobile-wallet-transfer.md;src/contracts/insurance-openapi.contract.spec.ts:69–86;src/modules/admin-governance/admin-governance.module.ts:301–335;src/modules/admin-web-core/schemas/heatmap-data.schema.ts:20–21;src/modules/analytics/analytics.module.ts:69–83,109–116;src/modules/billing/billing.module.ts:27–43,90–120,123–129;src/modules/billing/tests/billing-zatca.spec.ts:57–69;src/modules/booking-flow/booking-flow.module.ts:202–229;src/modules/booking-ops/booking-ops.module.ts:106–120;src/modules/care/tests/appointments-states.spec.ts:100–147	Cross-cutting financial truth/settlement control is inconsistent or not evidenced across the pharmacy offers+settlement surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0049	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	pharmacy offers+settlement	P2	Backend	BLOCKED_BY_DECISION	infra/fastapi/requirements.txt:1–29;scripts/seed-loyalty.ts:15–17,18–111,124–129;src/modules/cart/cart.contract.spec.ts:47–66;src/modules/cart/cart.module.ts:23–36,62–75;src/modules/ops/ops.controller.ts:96–115,123–135;src/modules/seed/repositories/pharmacyinventory.repository.ts:8–13;src/schemas/inventory.schema.ts:10–11;src/schemas/return-request.schema.ts:8–15	Cross-cutting input/schema validation control is inconsistent or not evidenced across the pharmacy offers+settlement surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0050	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	pharmacy offers+settlement	P2	Backend	READY_FOR_BUILD	src/schemas/inventory.schema.ts:5–15;src/schemas/pharmacy-inventory.schema.ts:5–13	Cross-cutting observability/lifecycle control is inconsistent or not evidenced across the pharmacy offers+settlement surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0051	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	pharmacy offers+settlement	P0	Provider	BLOCKED_BY_DECISION	:152–171, 184–187;NABDAH_PROJECT_REFERENCE.md:89–100;NursingDashboard.tsx:80–160,226–232,356–678;NursingFieldOps.tsx;e2e/matrix2.js:279–299,333–369,387–442,465–510;nabd-patient-web/app/[locale]/cart/page.tsx:14–33;nabd_plus_patient_app/app/returns/detail.tsx:53–74,93–112,152–164;nabd_plus_patient_app/app/wallet/topup.tsx;scripts/test-extensions.ts:70–146;semantic-evidence-mobile-returns-detail.md;semantic-evidence-mobile-wallet-topup.md;semantic-evidence-mobile-wallet-transactions.md;semantic-evidence-web-cart.md;src/modules/admin-notification-center/admin-notification-center.module.ts:283–329;src/modules/payouts/provider-payouts.controller.spec.ts:42–49;src/modules/provider-ops/provider-ops.module.ts:446–504,629–632;transactions.tsx	Cross-cutting privacy/authorization control is inconsistent or not evidenced across the pharmacy offers+settlement surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0052	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	pharmacy offers+settlement	P2	Backend	BLOCKED_BY_EVIDENCE	src/modules/seed/repositories/pharmacyinventory.repository.ts:8–13;src/modules/seed/seed.module.ts:23–31	Cross-cutting runtime/deployment evidence control is inconsistent or not evidenced across the pharmacy offers+settlement surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0053	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	pharmacy offers+settlement	P1	Backend	BLOCKED_BY_DECISION	scripts/test-flow.js:8–28;scripts/test-flow.js:9–22,38–65;src/config/openapi.config.ts:83–85;src/modules/admin-command-center/admin-command-center.module.ts:68–77;src/modules/cart/cart.contract.spec.ts:21–30,47–63;src/modules/cart/cart.contract.spec.ts:47–66;src/modules/cart/cart.module.ts:190–202;src/modules/cart/cart.module.ts:206–226;src/modules/home-care-compat/home-care-compat.module.ts:215–224;src/modules/payouts/provider-payouts.controller.ts:45–56;src/modules/unified-bookings/unified-bookings.module.ts:116–160,304–395,399–429;src/modules/workflow-engine/workflow-engine.module.spec.ts:5–7;src/schemas/inventory.schema.ts:10–11,19;src/schemas/inventory.schema.ts:19;src/schemas/pharmacy-chat.schema.ts:23–24;src/schemas/pharmacy-chat.schema.ts:7–12;src/schemas/pharmacy-inventory.schema.ts:11;src/schemas/pharmacy-inventory.schema.ts:18;src/schemas/promotion-campaign.schema.ts:8–40	Cross-cutting state/concurrency/idempotency control is inconsistent or not evidenced across the pharmacy offers+settlement surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0054	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	platform/identity/audit	P0	Backend	BLOCKED_BY_DECISION	Dockerfile:8–14;ENVIRONMENT.md:13–27;ENVIRONMENT.md:1–171;ENVIRONMENT.md:74–79;NABDAH_PROJECT_REFERENCE.md:23–30,239–251;NABDAH_PROJECT_REFERENCE.md:7–9,207–216;PKG;audit-artifacts/phase0b-backend/semantic-evidence-admin-audit-log-schema.md;audit-artifacts/phase0b-backend/semantic-evidence-audit-log-schema.md;audit-artifacts/phase0b-backend/semantic-evidence-fraud-alert-duplicate-schemas.md;audit-artifacts/phase0b-backend/semantic-evidence-medicines-controller.md;docs/PATIENT_WEB_PUBLIC_DISCOVERY_HANDOFF.md:5–19;infra/fastapi/import_etl_products.py:13–17,70–79;infra/fastapi/requirements.txt:3,5,8,12–13,22–26;infra/fastapi/seed_dev.py:515–533;infra/fastapi/setup_server.sh:1–78;infra/fastapi/setup_server.sh:58;infra/livekit.yaml:1–32;infra/turnserver.conf:1–29;infra/turnserver.conf:5–8	Cross-cutting catalog/provenance/publication control is inconsistent or not evidenced across the platform/identity/audit surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
