surface	source_path	line	signal	snippet	classification	required_disposition
patient-mobile	src/components/ProductImage.tsx	11	placeholder	*   ✔ placeholder (blurred box + pill icon while loading)	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-mobile	src/components/ProductImage.tsx	50	placeholder	placeholder={{ blurhash: 'LGF5]+Yk^6#M@-5c,1J5@[or[Q6.' }}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-mobile	src/components/ui.tsx	450	placeholder	placeholder?: string;	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-mobile	src/components/ui.tsx	463	placeholder	value, onChangeText, placeholder, icon, iconRight, onIconRightPress,	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-mobile	src/components/ui.tsx	467	placeholder	const translatedPlaceholder = autoTranslate(placeholder, lang);	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-mobile	src/components/ui.tsx	489	placeholder	placeholder={translatedPlaceholder}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-mobile	src/components/ScreenStates.tsx	10	fake	* silently swallowed behind static fake data. Wrap any data-driven screen:	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-mobile	src/components/animations.tsx	69	placeholder	// Shimmer Loading Placeholder	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	template.json	12	todo	"""drizzle/schema.ts"": ""import { int, mysqlEnum, mysqlTable, text, timestamp, varchar } from \""drizzle-orm/mysql-core\"";\n\n/**\n * Core user table backing auth flow.\n * Extend this file with additional tables as your product grows.\n * Columns use camelCase to match both database fields and generated types.\n */\nexport const users = mysqlTable(\""users\"", {\n  /**\n   * Surrogate primary key. Auto-incremented numeric value managed by the database.\n   * Use this for relations between tables.\n  "	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	template.json	13	todo	"""server/db.ts"": ""import { eq } from \""drizzle-orm\"";\nimport { drizzle } from \""drizzle-orm/mysql2\"";\nimport { InsertUser, users } from \""../drizzle/schema\"";\nimport { ENV } from './_core/env';\n\nlet _db: ReturnType<typeof drizzle> | null = null;\n\n// Lazily create the drizzle instance so local tooling can run without a DB.\nexport async function getDb() {\n  if (!_db && process.env.DATABASE_URL) {\n    try {\n      _db = drizzle(process.env.DATABASE_URL);\n    } catch (error) {\n      conso"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	template.json	14	todo	"""server/routers.ts"": ""import { COOKIE_NAME } from \""@shared/const\"";\nimport { getSessionCookieOptions } from \""./_core/cookies\"";\nimport { systemRouter } from \""./_core/systemRouter\"";\nimport { publicProcedure, router } from \""./_core/trpc\"";\n\nexport const appRouter = router({\n    // if you need to use socket.io, read and register route in server/_core/index.ts, all api should start with '/api/' so that the gateway can route correctly\n  system: systemRouter,\n  auth: router({\n    me: pub"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	template.json	19	sample	"""server/auth.logout.test.ts"": ""import { describe, expect, it } from \""vitest\"";\nimport { appRouter } from \""./routers\"";\nimport { COOKIE_NAME } from \""../shared/const\"";\nimport type { TrpcContext } from \""./_core/context\"";\n\ntype CookieCall = {\n  name: string;\n  options: Record<string, unknown>;\n};\n\ntype AuthenticatedUser = NonNullable<TrpcContext[\""user\""]>;\n\nfunction createAuthContext(): { ctx: TrpcContext; clearedCookies: CookieCall[] } {\n  const clearedCookies: CookieCall[] = []"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	client/src/pages/ComponentShowcase.tsx	190	demo	// AI ChatBox demo state	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	client/src/pages/ComponentShowcase.tsx	222	demo	"content: `This is a **demo response**. In a real app, you would call a tRPC mutation here:\n\n\`\`\`typescript\nconst chatMutation = trpc.ai.chat.useMutation({\n  onSuccess: (response) => {\n    setChatMessages(prev => [...prev, {\n      role: ""assistant"",\n      content: response.choices[0].message.content\n    }]);\n  }\n});\n\nchatMutation.mutate({ messages: newMessages });\n\`\`\`\n\nYour message was: ""${content}""`,"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	client/src/pages/ComponentShowcase.tsx	413	placeholder	"<Input id=""email"" type=""email"" placeholder=""Email"" />"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	client/src/pages/ComponentShowcase.tsx	419	placeholder	"placeholder=""Type your message here."""	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	client/src/pages/ComponentShowcase.tsx	426	placeholder	"<SelectValue placeholder=""Select a fruit"" />"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	client/src/pages/ComponentShowcase.tsx	562	placeholder	"<CommandInput placeholder=""Search frameworks..."" />"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	client/src/pages/ComponentShowcase.tsx	630	placeholder	"<SelectValue placeholder=""MM"" />"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	client/src/pages/ComponentShowcase.tsx	655	placeholder	"<SelectValue placeholder=""YYYY"" />"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	client/src/pages/ComponentShowcase.tsx	1039	placeholder	"placeholder=""Type something..."""	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	client/src/pages/ComponentShowcase.tsx	1406	demo	This is a demo with simulated responses. In a real app, you'd connect it to a tRPC mutation.	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	client/src/pages/ComponentShowcase.tsx	1413	placeholder	"placeholder=""Try sending a message..."""	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	client/src/components/AIChatBox.tsx	36	placeholder	* Placeholder text for the input field	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	client/src/components/AIChatBox.tsx	38	placeholder	placeholder?: string;	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	client/src/components/AIChatBox.tsx	117	placeholder	"placeholder = ""Type your message..."","	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	client/src/components/AIChatBox.tsx	316	placeholder	placeholder={placeholder}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	client/src/components/ui/input.tsx	57	placeholder	"""file:text-foreground placeholder:text-muted-foreground selection:bg-primary selection:text-primary-foreground dark:bg-input/30 border-input h-9 w-full min-w-0 rounded-md border bg-transparent px-3 py-1 text-base shadow-xs transition-[color,box-shadow] outline-none file:inline-flex file:h-7 file:border-0 file:bg-transparent file:text-sm file:font-medium disabled:pointer-events-none disabled:cursor-not-allowed disabled:opacity-50 md:text-sm"","	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	client/src/components/ui/textarea.tsx	56	placeholder	"""border-input placeholder:text-muted-foreground focus-visible:border-ring focus-visible:ring-ring/50 aria-invalid:ring-destructive/20 dark:aria-invalid:ring-destructive/40 aria-invalid:border-destructive dark:bg-input/30 flex field-sizing-content min-h-16 w-full rounded-md border bg-transparent px-3 py-2 text-base shadow-xs transition-[color,box-shadow] outline-none focus-visible:ring-[3px] disabled:cursor-not-allowed disabled:opacity-50 md:text-sm"","	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	client/src/components/ui/select.tsx	38	placeholder	"""border-input data-[placeholder]:text-muted-foreground [&_svg:not([class*='text-'])]:text-muted-foreground focus-visible:border-ring focus-visible:ring-ring/50 aria-invalid:ring-destructive/20 dark:aria-invalid:ring-destructive/40 aria-invalid:border-destructive dark:bg-input/30 dark:hover:bg-input/50 flex w-fit items-center justify-between gap-2 rounded-md border bg-transparent px-3 py-2 text-sm whitespace-nowrap shadow-xs transition-[color,box-shadow] outline-none focus-visible:ring-[3px] disa"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	client/src/components/ui/command.tsx	76	placeholder	"""placeholder:text-muted-foreground flex h-10 w-full rounded-md bg-transparent py-3 text-sm outline-hidden disabled:cursor-not-allowed disabled:opacity-50"","	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	app/[locale]/diagnostics/labs/page.tsx	24	placeholder	"<form className={styles.filters} method=""get"" role=""search""><label className={styles.search}><Search size={18} aria-hidden=""true"" /><span className=""sr-only"">{t(""searchLabel"")}</span><input name=""q"" defaultValue={search} placeholder={t(""searchPlaceholder"")} /></label><label className={styles.toggle}><input type=""checkbox"" name=""home"" value=""1"" defaultChecked={homeOnly} />{t(""homeOnly"")}</label><button className={styles.submit} type=""submit"">{t(""apply"")}</button></form>"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	app/[locale]/diagnostics/radiology/page.tsx	21	placeholder	"return <main className={`main ${styles.page}`}><section className={styles.hero}><div><p className={styles.eyebrow}><ShieldCheck size={15} aria-hidden=""true"" />{t(""eyebrow"")}</p><h1>{t(""title"")}</h1><p className={styles.subtitle}>{t(""subtitle"")}</p></div><span className={styles.heroIcon}><Image size={28} aria-hidden=""true"" /></span></section><form className={styles.filters} method=""get"" role=""search""><label className={styles.search}><Search size={18} aria-hidden=""true"" /><span className=""sr-only"""	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	app/[locale]/diagnostics/packages/page.tsx	24	placeholder	"<form className={styles.filters} method=""get"" role=""search""><label className={styles.search}><Search size={18} aria-hidden=""true"" /><span className=""sr-only"">{t(""searchLabel"")}</span><input name=""q"" defaultValue={search} placeholder={t(""searchPlaceholder"")} /></label><label className={styles.selectLabel}><span>{t(""category"")}</span><select name=""category"" defaultValue={category}><option value="""">{t(""allCategories"")}</option>{categories.map((item) => <option key={item} value={item}>{item}</option"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	app/[locale]/articles/page.tsx	11	placeholder	"export default async function ArticlesPage({params,searchParams}:Props){const {locale}=await params;if(!isLocale(locale))notFound();setRequestLocale(locale);const t=await getTranslations(""Articles"");const Chevron=locale===""ar""||locale===""ur""?ChevronLeft:ChevronRight;const query=searchParams?await searchParams:{};const [response,categoriesResponse]=await Promise.all([getPublicArticles({q:query.q,category:query.category}),getPublicArticleCategories()]);if(!response||!response.ok)return <main class"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	app/[locale]/home-care/services/page.tsx	22	placeholder	"return <main className={`main ${styles.page}`}><section className={styles.hero}><div><p className={styles.eyebrow}>{t(""eyebrow"")}</p><h1>{t(""title"")}</h1><p className={styles.subtitle}>{t(""subtitle"")}</p></div><span className={styles.heroIcon}><HousePlus size={28} aria-hidden=""true"" /></span></section><form className={styles.search} method=""get"" role=""search""><Search size={18} aria-hidden=""true"" /><label className=""sr-only"" htmlFor=""home-care-search"">{t(""searchLabel"")}</label><input id=""home-car"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	app/[locale]/consultations/specialties/page.tsx	31	placeholder	"<form className={styles.search} method=""get"" role=""search""><Search size={18} aria-hidden=""true"" /><label className=""sr-only"" htmlFor=""specialty-search"">{t(""searchLabel"")}</label><input id=""specialty-search"" name=""q"" defaultValue={q} placeholder={t(""searchPlaceholder"")} /></form>"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	app/[locale]/consultations/doctors/page.tsx	17	placeholder	"return <main className={`main ${styles.page}`}><section className={styles.hero}><div><p className={styles.eyebrow}>{t(""eyebrow"")}</p><h1>{t(""title"")}</h1><p className={styles.subtitle}>{t(""subtitle"")}</p></div><span className={styles.heroIcon}><Stethoscope size={28} aria-hidden=""true"" /></span></section><form className={styles.search} method=""get"" role=""search""><Search size={18} aria-hidden=""true"" /><label className=""sr-only"" htmlFor=""doctor-search"">{t(""searchLabel"")}</label><input id=""doctor-se"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	server/db.ts	92	todo	// TODO: add feature queries here as your schema grows.	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	server/routers.ts	20	todo	// TODO: add feature routers here, e.g.	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	server/routers.ts	21	todo	// todo: router({	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	drizzle/schema.ts	28	todo	// TODO: Add your tables here	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	messages/fil.json	654	sample	"""unavailableBody"": ""Walang fallback o sample data na ipinakita. Subukan muli mamaya."","	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	messages/fil.json	668	sample	"""unavailableBody"": ""Walang fallback o sample data na ipinakita. Subukan muli mamaya."","	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	messages/en.json	654	sample	"""unavailableBody"": ""No fallback or sample data was shown. Please try again later."","	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	messages/en.json	668	sample	"""unavailableBody"": ""No fallback or sample data was shown. Please try again later."","	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	audit-artifacts/NABDAH_PHASE13_UI_ACTION_INVENTORY_V2_20260819.json	4006	sample	"""expression"": ""async () => { setLoading(true); try { await client.patch(`/labs/samples/${sample.id"","	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	audit-artifacts/NABDAH_PHASE13_CONTRACT_INVENTORY_V4_20260819.json	3941	sample	"""route"": ""/labs/bookings/collect-sample/:id"","	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	audit-artifacts/NABDAH_PHASE13_CONTRACT_INVENTORY_V4_20260819.json	5591	sample	"""route"": ""/admin/pharmacy/seed/sample-order"","	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	audit-artifacts/NABDAH_PHASE13_CONTRACT_INVENTORY_V4_20260819.json	7049	demo	"""route"": ""/providers/admin/seed-demo"","	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	audit-artifacts/NABDAH_PHASE13_CONTRACT_INVENTORY_V4_20260819.json	10309	sample	"""route"": ""/labs/bookings/collect-sample/:id"","	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	audit-artifacts/NABDAH_PHASE13_CONTRACT_INVENTORY_V4_20260819.json	10369	sample	"""route"": ""/labs/bookings/collect-sample/:id"","	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	audit-artifacts/NABDAH_PHASE13_CONTRACT_INVENTORY_V4_20260819.json	10477	sample	"""route"": ""/labs/bookings/collect-sample/:id"","	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	audit-artifacts/NABDAH_PHASE13_CONTRACT_INVENTORY_V4_20260819.json	10553	sample	"""route"": ""/labs/bookings/collect-sample/:id"","	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	audit-artifacts/NABDAH_PHASE13_CONTRACT_INVENTORY_V4_20260819.json	10613	sample	"""route"": ""/labs/bookings/collect-sample/:id"","	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	audit-artifacts/NABDAH_PHASE13_CONTRACT_INVENTORY_V4_20260819.json	10641	sample	"""route"": ""/labs/bookings/collect-sample/:id"","	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	audit-artifacts/NABDAH_PHASE13_CONTRACT_INVENTORY_V4_20260819.json	10669	sample	"""route"": ""/labs/bookings/collect-sample/:id"","	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	audit-artifacts/NABDAH_PHASE13_CONTRACT_INVENTORY_V4_20260819.json	10697	sample	"""route"": ""/labs/bookings/collect-sample/:id"","	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	audit-artifacts/WEB_V2_RECONCILIATION_ATOMIC.json	78	sample	"""app/diagnostics/book-sample.tsx"","	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	audit-artifacts/WEB_V2_RECONCILIATION_ATOMIC.json	93	sample	"""app/diagnostics/sample-tracking.tsx"","	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	audit-artifacts/full-audit-20260823/phase9-pnpm-audit.json	1736	todo	"""overview"": ""## Summary\n\npnpm's patch application pipeline (`@pnpm/patch-package`) performs no path validation on file paths extracted from `.patch` files. An attacker who contributes a malicious patch file via a pull request can write attacker-controlled content to or delete arbitrary files on the filesystem during `pnpm install`, as the user running the install. The `diff --git` header paths containing `../../` sequences traverse out of the package directory, and the traversal is difficult t"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	audit-artifacts/full-audit-20260823/phase9-pnpm-audit.json	1775	fake	"""overview"": ""## Summary\n\npnpm can send user-level unscoped npm authentication credentials to a registry chosen by a repository-local `.npmrc` file.\n\nIn the reproduced case, the user's npm config contains a default registry and an unscoped `_authToken`. The repository does not provide a token-bearing auth line. It only sets `registry=` to a different registry URL. During normal pnpm metadata/install workflows, pnpm binds the user-origin unscoped credential to the repository-selected registry "	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	audit-artifacts/full-audit-20260823/phase9-pnpm-audit.json	1815	demo	"""overview"": ""## Summary\n\npnpm allows a transitive dependency alias from registry package metadata to contain path traversal segments. During install, pnpm later uses that alias as a filesystem path when linking dependency nodes. As a result, a registry package can cause `pnpm install - ignore-scripts` to replace paths in the current project with symlinks to attacker-controlled dependency package directories.\n\n`.git/hooks` is only one useful target. The same primitive can replace other projec"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	audit-artifacts/full-audit-20260823/phase9-pnpm-audit.json	2012	placeholder	"""overview"": ""<!-- maintainer-action:start -->\n## Maintainer Action Plan\n\nThis report is ready to review with the shared patch branch. Start with the PR and the expected fixed behavior, then use the detailed exploit narrative below only if you want to replay the original path.\n\n- Advisory: `CAND-PNPM-122` / `GHSA-3qhv-2rgh-x77r`\n- Advisory URL: https://github.com/pnpm/pnpm/security/advisories/GHSA-3qhv-2rgh-x77r\n- Shared patch PR: https://github.com/pnpm/pnpm-ghsa-j2hc-m6cf-6jm8/pull/1\n- "	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	audit-artifacts/full-audit-20260823/phase9-pnpm-audit.json	2210	fake	"""overview"": ""## Summary\n\n`pnpm` accepts package names from the env lockfile `configDependencies` section and uses those names directly when creating config dependency symlinks under `node_modules/.pnpm-config`.\n\nA malicious repository can commit a crafted `pnpm-lock.yaml` whose env-lockfile document contains a traversal-shaped config dependency name such as `../../PWNED_CFGDEP`. During `pnpm install`, pnpm installs the config dependency and creates a symlink at a path derived from that name."	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
patient-web	audit-artifacts/full-audit-20260823/phase9-pnpm-audit.json	2493	placeholder	"""overview"": ""## Summary\n\n`node-tar` strips trailing `NUL` bytes from long-name (`L`) and long-linkpath (`K`) GNU extended headers but does **not** apply the same sanitization to equivalent fields delivered via PAX (`x` typeflag) extended headers. A PAX record of the form `path=visible.txt\\x00hidden.txt` is parsed verbatim into `entry.path` and flows into `fs.lstat()` / `fs.open()`, which Node.js core rejects with `ERR_INVALID_ARG_VALUE`. The throw originates inside an `FSReqCallback` async ch"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
