journey_id	domain	mobile_screen	primary_action	mobile_api_evidence	web_surface	web_status	required_proof	mobile_endpoint_refs	web_code_reference_hits	web_code_hit_count	evidence_status	required_acceptance
J-061	support	support/chat.tsx	mutation	"import { apiFetch } from ""../../src/utils/api""; | /support/chat"	candidate from db404ee8	REVIEW_REQUIRED	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /support/chat		0	NO_WEB_CODE_REFERENCE_FOUND	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-062	search	search/index.tsx	read	import { apiFetch } from '../../src/utils/api'; | /home/search?q=${encodeURIComponent(query)}	candidate from db404ee8	PUBLIC_OR_AUTH_FLOW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /home/search		0	NO_WEB_CODE_REFERENCE_FOUND	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-063	articles	articles/index.tsx	read	"import { apiFetch } from ""../../src/utils/api""; | /articles?${params.toString()} | /articles/categories"	candidate from db404ee8	PUBLIC_OR_AUTH_FLOW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /articles | /articles/categories	/articles | /articles/categories	2	WEB_CODE_REFERENCE_ONLY	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-064	articles	articles/[slug].tsx	mutation	"import { apiFetch } from ""../../src/utils/api""; | /articles/${encodeURIComponent(String(slug))} | /articles?category=${encodeURIComponent(res.category)}&limit=4"	candidate from db404ee8	PUBLIC_OR_AUTH_FLOW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /articles/${encodeURIComponent | /articles	/articles	1	WEB_CODE_REFERENCE_ONLY	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-065	community	community/hub.tsx	mutation	"import { apiFetch } from ""../../src/utils/api""; | /community/posts?page=1&limit=20${qs} | /community/posts"	candidate from db404ee8	REVIEW_REQUIRED	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /community/posts		0	NO_WEB_CODE_REFERENCE_FOUND	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-066	(auth)	(auth)/forgot-password.tsx	mutation	"import { apiFetch } from ""../../src/utils/api""; | /auth/send-otp"	candidate from db404ee8	PUBLIC_OR_AUTH_FLOW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /auth/send-otp		0	NO_WEB_CODE_REFERENCE_FOUND	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-067	(auth)	(auth)/provider-info.tsx	read	no direct call found	candidate from db404ee8	PUBLIC_OR_AUTH_FLOW	owner 200; stranger 404; unauth 401; replay for mutation			0	NO_WEB_CODE_REFERENCE_FOUND	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-068	(auth)	(auth)/reset-password.tsx	mutation	"import { apiFetch } from ""../../src/utils/api""; | /auth/reset-password"	candidate from db404ee8	PUBLIC_OR_AUTH_FLOW	owner 200; stranger 404; unauth 401; replay for mutation	/../src/utils/api | /auth/reset-password		0	NO_WEB_CODE_REFERENCE_FOUND	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-069	(onboarding)	(onboarding)/index.tsx	read	no direct call found	candidate from db404ee8	REVIEW_REQUIRED	owner 200; stranger 404; unauth 401; replay for mutation			0	NO_WEB_CODE_REFERENCE_FOUND	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-070	(onboarding)	(onboarding)/language.tsx	read	no direct call found	candidate from db404ee8	REVIEW_REQUIRED	owner 200; stranger 404; unauth 401; replay for mutation			0	NO_WEB_CODE_REFERENCE_FOUND	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-071	(onboarding)	(onboarding)/permissions.tsx	read	no direct call found	candidate from db404ee8	REVIEW_REQUIRED	owner 200; stranger 404; unauth 401; replay for mutation			0	NO_WEB_CODE_REFERENCE_FOUND	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
J-072	(tabs)	(tabs)/consultations/index.tsx	read	import { apiFetch } from '../../../src/utils/api'; | /providers?type=doctor | /care/specialties	candidate from db404ee8	BLOCKED_OR_CONTRACT_REVIEW	owner 200; stranger 404; unauth 401; replay for mutation	/../../src/utils/api | /providers | /care/specialties	/care/specialties	1	WEB_CODE_REFERENCE_ONLY	live method/path ; payload/DTO ; server-only auth boundary ; owner/stranger/unauth ; error/retry/empty ; cleanup/idempotency when mutation
