mobile_file	domain	status	priority	owner	scope	action_markers	navigation_markers	web_route_candidates	evidence_required
nutrition/hub.tsx	nutrition	MISSING_WEB_SURFACE	P1	Web + Backend	Meal log and plans	7	4		live contract + SSR/security test + full journey test
nutrition/index.tsx	nutrition	MISSING_WEB_SURFACE	P1	Web + Backend	Meal log and plans	0	0		live contract + SSR/security test
nutrition/log-meal.tsx	nutrition	MISSING_WEB_SURFACE	P1	Web + Backend	Meal log and plans	2	1		live contract + SSR/security test + full journey test
nutrition/nutrition-plan.tsx	nutrition	MISSING_WEB_SURFACE	P1	Web + Backend	Meal log and plans	0	0		live contract + SSR/security test
nutrition/water-tracker.tsx	nutrition	MISSING_WEB_SURFACE	P1	Web + Backend	Meal log and plans	0	0		live contract + SSR/security test
offers/[id].tsx	offers	MISSING_WEB_SURFACE	P2	Web + Backend	Offers and eligibility	5	1		live contract + SSR/security test + full journey test
offers/index.tsx	offers	MISSING_WEB_SURFACE	P2	Web + Backend	Offers and eligibility	3	1		live contract + SSR/security test + full journey test
orders/index.tsx	orders	MISSING_WEB_SURFACE	P0	Web + Backend	Order confirmation, tracking, reorder, refund	4	1		live contract + SSR/security test + full journey test
payments/failed.tsx	payments	MISSING_WEB_SURFACE	P0	Backend + Finance/Security	Payment methods and reconciliation	3	2		live contract + SSR/security test + full journey test
payments/failure.tsx	payments	MISSING_WEB_SURFACE	P0	Backend + Finance/Security	Payment methods and reconciliation	3	1		live contract + SSR/security test + full journey test
payments/processing.tsx	payments	MISSING_WEB_SURFACE	P0	Backend + Finance/Security	Payment methods and reconciliation	3	5		live contract + SSR/security test + full journey test
payments/success.tsx	payments	MISSING_WEB_SURFACE	P0	Backend + Finance/Security	Payment methods and reconciliation	5	7		live contract + SSR/security test + full journey test
pharmacy/barcode-scanner.tsx	pharmacy	MISSING_WEB_SURFACE	P0	Web + Backend	Cart, checkout, prescription, fulfillment, returns	9	5		live contract + SSR/security test + full journey test
pharmacy/broadcast-status.tsx	pharmacy	MISSING_WEB_SURFACE	P0	Web + Backend	Cart, checkout, prescription, fulfillment, returns	2	1		live contract + SSR/security test + full journey test
pharmacy/cart.tsx	pharmacy	PARTIAL_ACTION_PROOF_REQUIRED	P0	Web + Backend	Cart, checkout, prescription, fulfillment, returns	12	3	/[locale]/cart	live contract + SSR/security test + full journey test
pharmacy/chat-with-pharmacist.tsx	pharmacy	MISSING_WEB_SURFACE	P0	Web + Backend	Cart, checkout, prescription, fulfillment, returns	10	1		live contract + SSR/security test + full journey test
pharmacy/checkout.tsx	pharmacy	PARTIAL_MUTATION_CONTRACT_REQUIRED	P0	Web + Backend	Cart, checkout, prescription, fulfillment, returns	7	4	/[locale]/cart/checkout	live contract + SSR/security test + full journey test
pharmacy/custom-item.tsx	pharmacy	MISSING_WEB_SURFACE	P0	Web + Backend	Cart, checkout, prescription, fulfillment, returns	4	1		live contract + SSR/security test + full journey test
pharmacy/drug-not-found.tsx	pharmacy	MISSING_WEB_SURFACE	P0	Web + Backend	Cart, checkout, prescription, fulfillment, returns	6	1		live contract + SSR/security test + full journey test
pharmacy/filters.tsx	pharmacy	MISSING_WEB_SURFACE	P0	Web + Backend	Cart, checkout, prescription, fulfillment, returns	8	1		live contract + SSR/security test + full journey test
pharmacy/manual-order.tsx	pharmacy	MISSING_WEB_SURFACE	P0	Web + Backend	Cart, checkout, prescription, fulfillment, returns	4	1		live contract + SSR/security test + full journey test
pharmacy/medicine-compare.tsx	pharmacy	MISSING_WEB_SURFACE	P0	Web + Backend	Cart, checkout, prescription, fulfillment, returns	2	0		live contract + SSR/security test + full journey test
pharmacy/order-confirm.tsx	pharmacy	MISSING_WEB_SURFACE	P0	Web + Backend	Cart, checkout, prescription, fulfillment, returns	3	2		live contract + SSR/security test + full journey test
pharmacy/order-history.tsx	pharmacy	MISSING_WEB_SURFACE	P0	Web + Backend	Cart, checkout, prescription, fulfillment, returns	4	2		live contract + SSR/security test + full journey test
pharmacy/order-tracking.tsx	pharmacy	MISSING_WEB_SURFACE	P0	Web + Backend	Cart, checkout, prescription, fulfillment, returns	4	3		live contract + SSR/security test + full journey test
pharmacy/payment.tsx	pharmacy	MISSING_WEB_SURFACE	P0	Web + Backend	Cart, checkout, prescription, fulfillment, returns	4	4		live contract + SSR/security test + full journey test
pharmacy/pharmacist-chat.tsx	pharmacy	MISSING_WEB_SURFACE	P0	Web + Backend	Cart, checkout, prescription, fulfillment, returns	4	3		live contract + SSR/security test + full journey test
pharmacy/product-detail.tsx	pharmacy	MISSING_WEB_SURFACE	P0	Web + Backend	Cart, checkout, prescription, fulfillment, returns	17	5		live contract + SSR/security test + full journey test
pharmacy/product-search.tsx	pharmacy	MISSING_WEB_SURFACE	P0	Web + Backend	Cart, checkout, prescription, fulfillment, returns	0	0		live contract + SSR/security test
pharmacy/reorder.tsx	pharmacy	MISSING_WEB_SURFACE	P0	Web + Backend	Cart, checkout, prescription, fulfillment, returns	7	2		live contract + SSR/security test + full journey test
pharmacy/rx-order.tsx	pharmacy	MISSING_WEB_SURFACE	P0	Web + Backend	Cart, checkout, prescription, fulfillment, returns	2	1		live contract + SSR/security test + full journey test
pharmacy/scan-prescription.tsx	pharmacy	MISSING_WEB_SURFACE	P0	Web + Backend	Cart, checkout, prescription, fulfillment, returns	3	1		live contract + SSR/security test + full journey test
pharmacy/waiting-for-pharmacy.tsx	pharmacy	MISSING_WEB_SURFACE	P0	Web + Backend	Cart, checkout, prescription, fulfillment, returns	1	2		live contract + SSR/security test + full journey test
pharmacy/wishlist.tsx	pharmacy	PARTIAL_MUTATION_CONTRACT_REQUIRED	P0	Web + Backend	Cart, checkout, prescription, fulfillment, returns	5	1	/[locale]/wishlist	live contract + SSR/security test + full journey test
profile/addresses.tsx	profile	MISSING_WEB_SURFACE	P1	Web + Backend	Profile edit, addresses, insurance	2	0		live contract + SSR/security test + full journey test
profile/edit.tsx	profile	MISSING_WEB_SURFACE	P1	Web + Backend	Profile edit, addresses, insurance	0	0		live contract + SSR/security test
profile/index.tsx	profile	MISSING_WEB_SURFACE	P1	Web + Backend	Profile edit, addresses, insurance	6	3		live contract + SSR/security test + full journey test
profile/insurance.tsx	profile	PARTIAL_MUTATION_CONTRACT_REQUIRED	P1	Web + Backend	Profile edit, addresses, insurance	7	0	/[locale]/insurance	live contract + SSR/security test + full journey test
programs/active.tsx	programs	MISSING_WEB_SURFACE	P2	Web + Backend	Program enrollment and progress	5	1		live contract + SSR/security test + full journey test
reports/ai-analysis.tsx	reports	MISSING_WEB_SURFACE	P1	Web + Backend	Reports, timeline, downloads, AI analysis	0	0		live contract + SSR/security test
reports/hub.tsx	reports	MISSING_WEB_SURFACE	P1	Web + Backend	Reports, timeline, downloads, AI analysis	6	3		live contract + SSR/security test + full journey test
reports/passport.tsx	reports	MISSING_WEB_SURFACE	P1	Web + Backend	Reports, timeline, downloads, AI analysis	3	0		live contract + SSR/security test + full journey test
reports/timeline.tsx	reports	MISSING_WEB_SURFACE	P1	Web + Backend	Reports, timeline, downloads, AI analysis	4	1		live contract + SSR/security test + full journey test
reports/view-report.tsx	reports	MISSING_WEB_SURFACE	P1	Web + Backend	Reports, timeline, downloads, AI analysis	4	1		live contract + SSR/security test + full journey test
returns/detail.tsx	returns	MISSING_WEB_SURFACE	P1	Web + Backend	Return request, status, refund	1	0		live contract + SSR/security test + full journey test
returns/hub.tsx	returns	MISSING_WEB_SURFACE	P1	Web + Backend	Return request, status, refund	5	3		live contract + SSR/security test + full journey test
returns/new-request.tsx	returns	MISSING_WEB_SURFACE	P1	Web + Backend	Return request, status, refund	10	2		live contract + SSR/security test + full journey test
reviews/index.tsx	reviews	MISSING_WEB_SURFACE	P2	Web + Backend	Review submission/moderation	5	0		live contract + SSR/security test + full journey test
room/[id].tsx	room	MISSING_WEB_SURFACE	P0	Web + Realtime Backend	Call room and token lifecycle	4	1		live contract + SSR/security test + full journey test
s/[type]/[slug].tsx	s	MISSING_WEB_SURFACE	P2	Web + Backend	Needs capability review	0	2		live contract + SSR/security test
search/index.tsx	search	MISSING_WEB_SURFACE	P1	Web + Backend	Search contract and filters	3	9		live contract + SSR/security test + full journey test
services/index.tsx	services	MISSING_WEB_SURFACE	P1	Web + Backend	Service discovery	2	1		live contract + SSR/security test + full journey test
settings/about.tsx	settings	MISSING_WEB_SURFACE	P1	Web	Settings and policies	5	2		live contract + SSR/security test + full journey test
settings/data.tsx	settings	MISSING_WEB_SURFACE	P1	Web	Settings and policies	2	1		live contract + SSR/security test + full journey test
settings/feedback.tsx	settings	MISSING_WEB_SURFACE	P1	Web	Settings and policies	5	0		live contract + SSR/security test + full journey test
settings/help.tsx	settings	MISSING_WEB_SURFACE	P1	Web	Settings and policies	6	2		live contract + SSR/security test + full journey test
settings/index.tsx	settings	MISSING_WEB_SURFACE	P1	Web	Settings and policies	3	3		live contract + SSR/security test + full journey test
settings/language.tsx	settings	MISSING_WEB_SURFACE	P1	Web	Settings and policies	2	0		live contract + SSR/security test + full journey test
settings/notifications-settings.tsx	settings	MISSING_WEB_SURFACE	P1	Web	Settings and policies	1	0		live contract + SSR/security test + full journey test
settings/notifications.tsx	settings	READ_CANDIDATE_CONTRACT_PROOF_REQUIRED	P1	Web	Settings and policies	0	0	/[locale]/notifications	live contract + SSR/security test
settings/privacy.tsx	settings	MISSING_WEB_SURFACE	P1	Web	Settings and policies	2	0		live contract + SSR/security test + full journey test
settings/security.tsx	settings	MISSING_WEB_SURFACE	P1	Web	Settings and policies	4	0		live contract + SSR/security test + full journey test
settings/support-chat.tsx	settings	MISSING_WEB_SURFACE	P1	Web	Settings and policies	0	0		live contract + SSR/security test
settings/terms.tsx	settings	MISSING_WEB_SURFACE	P1	Web	Settings and policies	1	0		live contract + SSR/security test + full journey test
shared/location-picker.tsx	shared	MISSING_WEB_SURFACE	P1	Web	Reusable patient components	11	0		live contract + SSR/security test + full journey test
support/chat.tsx	support	PARTIAL_MUTATION_CONTRACT_REQUIRED	P1	Web + Backend	Chat/tickets	5	0	/[locale]/chat	live contract + SSR/security test + full journey test
support/ticket.tsx	support	MISSING_WEB_SURFACE	P1	Web + Backend	Chat/tickets	3	2		live contract + SSR/security test + full journey test
voice/index.tsx	voice	MISSING_WEB_SURFACE	P2	Backend + Privacy	Voice contract and consent	2	1		live contract + SSR/security test + full journey test
wallet/cards.tsx	wallet	MISSING_WEB_SURFACE	P0	Backend + Finance/Security	Cards, topup, transfer, transactions	4	0		live contract + SSR/security test + full journey test
wallet/hub.tsx	wallet	MISSING_WEB_SURFACE	P0	Backend + Finance/Security	Cards, topup, transfer, transactions	8	3		live contract + SSR/security test + full journey test
wallet/topup.tsx	wallet	MISSING_WEB_SURFACE	P0	Backend + Finance/Security	Cards, topup, transfer, transactions	3	1		live contract + SSR/security test + full journey test
wallet/transactions.tsx	wallet	MISSING_WEB_SURFACE	P0	Backend + Finance/Security	Cards, topup, transfer, transactions	2	0		live contract + SSR/security test + full journey test
wallet/transfer.tsx	wallet	MISSING_WEB_SURFACE	P0	Backend + Finance/Security	Cards, topup, transfer, transactions	3	0		live contract + SSR/security test + full journey test
wearables/hub.tsx	wearables	MISSING_WEB_SURFACE	P2	Backend + Privacy	Device permissions and sync	2	0		live contract + SSR/security test + full journey test
