screen_or_member	domain	role	static_actions_api_state_signals	backend/payment/journey_status	gap_or_required_test
app/diagnostics/booking-confirm.tsx	consultation/booking	ui/screen	"1: import { Redirect } from 'expo-router'; || 3: /** Booking confirmation needs provider availability, an authenticated address, and verified payment or insurance data. */ || 4: export default function DiagnosticsBookingConfirmRedirect() { || 5: return <Redirect href=""/(tabs)/diagnostics"" />; || 3: /** Booking confirmation needs provider availability, an authenticated address, and verified payment or insurance data. */"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
app/diagnostics/packages.tsx	pharmacy/orders	ui/screen	"15: import { useRouter } from ""expo-router""; || 20: const router = useRouter(); || 49: <TouchableOpacity style={styles.backBtn} onPress={() => router.back()}> || 82: onPress={() => setActiveCat(c)} || 110: onPress={() => || 111: router.push(`/diagnostics/package-detail?id=${pkg.id}`) || 28: apiFetch('/labs/packages'), || 29: apiFetch('/labs/categories') || 2: import React, { useEffect, useState } from ""react""; || 21: const [activeCat, setActiveCat] = useState(""الكل""); || 22: const [loading, setLoading] = useState(true); || 23: const [allPackages, setAllPackages] = useState<any[]>([]); || 24: const [categories, setCategories] = useState<string[]>([""الكل""]); || 34: setLoading(false); || 36: console.error(err); || 37: setLoading(false); || 98: {loading ? ( || 109: style={styles.pkgCard} || 132: <View style={styles.pkgPrice}> || 140: {pkg.price} || 220: pkgCard: { || 238: pkgPrice: { alignItems: ""flex-end"", justifyContent: ""center"" }, || 22: const [loading, setLoading] = useState(true); || 34: setLoading(false);"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
app/diagnostics/book-sample.tsx	pharmacy/orders	ui/screen	"1: // app/diagnostics/book-sample.tsx — routes the legacy entrypoint into the live provider-selection flow. || 4: import { router } from 'expo-router'; || 11: export default function BookSampleScreen() { || 22: <IconButton icon=""back"" onPress={() => router.back()} /> || 50: <Button label=""الذهاب إلى السلة"" variant=""gradient"" size=""lg"" icon=""cart"" onPress={() => router.replace('/diagnostics/cart')} /> || 3: import { View, StyleSheet, ScrollView, StatusBar } from 'react-native'; || 18: <StatusBar barStyle={isDark ? 'light-content' : 'dark-content'} /> || 37: <Icon name=""check_circle"" size={16} color={colors.success} /> || 8: import { AppText, Card, Button, IconButton, SectionHeader } from '../../src/components/ui'; || 26: <Card style={{ backgroundColor: colors.infoSurface }}> || 31: </Card> || 33: <Card> || 41: </Card> || 43: <Card> || 46: </Card>"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
app/diagnostics/lab-comparison.tsx	pharmacy/orders	ui/screen	"14: import { useRouter, useLocalSearchParams } from ""expo-router""; || 20: const router = useRouter(); || 47: const handleBook = async (lab: any) => { || 55: { text: ""إلغاء"", style: ""cancel"", onPress: () => setAdding(false) }, || 56: { text: ""زيارة الفرع"", onPress: () => processAdd(lab, false) }, || 59: onPress: () => processAdd(lab, true), || 82: router.push(""/diagnostics/cart""); || 91: <TouchableOpacity style={styles.backBtn} onPress={() => router.back()}> || 184: style={styles.bookBtn} || 185: onPress={() => handleBook(lab)} || 265: bookBtn: { || 34: apiFetch(`/labs/services/${id}`), || 35: apiFetch(`/labs/compatible-providers?testIds=${id}`) || 76: lockedProviderId: lab.id, || 2: import React, { useState, useEffect } from ""react""; || 23: const [adding, setAdding] = useState(false); || 27: const [loading, setLoading] = useState(true); || 28: const [labs, setLabs] = useState<any[]>([]); || 29: const [basePrice, setBasePrice] = useState(0); || 40: setLoading(false); || 42: console.error(err); || 43: setLoading(false); || 55: { text: ""إلغاء"", style: ""cancel"", onPress: () => setAdding(false) }, || 119: {loading ? ("	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
app/diagnostics/checkout.tsx	pharmacy/orders	ui/screen	"1: import { Redirect } from 'expo-router'; || 3: /** A bookable diagnostic checkout requires provider-verified availability and a verified payment workflow. */ || 4: export default function DiagnosticsCheckoutRedirect() { || 5: return <Redirect href=""/(tabs)/diagnostics"" />; || 3: /** A bookable diagnostic checkout requires provider-verified availability and a verified payment workflow. */"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
app/diagnostics/package-detail.tsx	pharmacy/orders	ui/screen	8: import { useRouter, useLocalSearchParams, Stack } from 'expo-router'; || 17: const router = useRouter(); || 45: <TouchableOpacity onPress={() => router.back()} style={{ marginTop: 20 }}><AppText style={{ color: colors.primary }}>العودة</AppText></TouchableOpacity> || 54: <Stack.Screen options={{ headerShown: false }} /> || 59: <TouchableOpacity onPress={() => router.back()} style={styles.headerBtn}> || 138: onPress={() => addItem({ id, name: pkg.name, price: parseInt(pkg.price), kind: 'lab' })} || 27: apiFetch(`/labs/packages/${id}`) || 2: import React, { useEffect, useState } from 'react'; || 3: import { StyleSheet, View, Text, TouchableOpacity, ScrollView, FlatList, TextInput, Image, ActivityIndicator, Platform, Alert, StatusBar, KeyboardAvoidingView, Modal, I18nManager, Dimensions } from 'react-native'; || 23: const [pkg, setPkg] = useState<any>(null); || 24: const [loading, setLoading] = useState(true); || 29: .catch(console.error) || 30: .finally(() => setLoading(false)); || 33: if (loading) { || 65: <Animated.View entering={FadeInUp.duration(400).delay(100)} style={[styles.headerCard, { backgroundColor: pkg.color ? `${pkg.color}15` : `${colors.primary}15` }]} > || 128: {pkg.oldPrice && <AppText style={{ fontSize: 14, color: colors.textSecondary, textDecorationLine: 'line-through', marginBottom: 2 }}>{pkg.oldPrice} ر.س</AppText>} || 129: <AppText style={{ fontSize: 24, fontWeight: '900', color: colors.primary }}>{pkg.price} <AppText style={{ fontSize: 14, color: colors.primary }}>ر.س</AppText></AppText> || 132: <AppText style={{ color: '#4CAF50', fontWeight: 'bold', fontSize: 12 }}>وفر {pkg.oldPrice ? (parseInt(pkg.oldPrice) - parseInt(pkg.price)) : 0} ر.س</AppText> || 138: onPress={() => addItem({ id, name: pkg.name, price: parseInt(pkg.price), kind: 'lab' })} || 156: headerCard: { padding: 24, borderRadius: 24, alignItems: 'center' }, || 24: const [loading, setLoading] = useState(true); || 29: .catch(console.error) || 30: .finally(() => setLoading(false)); || 33: if (loading) {	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
app/diagnostics/lab/[id].tsx	pharmacy/orders	ui/screen	8: import { useRouter, useLocalSearchParams, Stack } from 'expo-router'; || 15: const router = useRouter(); || 55: <TouchableOpacity onPress={() => router.back()} style={{ marginTop: 20 }}> || 64: <Stack.Screen options={{ headerShown: false }} /> || 69: <TouchableOpacity onPress={() => router.back()} style={styles.headerBtn}> || 105: onPress={() => { || 136: onPress={() => (router.push as any)(`/diagnostics/test-detail?id=${test.id}&labId=${id}`)} || 154: onPress={() => addItem({ id: test.id, name: test.name, price: test.price, kind: 'lab', lockedProviderId: id as string })} || 28: apiFetch(`/providers/${id}`), || 29: apiFetch(`/labs/services?providerId=${id}`) || 29: apiFetch(`/labs/services?providerId=${id}`) || 131: const isAdded = items.some(item => item.id === test.id && (item.lockedProviderId === id || !item.lockedProviderId)); || 154: onPress={() => addItem({ id: test.id, name: test.name, price: test.price, kind: 'lab', lockedProviderId: id as string })} || 2: import React, { useState, useEffect } from 'react'; || 3: import { StyleSheet, View, Text, TouchableOpacity, ScrollView, FlatList, TextInput, Image, ActivityIndicator, Platform, Alert, StatusBar, KeyboardAvoidingView, Modal, I18nManager, Dimensions, Linking } from 'react-native'; || 20: const [lab, setLab] = useState<any>(null); || 21: const [tests, setTests] = useState<any[]>([]); || 22: const [loading, setLoading] = useState(true); || 34: console.error(err); || 35: // Fallback or handle error || 37: setLoading(false); || 43: if (loading) { || 143: <AppText style={{ fontSize: 16, fontWeight: '900', color: colors.primary, marginTop: 4, textAlign: I18nManager.isRTL ? 'right' : 'left' }}>{test.price} ر.س</AppText> || 154: onPress={() => addItem({ id: test.id, name: test.name, price: test.price, kind: 'lab', lockedProviderId: id as string })}	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
app/diagnostics/order/[id].tsx	pharmacy/orders	ui/screen	7: import { useLocalSearchParams, useRouter } from 'expo-router'; || 18: const router = useRouter(); || 23: const [canceling, setCanceling] = useState(false); || 30: // so this screen never loaded (eternal spinner). Try radiology then lab. || 35: const res = await apiFetch(`/radiology/bookings/${id}`); || 40: const res = await apiFetch(`/labs/bookings/${id}`); || 54: const handleCancel = async () => { || 56: { text: 'تراجع', style: 'cancel' }, || 57: { text: 'نعم، إلغاء', style: 'destructive', onPress: async () => { || 58: setCanceling(true); || 61: const response = await apiFetch(`${base}/bookings/${id}/cancel`, { method: 'POST' }); || 67: setCanceling(false); || 29: // E2 fix: was apiFetch('/orders/mine' + id) — a malformed URL that ALWAYS 404'd, || 35: const res = await apiFetch(`/radiology/bookings/${id}`); || 40: const res = await apiFetch(`/labs/bookings/${id}`); || 60: const base = kind === 'radiology' ? '/radiology' : '/labs'; || 61: const response = await apiFetch(`${base}/bookings/${id}/cancel`, { method: 'POST' }); || 2: import React, { useState, useEffect } from 'react'; || 21: const [order, setOrder] = useState<any>(null); || 22: const [loading, setLoading] = useState(true); || 23: const [canceling, setCanceling] = useState(false); || 25: const [kind, setKind] = useState<'lab' | 'radiology' | null>(null); || 26: const [reload, setReload] = useState(0); || 48: setLoading(false);	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
app/health/medication-reminder-list.tsx	pharmacy/orders	ui/screen	"3: import { router, useLocalSearchParams } from 'expo-router'; || 10: import { cancelMedicationNotifications, cancelMedicationSnoozes, getMedicationNotificationPreferences, medicationDisplayName, scheduleMedicationNotifications } from '../../src/utils/medication-notifications'; || 23: export default function MedicationReminderListScreen() { || 43: try { await apiFetch(`/health/reminders/${reminder.id}/log`, { method: 'POST', body: JSON.stringify({ status, time_key: dose.time_key, occurred_at: new Date().toISOString() }) }); if (status === 'taken') await cancelMedicationSnoozes(remind || 49: try { await apiFetch(`/health/reminders/${id}`, { method: 'PATCH', body: JSON.stringify({ active: false }) }); await cancelMedicationNotifications(id); await load(); } || 70: <View style={[styles.header, { paddingTop: insets.top + 16 }]}><Button label={t('add')} variant=""ghost"" size=""sm"" icon=""add"" full={false} onPress={() => router.push('/health/medication-reminder-add')} /><View style={styles.titleWrap}><AppTe || 75: {error && <Card style={styles.error}><AppText variant=""bodySM"" color=""#B91C1C"" align=""right"">{error}</AppText><Button label={t('retry')} variant=""outline"" size=""sm"" full={false} onPress={load} /></Card>} || 76: {!error && reminders.length === 0 && <Card style={styles.empty}><AppText variant=""h6"">{t('noReminders')}</AppText><AppText variant=""bodySM"" color={colors.textTertiary} align=""right"">{t('noRemindersHint')}</AppText><Button label={t('addRemin || 86: return <Card style={styles.reminder}><View style={styles.reminderHeading}><View style={{ flex: 1, alignItems: 'flex-end', gap: 3 }}><AppText variant=""h6"">{reminderName(reminder, t('medicineUnnamed'))}</AppText><AppText variant=""bodyXS"" colo || 35: try { const response: any = await apiFetch('/health/reminders'); const rows = Array.isArray(response) ? response : response?.data; setReminders(Array.isArray(rows) ? rows : []); } || 43: try { await apiFetch(`/health/reminders/${reminder.id}/log`, { method: 'POST', body: JSON.stringify({ status, time_key: dose.time_key, occurred_at: new Date().toISOString() }) }); if (status === 'taken') await cancelMedicationSnoozes(remind || 49: try { await apiFetch(`/health/reminders/${id}`, { method: 'PATCH', body: JSON.stringify({ active: false }) }); await cancelMedicationNotifications(id); await load(); } || 57: const result = await scheduleMedicationNotifications(reminder, { title: t('notificationTitle'), body: t('notificationBody', { name: medicationDisplayName(reminder, t('medicineUnnamed')), dose: reminder.dose }), taken: t('takeFromAlert'), sn || 58: if (result.permissionDenied) setError(t('alertPermissionDenied')); || 72: <Animated.View entering={FadeInDown.duration(320)}><Card style={[styles.summary, { backgroundColor: colors.primarySurface, borderColor: colors.primary + '2B' }]}>{next ? <><View style={styles.summaryRow}><View style={[styles.timeToken, { ba || 73: {alertStatus === 'permission_denied' && <Card style={[styles.notice, { backgroundColor: colors.warning + '18', borderColor: colors.warning + '45' }]}><AppText variant=""bodySM"" color={colors.textPrimary} align=""right"">{t('alertPermissionDeni || 89: const styles = StyleSheet.create({ container: { flex: 1 }, header: { flexDirection: 'row-reverse', alignItems: 'center', justifyContent: 'space-between', paddingHorizontal: 16, paddingBottom: 8 }, titleWrap: { alignItems: 'center', gap: 1 } || 2: import { View, StyleSheet, ScrollView, StatusBar, ActivityIndicator } from 'react-native'; || 10: import { cancelMedicationNotifications, cancelMedicationSnoozes, getMedicationNotificationPreferences, medicationDisplayName, scheduleMedicationNotifications } from '../../src/utils/medication-notifications'; || 12: type DoseStatus = 'pending' | 'taken' | 'skipped' | 'missed'; || 13: type Dose = { time_key: string; status: DoseStatus; logged_at?: string | null }; || 24: const { alertStatus } = useLocalSearchParams<{ alertStatus?: string }>(); || 28: const [reminders, setReminders] = React.useState<Reminder[]>([]); || 29: const [loading, setLoading] = React.useState(true);"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
app/health/smart-reminders.tsx	family/health	ui/screen	"1: import { Redirect } from 'expo-router'; || 5: return <Redirect href=""/health/medication-reminder-list"" />;"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
app/health/reminders.tsx	family/health	ui/screen	"1: import { Redirect } from 'expo-router'; || 3: /** This legacy route now uses the canonical medication timeline with local alerts and duplicate-safe dose actions. */ || 5: return <Redirect href=""/health/medication-reminder-list"" />;"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
app/health/edit-profile.tsx	diagnostics/homecare	ui/screen	"3: import { router } from 'expo-router'; || 12: export default function EditMedicalProfileScreen() { || 19: const [uploading, setUploading] = React.useState(false); || 40: try { await apiFetch('/medical-profile', { method: 'PATCH', body: JSON.stringify({ ...draft, height_cm, weight_kg }) }); router.back(); } || 46: setUploading(true); setError(null); || 52: if (result.canceled || !result.assets?.[0]) return; || 57: const upload: any = await apiFetch('/media/upload', { method: 'POST', body: formData }); || 58: const url = upload?.url || upload?.data?.url; || 59: if (!url) throw new Error('upload_missing_url'); || 63: finally { setUploading(false); } || 68: <View style={[styles.header, { paddingTop: insets.top + 16 }]}><View style={{ width: 44 }} /><AppText variant=""h3"">الملف الصحي</AppText><IconButton icon=""back"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.ba || 70: <Card style={styles.avatar}><View style={{ alignItems: 'center', gap: 8 }}><View style={[styles.avatarFrame, { backgroundColor: colors.surfaceSecondary }]}>{avatarUrl ? <Image source={{ uri: avatarUrl }} style={styles.avatarImage} /> : <App || 25: const [medicalResponse, userResponse]: any[] = await Promise.all([apiFetch('/medical-profile'), apiFetch('/users/me/profile')]); || 40: try { await apiFetch('/medical-profile', { method: 'PATCH', body: JSON.stringify({ ...draft, height_cm, weight_kg }) }); router.back(); } || 57: const upload: any = await apiFetch('/media/upload', { method: 'POST', body: formData }); || 60: await apiFetch('/users/me/profile', { method: 'PATCH', body: JSON.stringify({ avatar_url: url }) }); || 49: const permission = await ImagePicker.requestMediaLibraryPermissionsAsync(); || 50: if (!permission.granted) { setError('يلزم منح إذن الصور لتغيير الصورة الشخصية.'); return; } || 2: import { View, StyleSheet, ScrollView, StatusBar, ActivityIndicator, Image, TouchableOpacity } from 'react-native'; || 15: const [draft, setDraft] = React.useState<Draft>(initial); || 16: const [avatarUrl, setAvatarUrl] = React.useState<string | null>(null); || 17: const [loading, setLoading] = React.useState(true); || 18: const [saving, setSaving] = React.useState(false); || 19: const [uploading, setUploading] = React.useState(false);"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
app/health/actionable-order.tsx	pharmacy/orders	ui/screen	"4: import { useLocalSearchParams, useRouter } from 'expo-router'; || 9: // Theme facade over the real design tokens (light palette — screen is static-styled) || 23: export default function ActionableOrderScreen() { || 24: const router = useRouter(); || 37: router.push('/(tabs)/pharmacy'); || 40: const handleBookLabs = () => { || 41: // M1-33: fixed broken route — /labs does not exist; labs live under /diagnostics || 42: router.push('/diagnostics/search'); || 48: <TouchableOpacity onPress={() => router.back()} style={styles.backBtn}> || 80: <TouchableOpacity style={styles.actionBtn} onPress={handleOrderMeds} disabled={loading}> || 109: <TouchableOpacity style={[styles.actionBtn, { backgroundColor: theme.warning }]} onPress={handleBookLabs} disabled={loading}> || 131: <TouchableOpacity style={[styles.actionBtn, { backgroundColor: theme.info }]} onPress={() => router.push('/diagnostics/search')}> || 37: router.push('/(tabs)/pharmacy'); || 41: // M1-33: fixed broken route — /labs does not exist; labs live under /diagnostics || 9: // Theme facade over the real design tokens (light palette — screen is static-styled) || 2: import React, { useState } from 'react'; || 17: success: Colors.light.success, || 18: successBg: Colors.light.successSurface, || 26: const [loading, setLoading] = useState(false); || 57: <I name=""check-circle"" size={24} color={theme.success} /> || 80: <TouchableOpacity style={styles.actionBtn} onPress={handleOrderMeds} disabled={loading}> || 109: <TouchableOpacity style={[styles.actionBtn, { backgroundColor: theme.warning }]} onPress={handleBookLabs} disabled={loading}> || 149: alertBox: { flexDirection: 'row-reverse', backgroundColor: theme.successBg, padding: SP.lg, borderRadius: R.md, marginBottom: SP.xl, alignItems: 'center', gap: SP.md }, || 150: alertTitle: { fontSize: 16, fontWeight: 'bold', color: theme.success, textAlign: 'right' },"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
app/health/prescriptions.tsx	pharmacy/orders	ui/screen	"5: import { router } from 'expo-router'; || 16: export default function PrescriptionsScreen() { || 42: <IconButton icon=""camera"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.push('/pharmacy/rx-order')} /> || 44: <IconButton icon=""back"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.back()} /> || 69: onPress={() => router.push('/(tabs)/pharmacy')} || 76: onPress={() => { || 26: const res = await apiFetch('/health/prescriptions'); || 42: <IconButton icon=""camera"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.push('/pharmacy/rx-order')} /> || 69: onPress={() => router.push('/(tabs)/pharmacy')} || 3: import React, { useState } from 'react'; || 4: import { View, StyleSheet, FlatList, TouchableOpacity, StatusBar, Share } from 'react-native'; || 20: const [prescriptions, setPrescriptions] = useState<any[]>([]); || 21: const [loading, setLoading] = useState(true); || 29: console.error(err); || 31: setLoading(false); || 39: <StatusBar barStyle={isDark ? 'light-content' : 'dark-content'} /> || 11: import { AppText, Card, Badge, Button, IconButton } from '../../src/components/ui'; || 48: <Card style={{ flexDirection: 'row-reverse', backgroundColor: colors.surface }}> || 55: </Card> || 64: <View style={[styles.rxCard, { backgroundColor: isDark ? colors.surface : colors.white } ]}> || 129: rxCard: { borderRadius: 20, padding: 16, shadowColor: '#000', shadowOffset: { width: 0, height: 2 }, shadowOpacity: 0.06, shadowRadius: 8, elevation: 2, gap: 10 }, || 21: const [loading, setLoading] = useState(true); || 28: } catch (err) { || 29: console.error(err);"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
app/health/medication-reminder-add.tsx	pharmacy/orders	ui/screen	"3: import { router, useLocalSearchParams } from 'expo-router'; || 16: export default function MedicationReminderAddScreen() { || 60: router.replace({ pathname: '/health/medication-reminder-list', params: notificationResult.permissionDenied ? { alertStatus: 'permission_denied' } : { alertStatus: 'synced' } }); || 66: <View style={[styles.header, { paddingTop: insets.top + 16 }]}><View style={{ width: 44 }} /><View style={styles.titleWrap}><AppText variant=""h3"">{editing ? t('editTitle') : t('addTitle')}</AppText><AppText variant=""caption"" color={colors.t || 70: <Animated.View entering={FadeInDown.delay(70).duration(300)}><Card style={styles.section}><SectionTitle index=""2"" title={t('schedule')} colors={colors} /><View style={styles.times}>{TIME_OPTIONS.map((time) => { const selected = times.includ || 75: <Animated.View entering={FadeInDown.delay(300).duration(300)}><Button label={editing ? t('saveChanges') : t('saveReminder')} variant=""gradient"" icon=""check_circle"" loading={saving} onPress={save} /></Animated.View> || 32: const response: any = await apiFetch('/health/reminders'); || 52: const response: any = await apiFetch(editing ? `/health/reminders/${id}` : '/health/reminders', { method: editing ? 'PATCH' : 'POST', body: JSON.stringify(payload) }); || 58: title: t('notificationTitle'), body: t('notificationBody', { name: medicationDisplayName(saved, name.trim()), dose: saved.dose || dose.trim() }), taken: t('takeFromAlert'), snooze: t('snoozeTenMinutes'), permissionDenied: t('alertPermission || 60: router.replace({ pathname: '/health/medication-reminder-list', params: notificationResult.permissionDenied ? { alertStatus: 'permission_denied' } : { alertStatus: 'synced' } }); || 70: <Animated.View entering={FadeInDown.delay(70).duration(300)}><Card style={styles.section}><SectionTitle index=""2"" title={t('schedule')} colors={colors} /><View style={styles.times}>{TIME_OPTIONS.map((time) => { const selected = times.includ || 2: import { View, StyleSheet, ScrollView, StatusBar, TouchableOpacity, ActivityIndicator } from 'react-native'; || 22: const [name, setName] = React.useState(''); const [dose, setDose] = React.useState(''); const [count, setCount] = React.useState('1'); const [times, setTimes] = React.useState<string[]>(['08:00']); || 23: const [frequency, setFrequency] = React.useState('daily'); const [duration, setDuration] = React.useState('30'); const [chronic, setChronic] = React.useState(false); const [pillsRemaining, setPillsRemaining] = React.useState(''); const [ref || 24: const [important, setImportant] = React.useState(false); const [refillLeadDays, setRefillLeadDays] = React.useState<2 | 3>(3); || 25: const [loading, setLoading] = React.useState(editing); const [saving, setSaving] = React.useState(false); const [error, setError] = React.useState<string | null>(null); || 30: setLoading(true); setError(null); || 35: if (!item) throw new Error('not_found'); || 39: } catch { setError(t('saveError')); } finally { setLoading(false); } || 47: if (!name.trim() || !dose.trim() || !times.length) { setError(t('formRequired')); return; } || 48: if (!Number.isFinite(dosage_count) || dosage_count <= 0 || !Number.isInteger(duration_days) || duration_days < 0 || (pills_remaining !== undefined && (!Number.isInteger(pills_remaining) || pills_remaining < 0))) { setError(t('formInvalid')) || 49: setSaving(true); setError(null); || 55: if (!reminderId) throw new Error('missing_reminder_id'); || 7: import { AppText, Card, Button, IconButton, Input, SegmentedControl } from '../../src/components/ui';"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
app/health/health-id.tsx	diagnostics/homecare	ui/screen	"5: import { router } from 'expo-router'; || 23: export default function HealthIDScreen() { || 76: // Share cancelled or not available || 86: <IconButton icon=""share"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={handleShare} /> || 88: <IconButton icon=""back"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.back()} /> || 199: <TouchableOpacity onPress={() => router.push('/health/emergency-contacts')}> || 213: onPress={() => contact.phone && Linking.openURL(`tel:${contact.phone}`)}> || 246: onPress={() => router.push('/health/edit-profile')} || 37: apiFetch('/users/me/profile').catch(() => null), || 38: apiFetch('/health/emergency-contacts').catch(() => []), || 39: apiFetch('/health/chronic-meds').catch(() => []), || 3: import React, { useEffect, useState } from 'react'; || 4: import { View, StyleSheet, ScrollView, TouchableOpacity, Share, StatusBar, ActivityIndicator, Linking } from 'react-native'; || 28: const [loading, setLoading] = useState(true); || 29: const [profile, setProfile] = useState<any>(null); || 30: const [contacts, setContacts] = useState<any[]>([]); || 31: const [meds, setMeds] = useState<any[]>([]); || 45: setLoading(false); || 75: } catch (error) { || 76: // Share cancelled or not available || 82: <StatusBar barStyle=""light-content"" /> || 92: {loading ? ( || 98: {/* Main ID Card */} || 99: <View style={[styles.idCard, { backgroundColor: '#1E3A5F' }]}>"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
app/health/chronic-medications.tsx	pharmacy/orders	ui/screen	"3: import { router } from 'expo-router'; || 14: export default function ChronicMedicationsScreen() { || 37: const run = async (id: string, kind: 'refill' | 'snooze' | 'cancel') => { || 40: const suffix = kind === 'refill' ? '/refill' : kind === 'snooze' ? '/refill/snooze' : '/refill/cancel'; || 42: if (kind === 'refill' && response?.order_id) { router.push({ pathname: '/pharmacy/order-tracking', params: { orderId: response.order_id } }); return; } || 50: <View style={[styles.header, { paddingTop: insets.top + 16 }]}><Button label={t('add')} variant=""ghost"" size=""sm"" icon=""add"" full={false} onPress={() => router.push('/health/medication-reminder-add')} /><View style={styles.titleWrap}><AppTe || 53: {error && <Card style={styles.error}><AppText variant=""bodySM"" color=""#B91C1C"" align=""right"">{error}</AppText><Button label={t('retry')} variant=""outline"" size=""sm"" full={false} onPress={load} /></Card>} || 54: {!error && items.length === 0 && <Card style={styles.empty}><AppText variant=""h6"">{t('noChronic')}</AppText><AppText variant=""bodySM"" color={colors.textTertiary} align=""right"">{t('noChronicHint')}</AppText><Button label={t('addReminder')} v || 60: function ChronicCard({ item, colors, t, action, run }: { item: ChronicMedication; colors: any; t: any; action: string | null; run: (id: string, kind: 'refill' | 'snooze' | 'cancel') => void }) { || 63: return <Card style={[styles.item, { borderColor: accent + '33' }]}><View style={styles.itemHeader}><View style={[styles.supplyMark, { backgroundColor: accent + '22' }]}><AppText variant=""h5"" color={accent}>◼</AppText></View><View style={{ f || 25: const response: any = await apiFetch('/health/chronic-meds'); || 41: const response: any = await apiFetch(`/health/reminders/${id}${suffix}`, { method: 'POST', body: kind === 'snooze' ? JSON.stringify({ days: 3 }) : undefined }); || 42: if (kind === 'refill' && response?.order_id) { router.push({ pathname: '/pharmacy/order-tracking', params: { orderId: response.order_id } }); return; } || 2: import { View, StyleSheet, ScrollView, StatusBar, ActivityIndicator } from 'react-native'; || 18: const [items, setItems] = React.useState<ChronicMedication[]>([]); || 19: const [loading, setLoading] = React.useState(true); || 20: const [error, setError] = React.useState<string | null>(null); || 21: const [action, setAction] = React.useState<string | null>(null); || 23: setLoading(true); setError(null); || 34: catch { setError(t('refillUpdateError')); } finally { setLoading(false); } || 37: const run = async (id: string, kind: 'refill' | 'snooze' | 'cancel') => { || 38: setAction(`${kind}-${id}`); setError(null); || 40: const suffix = kind === 'refill' ? '/refill' : kind === 'snooze' ? '/refill/snooze' : '/refill/cancel'; || 45: catch { setError(kind === 'refill' ? t('refillError') : t('refillUpdateError')); } finally { setAction(null); }"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
