id	surface	severity	relation	category	source_path	line	actor	journey	finding	accepted_test
0D-PATIENT-WEB-00302	patient-web	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	components-next/login-form.tsx	21	patient/anonymous	identity/session	"client calls an endpoint or method that requires live contract reconciliation. Static signal: const response = await fetch(""/api/auth/otp/request"", { method: ""POST"", headers: { ""content-type"": ""application/json"" }, body: JSON.stringify({ identifier }) });"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00303	patient-web	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	components-next/call-token-launcher.tsx	11	provider/staff	consultation/booking	"client calls an endpoint or method that requires live contract reconciliation. Static signal: async function requestToken(){ if(state===""loading"")return; setState(""loading"");setError(null);try{const response=await fetch(`/api/appointments/${appointmentId}/call-token`,{method:""GET"",cache:""no-store"",credentials:""sa"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00304	patient-web	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	components-next/appointment-actions.tsx	12	patient/anonymous	consultation/booking	"client calls an endpoint or method that requires live contract reconciliation. Static signal: async function cancel() { if (busy) return; setBusy(true); setError(null); try { const response = await fetch(`/api/appointments/${appointmentId}/cancel`, { method: ""POST"", headers: { ""content-type"": ""application/json"", "	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00305	patient-web	P1	INSUFFICIENT_EVIDENCE	journey completeness	messages/bn.json	186	patient/anonymous	chat/support	"screen action or mutation exposes a journey branch requiring explicit error/cancel/retry handling. Static signal: ""rescheduleTitle"": ""অ্যাপয়েন্টমেন্ট পুনঃনির্ধারণ"","	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00306	patient-web	P1	INSUFFICIENT_EVIDENCE	journey completeness	messages/hi.json	186	patient/anonymous	chat/support	"screen action or mutation exposes a journey branch requiring explicit error/cancel/retry handling. Static signal: ""rescheduleTitle"": ""अपॉइंटमेंट फिर से शेड्यूल करें"","	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00307	patient-web	P1	INSUFFICIENT_EVIDENCE	journey completeness	messages/ar.json	141	patient/anonymous	chat/support	"screen action or mutation exposes a journey branch requiring explicit error/cancel/retry handling. Static signal: ""rescheduleTitle"": ""إعادة جدولة الموعد"","	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00308	patient-web	P1	INSUFFICIENT_EVIDENCE	journey completeness	messages/ur.json	186	patient/anonymous	chat/support	"screen action or mutation exposes a journey branch requiring explicit error/cancel/retry handling. Static signal: ""rescheduleTitle"": ""اپوائنٹمنٹ دوبارہ شیڈول کریں"","	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00309	patient-web	P1	INSUFFICIENT_EVIDENCE	journey completeness	messages/fil.json	150	patient/anonymous	pharmacy/orders	"screen action or mutation exposes a journey branch requiring explicit error/cancel/retry handling. Static signal: ""notice"": ""Ang laman at kabuuan ng cart ay binabasa lamang mula sa awtorisadong backend. Walang checkout o bayad na ginagawa rito."","	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00310	patient-web	P1	INSUFFICIENT_EVIDENCE	journey completeness	messages/en.json	105	patient/anonymous	pharmacy/orders	"screen action or mutation exposes a journey branch requiring explicit error/cancel/retry handling. Static signal: ""notice"": ""Cart contents and totals are read directly from the authorized backend. No checkout or payment is performed here."","	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00311	patient-web	P1	INSUFFICIENT_EVIDENCE	journey completeness	audit-artifacts/NABDAH_PHASE13_UI_ACTION_INVENTORY_V2_20260819.json	3826	patient/anonymous	cross-surface	"screen action or mutation exposes a journey branch requiring explicit error/cancel/retry handling. Static signal: ""expression"": ""() => setShowReschedule(true)"","	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00312	patient-web	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	audit-artifacts/NABDAH_PHASE13_UI_ACTION_INVENTORY_V2_20260819.json	8497	admin	admin/provider-ops	"client calls an endpoint or method that requires live contract reconciliation. Static signal: ""expression"": ""() => { void fetch(`${adminApiBase()"","	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00313	patient-web	P1	INSUFFICIENT_EVIDENCE	journey completeness	audit-artifacts/NABDAH_PHASE13_CONTRACT_INVENTORY_V4_20260819.json	149	admin	consultation/booking	"screen action or mutation exposes a journey branch requiring explicit error/cancel/retry handling. Static signal: ""route"": ""/admin/authority/appointments/:id/force-reschedule"","	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00314	patient-web	P1	INSUFFICIENT_EVIDENCE	journey completeness	audit-artifacts/PHASE1_PHARMACY_CONTRACT_DETAILS.json	220	patient/anonymous	pharmacy/orders	"screen action or mutation exposes a journey branch requiring explicit error/cancel/retry handling. Static signal: ""/api/v1/cart/checkout"": {"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00315	patient-web	P1	INSUFFICIENT_EVIDENCE	journey completeness	audit-artifacts/PHASE1_SELECTED_OPERATIONS_RAW.json	198	patient/anonymous	pharmacy/orders	"screen action or mutation exposes a journey branch requiring explicit error/cancel/retry handling. Static signal: ""/api/v1/cart/checkout"": {"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00316	patient-web	P1	INSUFFICIENT_EVIDENCE	journey completeness	audit-artifacts/WEB_V2_RECONCILIATION_ATOMIC.json	56	patient/anonymous	consultation/booking	"screen action or mutation exposes a journey branch requiring explicit error/cancel/retry handling. Static signal: ""app/consultations/cancel-reschedule.tsx"","	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00317	patient-web	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	audit-artifacts/WEB_V2_RECONCILIATION_ATOMIC.json	365	patient/anonymous	identity/session	"client calls an endpoint or method that requires live contract reconciliation. Static signal: ""text"": ""const res: any = await apiFetch('/auth/guest', { method: 'POST', body: JSON.stringify({ deviceId }) });"""	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00318	patient-web	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	audit-artifacts/full-audit-20260823/phase9-pnpm-audit-summary.json	174	patient/anonymous	cross-surface	"client calls an endpoint or method that requires live contract reconciliation. Static signal: ""title"": ""Vite Vulnerable to Arbitrary File Read via Vite Dev Server WebSocket"","	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00319	patient-web	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	audit-artifacts/full-audit-20260823/phase9-pnpm-audit.json	489	patient/anonymous	cross-surface	"client calls an endpoint or method that requires live contract reconciliation. Static signal: ""overview"": ""### Summary\n\nesbuild allows any websites to send any request to the development server and read the response due to default CORS settings.\n\n### Details\n\nesbuild sets `Access-Control-Allow-Origin: *` he"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00320	patient-web	P1	INSUFFICIENT_EVIDENCE	journey completeness	audit-artifacts/full-audit-20260823/phase9-pnpm-audit.json	1854	patient/anonymous	pharmacy/orders	"screen action or mutation exposes a journey branch requiring explicit error/cancel/retry handling. Static signal: ""overview"": ""## Summary\n\npnpm passes the lockfile-controlled git `resolution.commit` value to `git fetch` without a `--` separator or commit-format validation. For git dependencies fetched through the shallow-fetch pat"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00321	patient-web	P0	UNIQUE_DEFECT	financial truth	audit-artifacts/full-audit-20260823/phase9-pnpm-audit.json	2493	patient/anonymous	chat/support	"client computes or trusts payment/order totals without server-authoritative proof. Static signal: ""overview"": ""## Summary\n\n`node-tar` strips trailing `NUL` bytes from long-name (`L`) and long-linkpath (`K`) GNU extended headers but does **not** apply the same sanitization to equivalent fields delivered via PAX (`x`"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00322	patient-web	P1	RUNTIME_VERIFICATION_REQUIRED	contract/transport	audit-artifacts/full-audit-20260823/phase9-pnpm-audit-after-postcss.json	455	patient/anonymous	cross-surface	"client calls an endpoint or method that requires live contract reconciliation. Static signal: ""overview"": ""### Summary\n\nesbuild allows any websites to send any request to the development server and read the response due to default CORS settings.\n\n### Details\n\nesbuild sets `Access-Control-Allow-Origin: *` he"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00323	patient-web	P1	INSUFFICIENT_EVIDENCE	journey completeness	audit-artifacts/full-audit-20260823/phase9-pnpm-audit-after-postcss.json	1773	patient/anonymous	pharmacy/orders	"screen action or mutation exposes a journey branch requiring explicit error/cancel/retry handling. Static signal: ""overview"": ""## Summary\n\npnpm passes the lockfile-controlled git `resolution.commit` value to `git fetch` without a `--` separator or commit-format validation. For git dependencies fetched through the shallow-fetch pat"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00324	patient-web	P0	UNIQUE_DEFECT	financial truth	audit-artifacts/full-audit-20260823/phase9-pnpm-audit-after-postcss.json	2412	patient/anonymous	chat/support	"client computes or trusts payment/order totals without server-authoritative proof. Static signal: ""overview"": ""## Summary\n\n`node-tar` strips trailing `NUL` bytes from long-name (`L`) and long-linkpath (`K`) GNU extended headers but does **not** apply the same sanitization to equivalent fields delivered via PAX (`x`"	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
0D-PATIENT-WEB-00325	patient-web	P1	INSUFFICIENT_EVIDENCE	journey completeness	audit-artifacts/full-audit-20260823/mobile_to_web_screen_map.json	457	patient/anonymous	consultation/booking	"screen action or mutation exposes a journey branch requiring explicit error/cancel/retry handling. Static signal: ""mobile_screen"": ""consultations/cancel-reschedule.tsx"","	For UNIQUE_DEFECT: reproduce with a contract-backed negative test and remediate. For RUNTIME_VERIFICATION_REQUIRED/INSUFFICIENT_EVIDENCE: trace CTA→API/socket→handler/DB/state and run owner/stranger/unauth plus error/loading/empty/retry/cancel tests before classification or closure.
